row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,1,llm_guard_000201_000300_chunk_input,Approval needed: Special pricing,0,uberjugaad,183,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,2,llm_guard_000201_000300_chunk_input,Query on Customer Support,0,tobiasbuek,216,True,0,,True,-1.0,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,3,llm_guard_000201_000300_chunk_input,Issue with Payment Processing for Security Software,0,tobiasbuek,365,True,0,,True,-1.0,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,4,llm_guard_000201_000300_chunk_input,Your USAA Checking/Savings Account Urgent Preference Update,1,phishpuzzer,95,True,0,,True,-1.0,True,-1.0,True,-1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,5,llm_guard_000201_000300_chunk_input,URGENT: Our API Integration is Failing - Need Immediate Assistance,0,rtweera,454,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,6,llm_guard_000201_000300_chunk_input,Question from eBay member,1,phishyai-phishing,2272,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,7,llm_guard_000201_000300_chunk_input,You have won an $500 WalMart Gift Card,1,phishing_pot,8593,True,0,,True,-0.7,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,8,llm_guard_000201_000300_chunk_input,"WARNING: The domain ""monkey.org"" has exceeded its disk quota.",1,nazario,406,True,0,,True,-1.0,True,-1.0,True,-1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,9,llm_guard_000201_000300_chunk_input,Re: Urgent: Mercury Language Compiler Errors in Production,0,rtweera,676,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,10,llm_guard_000201_000300_chunk_input,Proposal For Research Assistant,1,cmu-archived-phish,387,True,0,,True,-0.7,True,-1.0,True,-1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,11,llm_guard_000201_000300_chunk_input,Approval needed: Volume discount,0,uberjugaad,178,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,12,llm_guard_000201_000300_chunk_input,Concern Regarding Medical Data Breach,0,tobiasbuek,351,True,0,,True,-1.0,True,-1.0,True,-1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,13,llm_guard_000201_000300_chunk_input,Your E-Purchasing Update 28137EAB,1,phishing_pot,410,False,1,sensitive,True,-1.0,True,-1.0,False,0.2
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,14,llm_guard_000201_000300_chunk_input,(1) Cadeau staat voor u gereserveerd!,1,phishing_pot,12039,True,0,,True,-0.7,True,-1.0,True,-1.0
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,15,llm_guard_000201_000300_chunk_input,Detected Unauthorised Access in Medical Records System,0,tobiasbuek,710,True,0,,True,-1.0,True,-1.0,True,-1.0
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,16,llm_guard_000201_000300_chunk_input,Re: TREC 2007 Spam Track,0,phishpuzzer,379,True,0,,True,-1.0,True,-1.0,True,-1.0
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,17,llm_guard_000201_000300_chunk_input,Support SaaS Platform Issue,0,tobiasbuek,254,True,0,,True,-1.0,True,-1.0,True,-1.0
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,18,llm_guard_000201_000300_chunk_input,Your account is experiencing a payment issue.,1,phishing_pot,2667,True,0,,True,-0.6,True,-1.0,True,-1.0
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,19,llm_guard_000201_000300_chunk_input,Medical Information Exposure in Zoho CRM,0,tobiasbuek,618,True,0,,True,-1.0,True,-1.0,True,-1.0
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,20,llm_guard_000201_000300_chunk_input,Overdue: Customer 523283960 - 90 days,0,uberjugaad,222,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,21,llm_guard_000201_000300_chunk_input,Get auto protection for a low month-to-month cost,1,phishing_pot,619,False,1,malicious_urls,False,0.1,True,-1.0,True,-1.0
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000201_000300/chunk_input.csv,22,llm_guard_000201_000300_chunk_input,Announcement* :   Withdraw Process is Authorized Now !!,1,phishing_pot,1310,False,1,malicious_urls,False,0.1,True,-1.0,True,-1.0
