row_principle,col_principle,feature_type,mean_group_a,mean_group_b,delta_group_a_minus_group_b,welch_t,welch_p,permutation_p,fdr_p,hedges_g,bootstrap_ci_low,bootstrap_ci_high,significant_fdr_0_05
Authority,Authority,diagonal,0.7935641158068059,0.9398526508334174,-0.14628853502661154,-36.574529534293326,9.841003832130376e-255,0.004975124378109453,0.0052238805970149255,-0.9633990427696331,-0.15333039300383425,-0.1385915599147702,True
Authority,Liking,cooccurrence,0.4584083053280442,0.8294052585951459,-0.3709969532671017,-53.6640555537377,0.0,0.004975124378109453,0.0052238805970149255,-1.3079221443309286,-0.38555873793489154,-0.3580880036330982,True
Authority,Reciprocity,cooccurrence,0.3083040581034103,0.4160221395861072,-0.1077180814826969,-17.981430855013972,1.696883091373392e-70,0.004975124378109453,0.0052238805970149255,-0.3671828387150163,-0.11948033832667576,-0.09489739402412714,True
Authority,Social Proof,cooccurrence,0.2977703770371171,0.3425064436105765,-0.04473606657345941,-7.610953586518452,3.1743256481167186e-14,0.004975124378109453,0.0052238805970149255,-0.16381313225056363,-0.05668344856145033,-0.032436357265838094,True
Authority,Scarcity,cooccurrence,0.08561178996446317,0.0700271036834922,0.015584686280970969,6.489916037002866,9.465142871969202e-11,0.004975124378109453,0.0052238805970149255,0.15541955972923666,0.010666543047591518,0.019929983799149165,True
Authority,Commitment,cooccurrence,0.026803496286302783,0.023674565571256086,0.0031289307150466975,3.640418976557667,0.0002752164289765305,0.004975124378109453,0.0052238805970149255,0.09002847863362647,0.0014266219466404564,0.004712181043786416,True
Liking,Liking,diagonal,0.5055278125686034,0.8771067862512208,-0.3715789736826175,-56.97420374657461,0.0,0.004975124378109453,0.0052238805970149255,-1.3749426392356066,-0.3856444869805065,-0.3597141206754843,True
Liking,Reciprocity,cooccurrence,0.25137797031348585,0.3921174861861505,-0.14073951587266464,-23.304649972973003,3.4259973724926847e-115,0.004975124378109453,0.0052238805970149255,-0.475730421561893,-0.15275304081388685,-0.1270176223513798,True
Liking,Social Proof,cooccurrence,0.24607551455177598,0.3164099416584905,-0.07033442710671453,-11.93181283573716,2.0242967771444177e-32,0.004975124378109453,0.0052238805970149255,-0.25927481512765194,-0.08225900323858908,-0.0581123611648042,True
Liking,Scarcity,cooccurrence,0.076133604118,0.06491589333834052,0.011217710779659482,4.640282111061594,3.5740010434984993e-06,0.004975124378109453,0.0052238805970149255,0.11203100746151,0.006084058175090028,0.015770601046826642,True
Liking,Commitment,cooccurrence,0.023867689633948485,0.022267234176427324,0.0016004554575211605,1.844195480526482,0.06521999497953061,0.014925373134328358,0.014925373134328358,0.04585450464988648,-9.933180521973101e-05,0.003230725059028351,True
Reciprocity,Reciprocity,diagonal,0.330451823545553,0.42819338707920324,-0.09774156353365021,-16.99089750444987,2.4687717113908327e-63,0.004975124378109453,0.0052238805970149255,-0.3435810955592254,-0.10897454341901992,-0.08505894088345578,True
Reciprocity,Social Proof,cooccurrence,0.18852242516598042,0.209847057346617,-0.02132463218063657,-3.8992924455833666,9.74985365722146e-05,0.004975124378109453,0.0052238805970149255,-0.07951272337676255,-0.03227363278453121,-0.009761291739704069,True
Reciprocity,Scarcity,cooccurrence,0.062463493961294005,0.047855478437787494,0.014608015523506511,6.358864665151632,2.221987530643862e-10,0.004975124378109453,0.0052238805970149255,0.15147888104563795,0.009729121448748627,0.019254062993563675,True
Reciprocity,Commitment,cooccurrence,0.019649446117644305,0.01616887069855157,0.003480575419092736,4.157748330093614,3.272711579831931e-05,0.004975124378109453,0.0052238805970149255,0.10231067803526177,0.0017910810628422355,0.005117091306942438,True
Social Proof,Social Proof,diagonal,0.3153447703073556,0.3508596452772636,-0.03551487496990802,-6.263964064567987,4.030129127712409e-10,0.004975124378109453,0.0052238805970149255,-0.13396108709644838,-0.04691607062679272,-0.024200108819139435,True
Social Proof,Scarcity,cooccurrence,0.06408753166438667,0.04327077896905656,0.020816752695330114,8.917089562876482,6.748642237815923e-19,0.004975124378109453,0.0052238805970149255,0.21645146644579666,0.01585563413625005,0.02516945089846383,True
Social Proof,Commitment,cooccurrence,0.01986165004370449,0.014221368856362267,0.005640281187342222,6.720360019177632,2.0401521609314818e-11,0.004975124378109453,0.0052238805970149255,0.16861216066434695,0.00392411642267744,0.007217899058081248,True
Scarcity,Scarcity,diagonal,0.08917241739846368,0.07111767621745274,0.01805474118101094,7.6151151814969955,3.157713197189228e-14,0.004975124378109453,0.0052238805970149255,0.18201077824739725,0.013254329905769628,0.022403767545654638,True
Scarcity,Commitment,cooccurrence,0.008566572842524127,0.0038341476389653563,0.004732425203558771,8.792554065171444,2.1483388534451092e-18,0.004975124378109453,0.0052238805970149255,0.2493350098812017,0.0036878580615085184,0.00579022420946227,True
Commitment,Commitment,diagonal,0.02858429665203072,0.024152344808802628,0.0044319518432280915,5.219257781130986,1.8761963124867852e-07,0.004975124378109453,0.0052238805970149255,0.1289502056797284,0.0027370101810284177,0.0060071370259576614,True
