stage_group,stage,source,principle_group,left_principle,right_principle,value
S5,S5,LLM,A-A,Authority,Authority,0.999946000729
S5,S5,LLM,A-A,Authority,Authority,0.9951459048999999
S5,S5,LLM,A-A,Authority,Authority,0.9993401088999999
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9993401088999999
S5,S5,LLM,A-A,Authority,Authority,0.9999440007839999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999804009604
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.999992000016
S5,S5,LLM,A-A,Authority,Authority,0.9999940000090001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9978052056039999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.999674026569
S5,S5,LLM,A-A,Authority,Authority,0.998956272484
S5,S5,LLM,A-A,Authority,Authority,0.9998340068889999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.998472583696
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999400009
S5,S5,LLM,A-A,Authority,Authority,0.9959042025
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9992541391290001
S5,S5,LLM,A-A,Authority,Authority,0.9999940000090001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999480006760001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.958172772769
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9999580004409999
S5,S5,LLM,A-A,Authority,Authority,0.9998100090250001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9972419043999999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999080021160001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999966000289
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999860000490001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999860000490001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9998660044889999
S5,S5,LLM,A-A,Authority,Authority,0.995163861241
S5,S5,LLM,A-A,Authority,Authority,0.9999960000040001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999120019359999
S5,S5,LLM,A-A,Authority,Authority,0.999674026569
S5,S5,LLM,A-A,Authority,Authority,0.999792010816
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999870004225
S5,S5,LLM,A-A,Authority,Authority,0.9990902070250001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.989018316036
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.998356675684
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999900000249999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999860000490001
S5,S5,LLM,A-A,Authority,Authority,0.9996780259210001
S5,S5,LLM,A-A,Authority,Authority,0.999792010816
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999960000040001
S5,S5,LLM,A-A,Authority,Authority,0.999252139876
S5,S5,LLM,A-A,Authority,Authority,0.9999940000090001
S5,S5,LLM,A-A,Authority,Authority,0.999992000016
S5,S5,LLM,A-A,Authority,Authority,0.999902002401
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999956000484
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.963632795904
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9951838129209999
S5,S5,LLM,A-A,Authority,Authority,0.9226005914409999
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999730018225
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.998286734449
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9996700272250001
S5,S5,LLM,A-A,Authority,Authority,0.9942881796
S5,S5,LLM,A-A,Authority,Authority,0.999736017424
S5,S5,LLM,A-A,Authority,Authority,0.999978000121
S5,S5,LLM,A-A,Authority,Authority,0.999984000064
S5,S5,LLM,A-A,Authority,Authority,0.9999240014440001
S5,S5,LLM,A-A,Authority,Authority,0.9999440007839999
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9999360010239999
S5,S5,LLM,A-A,Authority,Authority,0.999992000016
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999984000064
S5,S5,LLM,A-A,Authority,Authority,0.999298123201
S5,S5,LLM,A-A,Authority,Authority,0.999992000016
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999674026569
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9999240014440001
S5,S5,LLM,A-A,Authority,Authority,0.9897404504489999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9971440420409999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999952000576
S5,S5,LLM,A-A,Authority,Authority,0.9951459048999999
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999968000256
S5,S5,LLM,A-A,Authority,Authority,0.993428830681
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9999960000040001
S5,S5,LLM,A-A,Authority,Authority,0.9999960000040001
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9996640282240001
S5,S5,LLM,A-A,Authority,Authority,0.9999800001000001
S5,S5,LLM,A-A,Authority,Authority,0.940853440576
S5,S5,LLM,A-A,Authority,Authority,0.9968944149159998
S5,S5,LLM,A-A,Authority,Authority,0.9996660278889999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999960000040001
S5,S5,LLM,A-A,Authority,Authority,0.9999640003240001
S5,S5,LLM,A-A,Authority,Authority,0.999846005929
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9986364651240001
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9999940000090001
S5,S5,LLM,A-A,Authority,Authority,0.9999960000040001
S5,S5,LLM,A-A,Authority,Authority,0.9619568704360001
S5,S5,LLM,A-A,Authority,Authority,0.9999860000490001
S5,S5,LLM,A-A,Authority,Authority,0.9996880243359999
S5,S5,LLM,A-A,Authority,Authority,0.9999860000490001
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999916001764
S5,S5,LLM,A-A,Authority,Authority,0.997197965604
S5,S5,LLM,A-A,Authority,Authority,0.9999380009609999
S5,S5,LLM,A-A,Authority,Authority,0.995680674244
S5,S5,LLM,A-A,Authority,Authority,0.999674026569
S5,S5,LLM,A-A,Authority,Authority,0.999984000064
S5,S5,LLM,A-A,Authority,Authority,0.9918805486240001
S5,S5,LLM,A-A,Authority,Authority,0.9920956816000001
S5,S5,LLM,A-A,Authority,Authority,0.9996920237160001
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999720001960001
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9989722641959999
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999852005476
S5,S5,LLM,A-A,Authority,Authority,0.997887117249
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.9998260075690001
S5,S5,LLM,A-A,Authority,Authority,0.9917690073759999
S5,S5,LLM,A-A,Authority,Authority,0.946483819876
S5,S5,LLM,A-A,Authority,Authority,0.850272098404
S5,S5,LLM,A-A,Authority,Authority,0.983760471409
S5,S5,LLM,A-A,Authority,Authority,0.997887117249
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.9999980000009999
S5,S5,LLM,A-A,Authority,Authority,0.988586752729
S5,S5,LLM,A-A,Authority,Authority,1.0
S5,S5,LLM,A-A,Authority,Authority,0.999686024649
S5,S5,LLM,A-A,Authority,Authority,1.0
