subject,body,label,model_prediction
Unauthorized access to your PayPal account!,"PayPal Unauthorized access to your PayPal account! We recently noticed more attempts to log in to your PayPal account from a foreign IP address. If you accessed your account while traveling, the unusual log in attempts may have been initiated by you. However, if you are the rightfull holder of the account, please visit Paypal as soon as possible to verify your identity: Click here to verify your account You can also verify your account by logging into your PayPal account at If you choose to ignore our request, you leave us no choise but to temporaly suspend your account. We ask that you allow at least 72 hours for the case to be investigated and we strongly recommend to verify your account in that time. Thank you for using PayPal!The PayPal Team Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and choose the Help link located in the top right corner of any PayPal page.To receive email notifications in plain text instead of HTML, update your preferences here.PayPal Email ID PP468",1,1
Data Feed Delay Concern,"Hello Customer Support, I am sending this message to inform you about a data feed delay experienced last night. This delay is believed to be due to network connectivity problems. I have already attempted to resolve the issue by restarting the servers and reviewing the firewalls settings, but the problem remains unresolved. I kindly request that you investigate this as soon as possible and offer a solution promptly. The data feed is essential for our operations, and any further delays could have serious repercussions. Please inform me if any additional details are required to resolve the issue. You can reach me via this email or by phone if needed. I would appreciate a timely response to this matter. I eagerly await your prompt communication. Thank you.",0,1
Linux Project Management,Which integrations are available?,0,1
Project management software encountered an unexpected failure,Incompatible connection between the tool and Joomla,0,1
URGENT: Production Environment Down - Cloud Management,"Our production environment is currently down. We are experiencing a major outage and believe it's related to the Cloud Management service. We've tried restarting the affected instances, but the issue persists. This is causing significant disruption to our business operations. Please advise ASAP on the next steps to resolution.",0,1
"Your $2,750.00","The Employee Assistance Program has money waiting for you in the amount of $2,750.00, but you haven't told us how to deliver it to you.

To get access to your funds of $2,750.00, simply:

- Login to  hrsa.gov/Benefits  with your school email and password
- Find the MY FINANCIALS TAB
- Click the DIRECT DEPOSIT BUTTON
- Select how you want your money delivered

You have two electronic options to receive your funds. Whether you choose to cashier’s check and receive your funds in one to two business days or direct deposit, the only same business day option, make the choice that's right for you.

Thank you!
-The Customer Success Team",1,1
Issue with Monthly Subscription Payment,"The monthly subscription fee was charged twice, which has significantly affected my account balance. This might have occurred due to a billing processing error or system glitch. I have already checked my payment method and contacted my bank, confirming that there are duplicate transactions. I would appreciate it if you could look into this matter and correct the error as soon as possible.",0,1
EXECUTIVE ALERT: $nanM account at risk - ABC Works Ltd,"Executive Summary:

Account: ABC Works Ltd
Annual Revenue: $nan
Risk Level: CRITICAL
Pattern: churned

Situation:
- Customer expressing severe dissatisfaction
- Order volume declined 40% over 6 months
- Competitor actively courting account
- Quality/service failures documented

Immediate Actions Needed:
1. Executive call with customer leadership
2. Authorize service recovery budget
3. Fast-track quality improvements

Without intervention, we will lose this account within 30 days.

James Zorbach
Regional Sales Director",0,1
[ie-rant] Re: hp pavilion issues,"My head is officially melted - situations like this make me hate not only computers but the fuckers who work with them, every person who uses them sucessfully and pretty much anyone else on the planet. aaargh here is my machine specs: http://h10025.www1.hp.com/ewfrf/wc/document?docname=c00783657&cc=us&lc=en&dlc=en&product=3357149&dlc=enâŸ¨=en I've installed the chipset software from Nvidia for my motherboard hoping that this would fix the issue. I've installed realtek drivers to specifically try fix the networking issue. Once they install I see no change on my device management setup. no new network cards listed, just the standard ieee1394 controller. My Other Pci Bridge Device and SM Bus Controller are still being listed as other devices.. I'm going round in circles here and am at odds with reinstalling vista just because I can't find the right driver. Vista is pretty, but clunky and a resource eating beast. I've already forked out on extra RAM and at 2gb I've hit capacity for my machine. (Thats not including the capacity I've added through ready boost) I want XP (I never thought I'd hear myself say that)! plus this stupid fucking italian keyboard is making everything all the more infuriating...whats the point in me meditating when technology is lurking round every corne to thwart my good will. cheers, Richard * I officially hate HP, realtek, Windows and every other fucking site I've been to today that has failed to help me resolve this issue. On 10/3/07, francois wrote: > > 32 or 64 bit? > Unfortunately there are no XP drivers available on the site, I had a > similar problem last week > You may need to run a hardware detection tool > The NICs in HP's are usually intel pro 100\\1000 > > The SM Bus controller is an intel device, you will need to d'load and > run this tool to find the driver.... > http://www.intel.com/support/chipsets/inf/ > > Worse comes to worse, reload vista and take note of the hardware in > device manager, it is way more detailed than XP, wipe and start again > > > > > --- In pq-mism@yahoogroups.com, ""Richard Fortune"" > wrote: > > > > Hi all you techies out there in ierant land. > > I recently formatted my hp pavillion(s7720.uk) in order to reinstall > xp on > > it. (Vista was driving me round the bend). > > I'm not sure my machine was intended to run anything other than > vista. Now > > that I've installed xp on it I am missing certain drivers. \\most > importantly > > \\i cannot connect it to the internet which means I cannot easily > search for > > drivers. > > > > at present I'm missing drivers for - > > Other PCI Bridge Device > > PCI Device > > SM Bus Controller > > Video Controller > > > > What I'm hoping for is that one of you is a hp expert and could help > me sort > > this out. I'm used to Dell machines so this is proving to be a royal > pain in > > the $%^ at the moment. To top it off the only other machine in the > house is > > my italian flatmates spyware ridden piece of shit, wich means saving > my own > > machine is further complicated. > > > > all help appreciated! > > - Richard > > > > -- > > I'm on the rocky road, > > Heading down off the mountain slope, > > And as my steps echo (echo) louder than before > > > > > -- I'm on the rocky road, Heading down off the mountain slope, And as my steps echo (echo) louder than before",0,1
���� Ihr ultimatives Auto-Notfallset von ADAC Cars ��� Seien Sie f��r jede Situation ger��stet  ��� Nicht verpassen!,"<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><div style=""background-color: #f6f6f6; padding-top: 5px;"">
<center>
<a style=""text-decoration: none;"" href=""http://195.123.245.67/t/4EpIhY9337GHPZx645zmlD0EuP0TILz0BihA4"">
<h2 style=""text-decoration: none; color: black;"">
<u> Machen Sie mit und erhalten Sie Ihr kostenloses <span style=""color: red;"">ADAC</span> Auto-Notfallset!</u>
</h2>
<img src=""//zupimages.net/up/24/49/o89e.png"">
<img src=""https://zupimages.net/up/24/49/o89e.png"">
</a>
</center>
</div>
<hr>
<p>
<center>
Wenn Sie keine weiteren E-Mails erhalten möchten, können Sie sich abmelden, indem Sie <a href=""http://195.123.245.67/t/5EpIhY9337GHPZx645zmlD0EuP0TILz0BihA4"" style=""color:#666;text-decoration:none;"">hier klicken.
</a>
</center>
</p>",1,1
