row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,1,One + done styles,CLEAN,85.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which raises minor concerns. However, DMARC policy is set to reject, and no suspicious links, attachments, or urgent language were detected. The content appears to be a promotional message without signs of phishing.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,2,Urgent: Vehicle Tax Payment Failure Notification.,SUSPICIOUS,80.0,7,GOV.UK | DVLA,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | Urgency in body text | Brand impersonation of GOV.UK and DVLA,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. Authentication checks (SPF and DKIM) are missing, raising concerns about the email's origin. The body text mimics GOV.UK and DVLA branding, urging immediate action to update payment details, a common phishing tactic. However, no malicious links or attachments were detected.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,3,Shop up to 50% off dresses,CLEAN,80.0,2,NET-A-PORTER | Chloe | Faithful The Brand | BEARE PARK | Reformation | JW ANDERSON,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks failed, which is suspicious. However, the body content appears legitimate, mentioning brands like NET-A-PORTER and Chloe without any urgent language or grammatical errors. No suspicious links, attachments, or typosquatting were detected. The DMARC policy is set to reject, which adds some legitimacy.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,4,Welcome onboard,CLEAN,80.0,2,Qatar Airways,SPF check failed (not_found) | DKIM check failed (not_found) | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate subscription confirmation from Qatar Airways, as indicated by the body text. However, the absence of SPF and DKIM authentication, along with missing standard headers like 'Date' and 'Message-ID', raises minor concerns. The DMARC policy is correctly configured, which adds credibility. No suspicious links, attachments, or urgent language were found.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,5,Transaction Completed,SUSPICIOUS,85.0,7,PayPal | Walmart | Apple,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Brand impersonation of PayPal and Walmart | Urgency in body text ('call us now') | Suspiciously formatted email address ('jose@monkey.org'),"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, raising concerns about its legitimacy. The body text impersonates PayPal and Walmart, urging immediate action ('call us now') and includes a suspiciously formatted email address ('jose@monkey.org'). While no links or attachments were found, the combination of failed authentication, brand impersonation, and urgency strongly suggests a phishing attempt.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,6,Account Re-activation,SUSPICIOUS,85.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text ('account shall be locked out') | Generic verification link in body,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body contains urgent language ('account shall be locked out') and a generic verification link, which is a common phishing tactic. No attachments were found, reducing immediate risk, but the combination of missing authentication and urgent language strongly suggests phishing.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,7,Double Trouble: The Most Perfect Shoe + Bag Pairings,CLEAN,85.0,2,Bottega Veneta | Chloé | Labucq | JW Anderson | Cesta Collective | Bembien,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a promotional message from a fashion retailer. No suspicious links or attachments were found. The absence of SPF and DKIM records is notable but not definitive evidence of phishing, especially since DMARC policy is set to reject. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. The content aligns with typical marketing emails.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,8,Your new favorites have arrived,CLEAN,80.0,2,NET-A-PORTER | Balenciaga | Chloé | Gucci,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate promotional message from NET-A-PORTER, with no overt signs of phishing. The body content is consistent with a marketing email, mentioning brands like Balenciaga, Chloé, and Gucci. There are no suspicious links, attachments, or urgent language. However, the absence of standard headers like 'Date' and 'Message-ID' and the lack of SPF and DKIM authentication are minor red flags, but not definitive indicators of phishing.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,9,Jeffrey Epstein reportedly tried to blackmail Bill Gates over affair,CLEAN,80.0,2,Microsoft,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which is unusual but not definitively malicious. The DMARC policy is set to reject, which is a positive sign. The body contains no links or actionable phishing content, and no attachments are present. The mention of brands like Microsoft does not appear to be part of an impersonation attempt. Overall, the email does not exhibit clear phishing indicators.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002721_002740/chunk_input.csv,10,Re: [spambayes-dev] spoof detector,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate discussion thread related to SpamBayes, with no signs of phishing intent. The headers lack standard fields like 'Date' and 'Message-ID', but this is not inherently suspicious. Authentication checks (SPF, DKIM) are missing, but DMARC policy is correctly configured. The body contains no urgent language, poor grammar, or mismatched domains. Links are related to Python and SpamBayes, and no attachments are present. No suspicious indicators or brand impersonation were identified.",Analysis completed successfully,,0
