row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,1,phishing_email_agent_003101_003200_chunk_input,"Holen Sie sich Spotify f��r 2 $/Jahr, bevor es weg ist!",1,phishing_pot,legitimate,0.4510232779242294,0.5489767220757706,1,0,6,4393,0,55,0,0.0013654984069185253,6,www.w3.org,663,1,55,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,2,phishing_email_agent_003101_003200_chunk_input,"Introductory price: $349 PowerEdge T105 server. Plus, $499 desktop with 2GB memory.",0,phishpuzzer,legitimate,0.37614648527689976,0.6238535147231002,0,0,8,2509,0,0,0,0.0031872509960159364,8,smallbusiness.dell.com,290,1,83,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,3,phishing_email_agent_003101_003200_chunk_input,Expertise Calls for... The Best. Ready?,1,phishing_pot,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,3801,0,0,0,0.0,0,,272,0,39,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,4,phishing_email_agent_003101_003200_chunk_input,Investment Data Analytics Platform Problem,0,tobiasbuek,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,239,0,0,0,0.0,0,,5,0,42,1,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,5,phishing_email_agent_003101_003200_chunk_input,Your Endurance Auto Protection Offer - $300 off any new plan,1,phishing_pot,legitimate,0.4599379220917715,0.5400620779082286,0,0,15,3742,0,50,1,0.0016029922522041143,6,homet-online.de,678,1,60,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,6,phishing_email_agent_003101_003200_chunk_input,Secure Data Storage and Transmission,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,547,0,0,0,0.0,0,,12,0,36,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,7,phishing_email_agent_003101_003200_chunk_input,"Re: [spambayes-dev] FAQ 5.8 After installing SpamBayes, Outlook crashes and then asks for the plug-in to be disabled.",0,phishpuzzer,legitimate,0.4804851576530922,0.5195148423469078,0,0,10,1165,0,0,0,0.002572898799313894,3,starship.python.net,169,1,117,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,8,phishing_email_agent_003101_003200_chunk_input,"phishing@pot,���� Ihre Chance auf einen gro��en Gewinn!",1,phishing_pot,legitimate,0.4510232779242294,0.5489767220757706,1,0,6,5960,0,143,0,0.0011742996141586982,7,www.w3.org,1061,1,55,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,9,phishing_email_agent_003101_003200_chunk_input,Pipeline Update - January 31,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,196,0,0,0,0.0,0,,10,0,28,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,10,phishing_email_agent_003101_003200_chunk_input,Re: Question about Mercury and Cloud Deployment,0,rtweera,legitimate,0.27951211519966257,0.7204878848003374,0,0,11,961,0,0,0,0.0010395010395010396,1,example.com,48,1,47,0,200,
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,11,phishing_email_agent_003101_003200_chunk_input,Welcome from The Pasta Queen,1,phishpuzzer,legitimate,0.31717849676668636,0.6828215032333136,1,0,10,1019,0,0,0,0.000980392156862745,1,thepastaqueen.emlnk9.com,69,1,28,0,200,
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,12,phishing_email_agent_003101_003200_chunk_input,How to style the runway-approved tank top,1,phishpuzzer,phishing,0.7298253167954575,0.7298253167954575,0,0,16,1846,0,0,2,0.0,0,email.net-a-porter.com,39,1,41,1,200,
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,13,phishing_email_agent_003101_003200_chunk_input,Reduced Social Media Interaction,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,599,0,0,0,0.0,0,,11,0,32,0,200,
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,14,phishing_email_agent_003101_003200_chunk_input,Seize Your XRP Share: Claiming Made Easy,1,phishing_pot,legitimate,0.4510232779242294,0.5489767220757706,1,0,6,11435,0,201,0,0.0015739769150052466,18,www.w3.org,2078,1,40,0,200,
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,15,phishing_email_agent_003101_003200_chunk_input,I Await Your Response,1,phishing_pot,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,127,0,0,0,0.0,0,,5,0,21,0,200,
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,16,phishing_email_agent_003101_003200_chunk_input,API Monitoring - Intermittent Latency Spikes,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,298,0,0,0,0.0,0,,10,0,44,0,200,
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_003101_003200/chunk_input.csv,17,phishing_email_agent_003101_003200_chunk_input,Machen Sie Schluss mit hohen Stromrechnungen ��� Jetzt autark werden!,1,phishing_pot,legitimate,0.4510232779242294,0.5489767220757706,1,0,6,12000,0,56,0,0.0002499791684026331,3,www.w3.org,1803,1,69,0,200,
