row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,1,How much noise is too much for children to learn?,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be legitimate based on the analysis. The content is coherent and relevant to the subject line, with no signs of urgency, poor grammar, or suspicious language. No links or attachments were found, and the email does not impersonate any known brands. While SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a positive indicator. Missing standard headers like 'Date' and 'Message-ID' are noted but do not significantly impact the overall legitimacy of the email.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,2,Welcome to the Star’s Ford’s Friends Alerts,SUSPICIOUS,60.0,3,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | DMARC DNS check timed out | Obfuscated text in body (repeated '͏‌' characters),"The email lacks standard headers ('Date' and 'Message-ID') and fails SPF, DKIM, and DMARC authentication checks, raising concerns about its legitimacy. The body contains obfuscated text (repeated '͏‌' characters), which is unusual and potentially suspicious. However, no malicious links or attachments were found, and there is no clear brand impersonation or urgency in the message.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,3,Voice Mail Message 01-19-2022 - (jose@monkey.org),CLEAN,85.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks are not found, which is unusual but not definitively malicious. The body content appears to be a generic voicemail notification without urgency, poor grammar, or suspicious links. No attachments are present, and there is no evidence of brand impersonation or typosquatting. The DMARC policy is set to reject, which is a positive indicator.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,4,Re: there goes the neighbourhood,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a casual conversation with no phishing indicators. No suspicious links, attachments, or urgent language were found. Authentication checks (SPF, DKIM) were not configured, but DMARC policy is set to reject, which is a positive sign. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,5,Who hit the dam?,CLEAN,85.0,2,,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email lacks phishing indicators such as suspicious links, urgent language, or mismatched domains. The absence of SPF and DKIM checks is notable but not conclusive evidence of phishing, especially since DMARC policy is correctly configured. The email content appears to be a news snippet without malicious intent or impersonation attempts.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,6,Re: Proposals to improve the scribe situation,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be clean with no clear indicators of phishing. The body content is technical and relevant to the subject, lacking urgency or suspicious requests. No phishing links or attachments were found. Authentication checks (SPF, DKIM) are missing but DMARC policy is set to reject, which is a positive sign. Missing standard headers ('Date', 'Message-ID') are noted but not inherently malicious.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,7,The ultimate vacation style cheat sheet,CLEAN,90.0,2,NET-A-PORTER,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate newsletter from NET-A-PORTER, with no suspicious links, attachments, or urgent language. Missing standard headers like 'Date' and 'Message-ID' are notable but not definitive indicators of phishing. Authentication checks (SPF, DKIM) are missing, but DMARC policy is present and set to reject, which is a positive sign. No typosquatting, brand impersonation, or malicious content detected.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,8,Re: [ILUG] Looking for a file / directory in zip file,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate technical discussion related to Linux and file handling. No phishing indicators were found: the content is technical and non-malicious, no suspicious links or attachments were detected, and the email lacks urgency, poor grammar, or brand impersonation. While SPF and DKIM checks were not found, DMARC policy is correctly configured for the domain. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious in this context.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,9,"[Spambayes-checkins] spambayes/scripts core_server.py, NONE, 1.1.2.1",CLEAN,95.0,0,SpamBayes | Python,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate technical update related to SpamBayes. No phishing indicators were found. The headers lack standard fields like 'Date' and 'Message-ID', but this is common in technical or automated emails. Authentication checks (SPF, DKIM) were not found, but DMARC policy is present and set to 'reject', which is a positive sign. The body contains a technical log message and links to localhost and a Python mailing list, both of which are benign. No attachments were present.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002341_002360/chunk_input.csv,10,Important,MALICIOUS,90.0,8,Apple Inc.,Mismatch From/Reply-To domains | Urgency in body text | SPF check failed for domain None | DKIM check failed for domain None | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple suspicious indicators: it impersonates Apple Inc., uses urgent language ('expires in less than 48 hours'), lacks standard headers ('Date', 'Message-ID'), and fails SPF and DKIM authentication checks. The absence of links to verify domain authenticity further raises concerns. The combination of brand impersonation, urgency, and failed authentication strongly suggests a phishing attempt.",Analysis completed successfully,,0
