group_label,feature_a,feature_b,cell_slug,rank,phrase,phrase_len,log_ratio_score,weighted_group_count,weighted_background_count
HW-B-FP,Authority,Authority,authority__authority,1,number sender,2,10.918921745947994,1068.0,0.0
HW-B-FP,Authority,Authority,authority__authority,2,submission notes,2,10.911402984199686,1060.0,0.0
HW-B-FP,Authority,Authority,authority__authority,3,added number,2,10.834970854777815,982.0,0.0
HW-B-FP,Authority,Authority,authority__authority,4,added number sender,3,10.833952016369135,981.0,0.0
HW-B-FP,Authority,Authority,authority__authority,5,submission notes same,3,10.705795641677618,863.0,0.0
HW-B-FP,Authority,Authority,authority__authority,6,notes same,2,10.705795641677618,863.0,0.0
HW-B-FP,Authority,Authority,authority__authority,7,notes same number,3,10.705795641677618,863.0,0.0
HW-B-FP,Authority,Authority,authority__authority,8,same number added,3,10.705795641677618,863.0,0.0
HW-B-FP,Authority,Authority,authority__authority,9,same number,2,10.705795641677618,863.0,0.0
HW-B-FP,Authority,Authority,authority__authority,10,number added number,3,10.702313380262737,860.0,0.0
HW-B-FP,Authority,Authority,authority__authority,11,number sender virus,3,10.557423838778789,744.0,0.0
HW-B-FP,Authority,Authority,authority__authority,12,virus total,2,10.557423838778789,744.0,0.0
HW-B-FP,Authority,Authority,authority__authority,13,sender virus,2,10.557423838778789,744.0,0.0
HW-B-FP,Authority,Authority,authority__authority,14,sender virus total,3,10.557423838778789,744.0,0.0
HW-B-FP,Authority,Authority,authority__authority,15,virus total submission,3,10.55338348365749,741.0,0.0
HW-B-FP,Authority,Liking,authority__liking,1,number sender,2,10.637649624801575,497.68814699999996,0.0
HW-B-FP,Authority,Liking,authority__liking,2,submission notes,2,10.635655641571145,496.696734,0.0
HW-B-FP,Authority,Liking,authority__liking,3,added number,2,10.54322890795536,452.8454799999999,0.0
HW-B-FP,Authority,Liking,authority__liking,4,added number sender,3,10.538819545718187,450.85307199999994,0.0
HW-B-FP,Authority,Liking,authority__liking,5,submission notes same,3,10.354314289572846,374.88966400000004,0.0
HW-B-FP,Authority,Liking,authority__liking,6,notes same,2,10.354314289572846,374.88966400000004,0.0
HW-B-FP,Authority,Liking,authority__liking,7,notes same number,3,10.354314289572846,374.88966400000004,0.0
HW-B-FP,Authority,Liking,authority__liking,8,number added,2,10.354314289572846,374.88966400000004,0.0
HW-B-FP,Authority,Liking,authority__liking,9,same number added,3,10.354314289572846,374.88966400000004,0.0
HW-B-FP,Authority,Liking,authority__liking,10,same number,2,10.354314289572846,374.88966400000004,0.0
HW-B-FP,Authority,Liking,authority__liking,11,number added number,3,10.351643521934973,373.88973,0.0
HW-B-FP,Authority,Liking,authority__liking,12,number sender virus,3,9.976152627441468,256.841158,0.0
HW-B-FP,Authority,Liking,authority__liking,13,virus total,2,9.976152627441468,256.841158,0.0
HW-B-FP,Authority,Liking,authority__liking,14,sender virus,2,9.976152627441468,256.841158,0.0
HW-B-FP,Authority,Liking,authority__liking,15,sender virus total,3,9.976152627441468,256.841158,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,1,number sender,2,11.88711863339358,1242.1192739999997,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,2,submission notes,2,11.880549918447045,1233.98682,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,3,added number,2,11.812885312038993,1153.251185,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,4,added number sender,3,11.8111946670499,1151.303077,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,5,submission notes same,3,11.629468313973199,959.988789,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,6,notes same,2,11.629468313973199,959.988789,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,7,notes same number,3,11.629468313973199,959.988789,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,8,number added,2,11.629468313973199,959.988789,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,9,same number added,3,11.629468313973199,959.988789,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,10,same number,2,11.629468313973199,959.988789,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,11,number added number,3,11.624608086898153,955.334297,0.0
HW-B-FP,Authority,Reciprocity,authority__reciprocity,12,number sender virus,3,11.482629626242968,828.8848729999999,0.0
