stage,hw_precision,hw_recall,hw_accuracy,hw_fpr,hw_fnr,hw_f0_5,hw_f1,hw_f2,hw_mcc,llm_precision,llm_recall,llm_accuracy,llm_fpr,llm_fnr,llm_f0_5,llm_f1,llm_f2,llm_mcc
S1,,,,,,,,,,0.4009433962264151,0.8947368421052632,0.6256830601092896,0.46863468634686345,0.10526315789473684,0.45068928950159065,0.5537459283387622,0.7179054054054054,0.3783832373613118
S2,,,,,,,,,,,,,,,,,,
S4,,,,,,,,,,,,,,,,,,
S5,,,,,,,,,,,,,,,,,,
S6-MPG,,,,,,,,,,0.865182436611008,0.8996784565916399,0.8804347826086957,0.1385886840432295,0.10032154340836012,0.8718683784120653,0.882093316519546,0.8925609289268853,0.7615145432924639
S6-UTA,,,,,,,,,,,,,,,,,,
S6-fuzzer,,,,,,,,,,0.9210754553339116,0.5734341252699784,0.6822935448972233,0.0988056460369164,0.4265658747300216,0.8214727722772277,0.7068219633943428,0.6202546431491648,0.4535570679222547
S8-deepseek,,,,,,,,,,,,,,,,,,
S8-llama,,,,,,,,,,,,,,,,,,
S8-ministral,,,,,,,,,,,,,,,,,,
