group_label,feature_a,feature_b,cell_slug,rank,word,log_ratio_score,weighted_group_count,weighted_background_count
HW-B-TN,Authority,Authority,authority__authority,1,zdnet,9.8348925014349,165.999944,0.0
HW-B-TN,Authority,Authority,authority__authority,2,canon,9.338061838293536,100.999748,0.0
HW-B-TN,Authority,Authority,authority__authority,3,powershot,9.211592320881339,88.99989200000002,0.0
HW-B-TN,Authority,Authority,authority__authority,4,trec,9.07968183485827,78.0,0.0
HW-B-TN,Authority,Authority,authority__authority,5,xfs,8.971482900247157,70.0,0.0
HW-B-TN,Authority,Authority,authority__authority,6,mash,8.971482900247157,70.0,0.0
HW-B-TN,Authority,Authority,authority__authority,7,dev,8.97148112907004,69.99987600000001,0.0
HW-B-TN,Authority,Authority,authority__authority,8,mercury,8.91264116446926,65.99934700000001,0.0
HW-B-TN,Authority,Authority,authority__authority,9,sa-learn,8.800551732327126,59.0,0.0
HW-B-TN,Authority,Authority,authority__authority,10,motley,8.67428081904303,52.0,0.0
HW-B-TN,Authority,Authority,authority__authority,11,qqqqqqqqqq-zdnet,8.67428081904303,52.0,0.0
HW-B-TN,Authority,Authority,authority__authority,12,suse,8.573205113749948,46.999998,0.0
HW-B-TN,Authority,Authority,authority__authority,13,toshiba,8.551703575425426,46.0,0.0
HW-B-TN,Authority,Authority,authority__authority,14,lvm,8.52972949856289,45.0,0.0
HW-B-TN,Authority,Authority,authority__authority,15,iso17799,8.507261692081048,44.0,0.0
HW-B-TN,Authority,Liking,authority__liking,1,unresolved,9.900529717426945,84.96377364893799,0.0
HW-B-TN,Authority,Liking,authority__liking,2,trec,9.814920085377995,77.991888,0.0
HW-B-TN,Authority,Liking,authority__liking,3,mash,9.706741151313341,69.99412000000001,0.0
HW-B-TN,Authority,Liking,authority__liking,4,resume,9.617205098531402,63.998638107282005,0.0
HW-B-TN,Authority,Liking,authority__liking,5,nthank,9.40921831269292,51.978953266969,0.0
HW-B-TN,Authority,Liking,authority__liking,6,restarted,9.349813210131622,48.980487973596,0.0
HW-B-TN,Authority,Liking,authority__liking,7,iso17799,9.242602934902859,43.999956,0.0
HW-B-TN,Authority,Liking,authority__liking,8,malfunction,9.146931620075062,39.98460484819799,0.0
HW-B-TN,Authority,Liking,authority__liking,9,sa-learn,9.146856485913986,39.9816,0.0
HW-B-TN,Authority,Liking,authority__liking,10,lib,8.9848091913045,33.998896,0.0
HW-B-TN,Authority,Liking,authority__liking,11,odbm_file,8.95499759971824,33.0,0.0
HW-B-TN,Authority,Liking,authority__liking,12,nbest,8.954547727674369,32.98515306369301,0.0
HW-B-TN,Authority,Liking,authority__liking,13,chapter,8.92423540783491,32.0,0.0
HW-B-TN,Authority,Liking,authority__liking,14,cnet,8.924107939542473,31.99592,0.0
HW-B-TN,Authority,Liking,authority__liking,15,synchronization,8.923741320666453,31.984188176268997,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,1,mash,9.830362249659608,68.78851,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,2,xfs,9.705127319628598,60.69020999999999,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,3,picks,9.539028779173702,51.400818000000015,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,4,palm,9.520764769202202,50.47037300000001,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,5,mp3,9.517632375637309,50.31249599999999,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,6,dev,9.48456009185264,48.675436,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,7,iso17799,9.383356068482883,43.989396,0.0
