row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,1,llm_guard_000301_000400_chunk_input,Suspension - Follow Instructions Immediately,1,phishyai-phishing,1423,False,1,ban_substrings,True,-1.0,False,1.0,True,-1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,2,llm_guard_000301_000400_chunk_input,Customer Support Ticket,0,tobiasbuek,594,True,0,,True,-1.0,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,3,llm_guard_000301_000400_chunk_input,Re: URGENT: User Permission Errors in Production,0,rtweera,407,True,0,,True,-1.0,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,4,llm_guard_000301_000400_chunk_input,Ugent,1,cmu-archived-phish,336,True,0,,True,-0.7,True,-1.0,True,-1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,5,llm_guard_000301_000400_chunk_input,DHL Express Shipment Confirmation,1,nazario,863,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,6,llm_guard_000301_000400_chunk_input,Concerns with Digital Strategy Tools,0,tobiasbuek,114,True,0,,True,-1.0,True,-1.0,True,-1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,7,llm_guard_000301_000400_chunk_input,Unexpected Denial of Medical Data Access Today,0,tobiasbuek,168,True,0,,True,-1.0,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,8,llm_guard_000301_000400_chunk_input,Re: Suggestion for Cloud Management Dashboard,0,rtweera,551,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,9,llm_guard_000301_000400_chunk_input,Urgent Issue: API Monitoring Data Discrepancies and Mercury Language Errors,0,rtweera,766,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,10,llm_guard_000301_000400_chunk_input,Urgent Issue with API Response Times - Aetheros API Integration,0,rtweera,634,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,11,llm_guard_000301_000400_chunk_input,Update And Verify Your FCU Account,1,phishyai-phishing,2927,True,0,,True,-1.0,True,-1.0,True,-1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,12,llm_guard_000301_000400_chunk_input,Guidance on Securing Medical Data in WordPress for Healthcare,0,tobiasbuek,658,True,0,,True,-1.0,True,-1.0,True,-1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000301_000400/chunk_input.csv,13,llm_guard_000301_000400_chunk_input,Question from eBay Member regarding Item #89355184308,1,phishyai-phishing,2152,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
