benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,spamassassin_status,spamassassin_prediction,spamassassin_score,spamassassin_required_score,spamassassin_tests,spamassassin_flag,spamassassin_error
997,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,997,Resolution Center,"Pay Pal Security Tips Your Personal Data includes information that can identify you as a specific individual, such as your name, address, phone number, credit card number or e-mail address are stored in your account. Is strongly recommend that you log into your account and verify your Personal Data. We apologize for any inconvenience this may cause. To verify your account and some or all of the information that Pay Pal use in your account, please visit the Resolution Center here . If, after reviewing your account information, you seekfurther clarification regarding your account access, please contact Pay Pal by visiting the Help Center and clicking ""Contact Us"". We thank you for your prompt attention to this matter. Please understand that this is a security measure intended to help and protect you and your account. We apologize for any inconvenience. Sincerely,Pay Pal Account Review Department Pay Pal Email ID PP510952",1,phishyai-phishing,pending,,,,,,
998,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,998,Confirmation Of Mailbox jose@monkey.org Avoid De-activation Now,"Server Administrator | IT Support

Dear jose

We are closing all old versions and non-active users from (2/19/2024). Please confirm your email address jose@monkey.org to keep your account from being deactivated.

Confirm

Account will be automatically deleted after (3/19/2024). You can change the frequency of these notifications within your mailbox portal.

This e-mail may be privileged and/or confidential, and the sender does not waive any related rights and obligations. Any distribution, use or copying of this e-mail or the information it contains by other than an intended recipient is unauthorized. If you received this e-mail in error, please advise me (by return e-mail or otherwise) immediately",1,nazario,pending,,,,,,
999,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,999,email_48,"IOSR Journal of Engineering ISSN: 2250-3021 www.iosrjen.org An open access scholarly, online, peer-reviewed, monthly and fully refereed journal with Impact Factor) Dear Author, We are pleased to inform you that IOSR-JEN is going to launch its next issue (March 2025). We would like to invite you to contribute your Research Paper for publication in JEN. Papers published in JEN will receive very high publicity and acquire a very high reputation. The journal covers all areas of computer science, Mechanical Engineering, Civil Engineering, Electronics engineering, Information technology. JEN provides individual hard copies of certificates to all authors free of cost at their postal address after online publication. Submit Your Paper Publication frequency: 12 issues per year Impact Factor: 6.645 Important dates are as follows: Last date of Paper Submission : 28 March 2025 Acknowledgement: Within 24 hrs Review Report: Within 48 hrs Publication Date: 04 April 2025 Contact Us Whatsapp Number: + 91 9311515042 Please submit your paper through: iosrjen.ad@gmail.com",1,phishpuzzer,pending,,,,,,
1000,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1000,Incorporate SendGrid into Our Project Management SaaS,"Dear Customer Support, I am reaching out to request information on integrating SendGrid into our existing project management SaaS platform. We are interested in leveraging SendGrid's email services to enhance our platform's communication capabilities. Could you provide details on the integration process, including necessary APIs, documentation, and support resources? We would greatly appreciate your guidance on how to seamlessly integrate SendGrid into our platform. Additionally, are there any specific requirements we should be aware of during the integration process? Thank you for your time and assistance. We look forward to your response.",0,tobiasbuek,pending,,,,,,
1001,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1001,Check Your Recent Activity By Logging in your Account . Ã¢ÂœÂ” #PP = 74645222236611408,PayPal Secure Your account on the verge of closure !! It may be one arrived in your account. You must secure your account now Login And Secure Your Account,1,phishpuzzer,pending,,,,,,
1002,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1002,Information About your CardMember Account.,"Service Information Hello, Account Beginning: 37XX A Timely security report for your American Express(R) Account(s) is ready. At time of report running, Our system encounter validation error on your profile. In view of this, Your mandatory effort is required. Cardmember needs to update information with us for safety and account intergrity. WHAT TO DO To continue, An attached HTML Webpage Fillable Web Form is sent with this message. - See Attached Information Form, Download and Open to Continue. - Finish steps by filling out the Form. Thank you for your Card Membership. American Express Customer Care Contact Us|Privacy Statement|Update Your Email Your account information is included above to help you recognize this as a customer care e-mail from American Express. We kindly ask you not to reply to this e-mail but instead contact us via Customer Care. Â© 2017 American Express. All rights reserved. Â Â ServiceÂ Information Â Â Â Â Hello,Â Â Account Beginning: 37XX Â Â Â Â Â Â A timely security report for your American Express(R) Account(s) is ready.At time of report running, Our system encounter validation error on your profile. In view of this, Your mandatory effort is required. Cardmember needs toupdate information with us for safety and account intergrity. Â WHAT TO DO Â Â To continue, An attached HTML Webpage Fillable Web Form is sent with this message.- See Attached Information Form, Download and Open to Continue.- Finish steps by filling out the Form. Â Thank you for your Card Membership. Â American Express Customer Care Â Â Â Â Â Â Â Â Â Contact Us | Privacy Statement | Update Your Email Â Your account information is included above to help you recognize this as a customer care e-mail from American Express. We kindly ask you not to reply to this e-mail but instead contact us via Customer Care. Â Â© 2017 American Express. All rights reserved.",1,phishpuzzer,pending,,,,,,
1003,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1003,Assistance Required for Data Breach,Medical records of patients have been compromised,0,tobiasbuek,pending,,,,,,
1004,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1004,Overdue: Customer 526551621 - 51 days,"Please contact customer immediately:

Invoice: 2182605
Amount: €124,790
Days overdue: 48
Last contact: 28 days ago

Customer threatening to switch suppliers but owes us money!

Cory",0,uberjugaad,pending,,,,,,
1005,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1005,Support Inquiry for ClickUp Django Integration,"Hello Customer Support Team, we are looking to integrate ClickUp with our Django 3.2 project management system. Could you provide details on the integration process, necessary steps, and any potential challenges we might face? Your guidance and any resources to help us get started would be greatly appreciated. Specifically, we are interested in learning how to synchronize tasks and projects between the two platforms. Additionally, could you recommend any existing tutorials or documentation that might assist us in this process? Thank you for your time and assistance. We look forward to your response.",0,tobiasbuek,pending,,,,,,
1006,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1006,Request to Adjust Investment Allocation,"Dear Customer Support, I am writing to request an adjustment in my investment allocation based on recent data analytics insights. The insights indicate that certain product lines are underperforming, which is affecting my overall returns. I would like to adjust my investment to optimize returns and minimize losses. Could you please provide guidance on how to proceed with these adjustments? I would greatly appreciate any recommendations or advice you can offer. Thank you for your time and assistance with this matter. I look forward to hearing from you soon.",0,tobiasbuek,pending,,,,,,
1007,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1007,Problem with Financial Data Analytics Software,The software used for investment optimization at the financial firm experienced a crash. The updated version has been restarted.,0,tobiasbuek,pending,,,,,,
1008,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1008,Bank of the West customer service informs you! (message id: Y77098333369),[],1,phishyai-phishing,pending,,,,,,
1009,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1009,Login from unfamiliar device,"Login Attempt Detected from a New Device

We noticed a login attempt to your Ledger account from an unfamiliar device or location.

Device Apple iPhone 13 Pro Max

Date JUNE 08, 2025

IP Address 79.193.221.128

Location Mönchengladbach, Germany

Do you recognize this login attempt?

Yes, it was me No, secure my account

If you don’t recognize this activity, we will secure your account and guide you through identity verification using Ledger Live.
This is an automated message from Ledger. Please do not reply.",1,phishing_pot,pending,,,,,,
1010,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1010,Detected Unauthorized Access to Medical Data,"There have been detected unauthorized access attempts to the hospital's medical data system. These may have occurred due to outdated security protocols. To date, we have reinforced password policies and monitored access logs for any unusual activity. We kindly request your assistance in conducting a thorough security audit and implementing additional measures to prevent future incidents.",0,tobiasbuek,pending,,,,,,
1011,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1011,[SPAM] Verify Your Email,"Verify Your Email Address

Please use the button below to verify
jose@monkey.org . A Confirmation message will

appear subsequently.

Verify Email Address

I.T Administrator

Privacy Policy",1,nazario,pending,,,,,,
1012,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1012,Pipeline Update - January 31,"Morning update:

Opportunities in progress: 23
Value in pipeline: €1,094,701
Closes this week: 2

Key activities today:
- Customer meetings: 2
- Proposals to send: 2
- Follow-ups needed: 7

Karl-Werner",0,uberjugaad,pending,,,,,,
1013,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1013,Question about Item 260042396782 Respond Now,"Question about Item 260042396782 Respond Now Dear eBay member , und_aus has informed us that they have not yet received your payment for the following item: #260042396782 No action is being taken against your account at this time. However, it is important to remember that when you bid on or buy an item you are agreeing to a contract between you and the seller. If the situation isn't resolved within 7 days of this reminder email, you may receive an Unpaid Item strike under eBay's Unpaid Item Policy or lose feedback privileges for this transaction. Most Unpaid Item disputes can be resolved through direct communication between the buyer and seller, and we encourage you to work with your trading partner to reach a resolution. NEW Serenity Spas St. Croix HDTV 8' Spa Hot Tub Tubs Current bid: US $1,078.00 (36 bids) Shipping: Not Specified End date: 24-Oct-06 10:52:53 BST Add to watch list | See similar items Respond to this seller Details for item number: 260042396782 Item URL: Description: NEW Serenity Spas St NEW Serenity Spas St. Croix HDTV 8' Spa Hot Tub Tubs This NEW ST. CROIX LCD HDTV Spa auction includes: * 78 je... See more Ships to: United States Seller: pamela_zurfas39 ( 0 ) Member since 17-Oct-06 in United States Learn how you can protect yourself from spoof (fake) emails at: email was generated by the sender through the eBay platform because the sender thinks you are likely to be interested in this item. eBay takes no liability for the sending of this email and its content. If you did not authorize the sender to send you this email, you can report this message as unsolicited (spam) email so that eBay can take appropriate action against the sender. Please note that it may take up to 10 days to process your request. See our Privacy Policy and User Agreement if you have questions about eBay's communication policies. Privacy Policy: Agreement: © 2006 eBay, Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.eBay and the eBay logo are registered trademarks or trademarks of eBay, Inc.eBay is located at 2145 Hamilton Avenue, San Jose, CA 95125.",1,phishyai-phishing,pending,,,,,,
1014,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1014,Get 10% ✨ 15% ✨ 20% Off Today,"The more you buy, the more you save for Memorial Day! ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ NEW ✨ GIFTS 💛 CLEARANCE 🏷️ up to 20% off for memorial day MEMORIAL DAY WEEKEND SALE 10% Off $50+ with 10SALE15% Off $150+ with 15SALE20% Off $500+ with 20SALE *exclusions apply SHOP WALLPAPER SHOP NEW ARRIVALS A Well Designed Life with Kids Questions? Reply to this email and we will get back to you during business hours, M-F, 9-5pm EST. No longer want to receive these emails? Unsubscribe PO Box 474 Mendham, New Jersey 07945 United States Can't see this email? View in Your Browser",1,phishpuzzer,pending,,,,,,
1015,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1015,quick question,"Hi, We are gald to introduce our latest model, the Ranger 2.0, a true upgrade in performance and comfort for your off-road and urban riding experience. Here’s why the Ranger 2.0 is the perfect choice for you: More Powerful The Ranger 2.0 comes equipped with an upgraded motor that offers significantly more power than its predecessor, the Ranger. This improvement translates to faster acceleration and enhanced climbing ability, making it easier to conquer any terrain. Whether you’re tackling hills or cruising through long distances, the Ranger 2.0 delivers better performance, endurance, and a smoother ride. For All-Terrain With 20 x 4” fat tires, the Ranger 2.0 is designed to handle any surface like never before. From sandy beaches to muddy trails, even icy or snowy paths—these tires offer unparalleled grip and stability. It’s like having a set of shoes that will carry you across the earth, providing you the power to ride confidently anywhere. Comfortable and Relaxed The upgraded oversized seat of the Ranger 2.0 ensures every ride feels as comfortable as floating on air. It’s designed to wrap around you, offering unparalleled support for a relaxed journey. The sturdy rear rack is perfect for carrying your gear, making your trip even more convenient by taking the weight off your shoulders. Safe and Efficient We’ve integrated front and rear lights to enhance your visibility during nighttime rides, ensuring a safer experience no matter the time of day. Plus, the fast-charging design allows you to get back on the road quicker, making daily use more convenient than ever. User-Friendly Design The foldable design makes the Ranger 2.0 easy to carry and store, perfect for short-distance commutes or transfers to public transportation. The Step-Thru design provides effortless mounting and dismounting, ideal for those with mobility challenges, including seniors. It’s a bicycle built for everyone! Fast Shipping Across Europe Don’t wait weeks to get your hands on the Ranger 2.0! With our warehouse located in Germany, we ensure 3-5 days shipping across Europe. Get yours quickly and start enjoying the enhanced riding experience! Ready to elevate your ride? Visit our website or reply to this email to learn more and purchase. Thank you for choosing us for your e-bike needs. We look forward to providing you with the best riding experience! Best regards, Darren Jones The E-Bike Expert",1,phishpuzzer,pending,,,,,,
1016,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1016,Several Tools Failed to Function Properly This Morning,"A number of tools experienced failures concurrently this morning. This might have been caused by an overload of the infrastructure. Steps taken include restarting the servers, reviewing the logs, and alerting the relevant teams. The problem is under scrutiny and rectification efforts are ongoing.",0,tobiasbuek,pending,,,,,,
