row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,1,[Same thread ish] [ILUG] adsl router modem combo,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate technical discussion about ADSL modem routers. No phishing indicators were found: no suspicious links, no mismatched domains, no urgent language, no brand impersonation, and no attachments. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not found, but DMARC policy is set to reject, which aligns with the domain's security posture.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,2,jose@monkey.org Final Deactivation Warning,MALICIOUS,95.0,8,,Obfuscated/nonsensical body text | Missing 'Date' header | Missing 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | Urgent language in subject line ('Final Deactivation Warning'),"The email exhibits multiple highly suspicious elements: the body contains obfuscated, nonsensical text, which is a common tactic in phishing emails to evade detection. Additionally, the headers lack standard fields like 'Date' and 'Message-ID', and authentication checks (SPF, DKIM) are missing, indicating potential spoofing. The subject line uses urgent language ('Final Deactivation Warning'), a common phishing tactic. No attachments are present, but the overall structure and content strongly suggest a phishing attempt.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,3,Security Alert,MALICIOUS,95.0,8,American Express,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Brand impersonation of American Express | Urgency in body text ('You Have One Unread Message'),"The email lacks standard headers ('Date', 'Message-ID'), which is unusual for legitimate communications. The body text impersonates American Express, urging the recipient to view an unread message, a common phishing tactic. The absence of SPF and DKIM authentication increases suspicion, despite DMARC being present. The email's content and missing authentication checks strongly suggest a phishing attempt.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,4,Password will expire in 3 days,SUSPICIOUS,80.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Link to form builder (powr.io) in password expiration context | Urgency in subject line | Missing Reply-To address,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM authentication checks failed, indicating potential email spoofing. The body contains a link to a form builder (powr.io), which is suspicious given the context of a password expiration notice. The absence of a Reply-To address and the urgency implied by the subject further raise concerns. However, no attachments were found, and the DMARC policy is set to reject, which could indicate a legitimate domain.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,5,"[Spambayes-checkins] spambayes CHANGELOG.txt,1.59,1.60",CLEAN,95.0,0,Spambayes,SPF: not_found | DKIM: not_found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be a legitimate update notification related to Spambayes. No suspicious links, attachments, or urgent language were found. The absence of SPF and DKIM records is notable but not inherently malicious. Missing 'Date' and 'Message-ID' headers are unusual but do not indicate phishing in this context.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,6,What to wear to a warm-weather event,CLEAN,80.0,2,NET-A-PORTER | Stella McCartney | Manolo Blahnik | Zimmermann | Christopher Esber | Costarellos,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate promotional message from NET-A-PORTER, showcasing designer clothing and accessories. No suspicious links, attachments, or urgent language were found. While SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a positive sign. Missing standard headers like 'Date' and 'Message-ID' are noted but do not significantly impact the legitimacy of the email.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,7,8 Unhealthiest Frozen Foods at Trader Joe's,CLEAN,85.0,2,Trader Joe's,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is unusual but not definitively malicious. The body content appears to be a legitimate health-related article about Trader Joe's frozen foods, with no suspicious links, urgency, or grammatical errors. No attachments were present, and no brand impersonation or typosquatting was detected. The absence of phishing indicators suggests the email is likely clean.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,8,jose@monkey.org Confirm You request for Account Elimination..,MALICIOUS,90.0,8,Mailbox service (unspecified),Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Urgency in body text ('48hrs') | Suspicious link embedded in body text,"The email exhibits multiple phishing indicators: missing standard headers ('Date', 'Message-ID'), failed SPF and DKIM authentication, urgent language pressuring the recipient to act within 48 hours, and a suspicious link embedded in the body text. The absence of attachments does not mitigate the risk. The email appears to impersonate a mailbox service, leveraging urgency and fear of losing access to manipulate the recipient.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,9,"Your ""E-Mail"" Account is Almost Full:- 53 Incoming Mails Pending.",MALICIOUS,90.0,8,Mail System Administrator,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | Urgency in body text | Impersonation of mail system administrator,"The email exhibits multiple suspicious indicators: it lacks standard headers ('Date' and 'Message-ID'), fails SPF and DKIM authentication, and contains urgent language urging the recipient to click a link to upgrade mailbox storage. The email impersonates a mail system administrator, a common phishing tactic. The absence of authentication checks and the urgent, unsolicited nature of the message strongly suggest a phishing attempt.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002681_002700/chunk_input.csv,10,"Off the Shelf - February 8, 2008",CLEAN,95.0,1,Verio | Linux Journal | O'Reilly,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be legitimate based on the analysis. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted, but DMARC policy is correctly configured. The email content is consistent with a newsletter format, and all links point to reputable domains related to Linux and technology.",Analysis completed successfully,,0
