row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,1,phishing_email_agent_001201_001300_chunk_input,Account restriction notification,1,phishpuzzer,legitimate,0.4826265792073814,0.5173734207926186,0,0,0,6606,0,0,0,0.0,0,,135,0,32,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,2,phishing_email_agent_001201_001300_chunk_input,Request for Update in Project Management Interface,0,tobiasbuek,legitimate,0.2406517737484475,0.7593482262515525,0,0,0,463,0,0,0,0.0,0,,7,0,50,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,3,phishing_email_agent_001201_001300_chunk_input,[Infected Attachment Removed] Unexpected sign-in attempt,1,phishpuzzer,phishing,0.5149676270005037,0.5149676270005037,0,0,13,279,0,0,1,0.0,0,yahoo-inc.com,24,1,56,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,4,phishing_email_agent_001201_001300_chunk_input,[URGENT] Verify Your Trust Wallet.,1,phishing_pot,phishing,0.5145146706562517,0.5145146706562517,1,0,9,1434,0,0,0,0.0006968641114982578,1,t.rdsv1.net,22,1,34,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,5,phishing_email_agent_001201_001300_chunk_input,Pipeline Update - February 14,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,193,0,0,0,0.0,0,,9,0,29,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,6,phishing_email_agent_001201_001300_chunk_input,Asana SaaS Support Team Inquiry,0,tobiasbuek,legitimate,0.2431029476839755,0.7568970523160246,0,0,0,138,0,0,0,0.0,0,,2,0,31,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,7,phishing_email_agent_001201_001300_chunk_input,Yοur account ΚYC status is unverified.,1,phishing_pot,phishing,0.6405785077355947,0.6405785077355947,1,0,6,12000,0,120,0,0.0007499375052078994,9,www.w3.org,1763,1,38,1,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,8,phishing_email_agent_001201_001300_chunk_input,Try_KETO_Today!,1,phishing_pot,legitimate,0.31472486721684273,0.6852751327831572,0,0,4,240,0,2,0,0.008298755186721992,2,t.ly,20,1,15,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,9,phishing_email_agent_001201_001300_chunk_input,You have earned +0.303472 BTC using our cloud mining service!,1,phishing_pot,legitimate,0.3422770534604868,0.6577229465395131,0,0,26,67,0,0,2,0.014705882352941176,1,binancepartners-btc-go.com,10,1,61,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001201_001300/chunk_input.csv,10,phishing_email_agent_001201_001300_chunk_input,Security Update,1,phishpuzzer,legitimate,0.40903591292803115,0.5909640870719688,0,0,0,856,0,0,0,0.0,0,,10,0,15,0,200,
