row_principle,col_principle,feature_type,mean_group_a,mean_group_b,delta_group_a_minus_group_b,welch_t,welch_p,permutation_p,fdr_p,hedges_g,bootstrap_ci_low,bootstrap_ci_high,significant_fdr_0_05
Authority,Authority,diagonal,0.7838451059245963,0.9448556585903095,-0.16101055266571318,-32.57999515646722,9.32586066123462e-207,0.004975124378109453,0.007462686567164179,-0.7544939355349188,-0.1715927293331164,-0.1505597842887667,True
Authority,Liking,cooccurrence,0.45377288675217164,0.9037646392628089,-0.4499917525106373,-53.30475075752601,0.0,0.004975124378109453,0.007462686567164179,-1.2453111200140026,-0.46826532085053424,-0.4347897409558653,True
Authority,Reciprocity,cooccurrence,0.31045192791030396,0.5743151795617044,-0.26386325165140045,-23.60368717184039,1.5824074108559511e-105,0.004975124378109453,0.007462686567164179,-0.8368061983623167,-0.2864196513767049,-0.2444806607170537,True
Authority,Social Proof,cooccurrence,0.29916122405752466,0.40808905973993864,-0.10892783568241399,-11.74264435973112,7.138215392607014e-31,0.004975124378109453,0.007462686567164179,-0.3560009426226682,-0.12850262342335816,-0.09076453766440536,True
Authority,Scarcity,cooccurrence,0.08712233751690518,0.06947231696860237,0.01765002054830281,5.7637376617880385,8.905591569035788e-09,0.004975124378109453,0.007462686567164179,0.1392953263945707,0.011574978710190323,0.023605602145244795,True
Authority,Commitment,cooccurrence,0.027303027031273033,0.02755640365159914,-0.00025337662032610606,-0.21730652388230812,0.8279829193364272,0.8407960199004975,0.8407960199004975,-0.00547840753793879,-0.002434577559495033,0.0019286815221943444,False
Liking,Liking,diagonal,0.5018653177737848,0.9550979779735693,-0.4532326601997845,-59.150140787056934,0.0,0.004975124378109453,0.007462686567164179,-1.3414260787372714,-0.4684724609534389,-0.4396859623979278,True
Liking,Reciprocity,cooccurrence,0.25567993012301593,0.5741684889655972,-0.3184885588425813,-28.608881993664063,2.53080147340637e-145,0.004975124378109453,0.007462686567164179,-1.0055311105740306,-0.34064088005360055,-0.2976542956695604,True
Liking,Social Proof,cooccurrence,0.25009156280536,0.40602707344889183,-0.15593551064353184,-16.922567426839137,2.31226829514347e-60,0.004975124378109453,0.007462686567164179,-0.5076241199192514,-0.17551175795991206,-0.13720209156702176,True
Liking,Scarcity,cooccurrence,0.07836736010507388,0.06903550737566197,0.009331852729411907,3.0385147337864202,0.002394027591147579,0.07462686567164178,0.09218612818261632,0.07304754854494425,0.003227907920985223,0.015655926915956696,False
Liking,Commitment,cooccurrence,0.024604810197844218,0.027495969039659715,-0.002891158841815497,-2.4685844138288116,0.013614506051735092,0.1044776119402985,0.12189054726368159,-0.06189214116858355,-0.005116737459457597,-0.0006105864666961532,False
Reciprocity,Reciprocity,diagonal,0.33324752932375645,0.5925401409691631,-0.2592926116454066,-24.281312453249075,1.1677496708584665e-110,0.004975124378109453,0.007462686567164179,-0.8616988320777833,-0.280050040278449,-0.23896305163394105,True
Reciprocity,Social Proof,cooccurrence,0.1945006930169754,0.30170937852315893,-0.10720868550618354,-11.156905582571204,6.147865672166764e-28,0.004975124378109453,0.007462686567164179,-0.3764826627861822,-0.12495854579869149,-0.08839138908029372,True
Reciprocity,Scarcity,cooccurrence,0.06514809373237716,0.05475251937272578,0.010395574359651383,3.470287154071656,0.0005261948861017699,0.03980099502487562,0.05223880597014926,0.0855401020745014,0.004546386228648394,0.016469780878795633,False
Reciprocity,Commitment,cooccurrence,0.020487488676504715,0.021815531061151985,-0.0013280423846472704,-1.1523162633298278,0.24927774013008447,0.39303482587064675,0.434406912804399,-0.029448136033470525,-0.0034660215083416853,0.0008992074071412846,False
Social Proof,Social Proof,diagonal,0.3171249476361462,0.41954833039647604,-0.10242338276032986,-11.522536386292673,7.942548962951167e-30,0.004975124378109453,0.007462686567164179,-0.3483773989524315,-0.12105458554719624,-0.08498713955902944,True
Social Proof,Scarcity,cooccurrence,0.06684278030739739,0.040627772490395404,0.026215007817001985,9.22906758804611,4.292202983844508e-20,0.004975124378109453,0.007462686567164179,0.21251116025351738,0.020490351634124247,0.031238704638265266,True
Social Proof,Commitment,cooccurrence,0.02074639439102221,0.01606664220506936,0.004679752185952849,4.388684278194742,1.1709799150285991e-05,0.014925373134328358,0.020895522388059702,0.10380594289163861,0.0025713177386182612,0.006650085966921663,True
Scarcity,Scarcity,diagonal,0.0907273195691205,0.07067443061674014,0.02005288895238036,6.647828797860424,3.413178092108942e-11,0.004975124378109453,0.007462686567164179,0.1604371185783503,0.014035289672210238,0.02579341574588376,True
Scarcity,Commitment,cooccurrence,0.00907590398259753,0.0032148549920374444,0.005861048990560086,9.817761350302469,1.7408807909777369e-22,0.004975124378109453,0.007462686567164179,0.19845365866089576,0.004757107293795442,0.006963166713090259,True
Commitment,Commitment,diagonal,0.0291411268701376,0.028055951541850196,0.001085175328287405,0.9443245770786589,0.3450726951830768,0.472636815920398,0.49626865671641796,0.023766331042675847,-0.0010848762278976916,0.003257408681689745,False
