row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,1,llm_guard_005601_005700_chunk_input,Request for Information on Upgrading Data Analytics Software,0,tobiasbuek,585,True,0,,True,-1.0,True,-1.0,True,-1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,2,llm_guard_005601_005700_chunk_input,Re:Re: Parcel from DHL EXPRESS,1,phishpuzzer,857,True,0,,True,-1.0,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,3,llm_guard_005601_005700_chunk_input,Administration der Postbank,1,phishyai-phishing,1248,True,0,,True,-1.0,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,4,llm_guard_005601_005700_chunk_input,Erreiche ein strahlendes Lächeln diesen Herbtsmit mit Oral B iO Series 9! phishing@pot,1,phishing_pot,4708,False,1,sensitive,True,-0.5,True,-1.0,False,1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,5,llm_guard_005601_005700_chunk_input,You have won an Stanley Tumbler,1,phishing_pot,8612,True,0,,True,-0.5,True,-1.0,True,-1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,6,llm_guard_005601_005700_chunk_input,RE: IMPORTANT: Daily Bulletin !!,1,phishpuzzer,889,True,0,,True,-1.0,True,-1.0,True,-1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,7,llm_guard_005601_005700_chunk_input,"American Express: New Message, Please read R2uIyO",1,phishpuzzer,936,True,0,,True,-0.7,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,8,llm_guard_005601_005700_chunk_input,Jose Get Your WeTransfer Files Labelled Payment/Invoice,1,phishpuzzer,1825,False,1,sensitive,True,-1.0,True,-1.0,False,0.4
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,9,llm_guard_005601_005700_chunk_input,New Season New Sale! 16x20 Canvas Prints $14.99 &amp; 11x14 Canvas Prints $9.99,1,phishing_pot,3838,False,1,malicious_urls,False,0.6,True,-1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,10,llm_guard_005601_005700_chunk_input,keep up with all that’s NEW,1,phishpuzzer,1287,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,11,llm_guard_005601_005700_chunk_input,"PO Approval Required: €19,051",0,uberjugaad,190,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,12,llm_guard_005601_005700_chunk_input,How This New Pill is Transforming the Lives of Millions of Seniors Suffering from Tinnitus,1,phishing_pot,693,False,1,malicious_urls,False,0.3,True,-1.0,True,-1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,13,llm_guard_005601_005700_chunk_input,"Item shared with you: ""2025_Employee_Record_Update.pdf""",1,cmu-archived-phish,406,True,0,,True,-0.7,True,-1.0,True,-1.0
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,14,llm_guard_005601_005700_chunk_input,Issue with Financial Analytics Software Processing Investment Data,0,tobiasbuek,379,True,0,,True,-1.0,True,-1.0,True,-1.0
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,15,llm_guard_005601_005700_chunk_input,Customer Support Ticket,0,tobiasbuek,251,True,0,,True,-1.0,True,-1.0,True,-1.0
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,16,llm_guard_005601_005700_chunk_input,We're having some trouble with your current billing information,1,phishpuzzer,852,True,0,,True,-1.0,True,-1.0,True,-1.0
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,17,llm_guard_005601_005700_chunk_input,Improve encryption of medical records data,0,tobiasbuek,230,True,0,,True,-1.0,True,-1.0,True,-1.0
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,18,llm_guard_005601_005700_chunk_input,Eine Gutabenkarte im wert von 1000��� gewinnen,1,phishing_pot,7741,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,0.3
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,19,llm_guard_005601_005700_chunk_input,wir vergeben deinen NETTO Gutschein an einen anderen Teilnehmer,1,phishing_pot,6549,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,1.0
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,20,llm_guard_005601_005700_chunk_input,Microsoft account unusual signin activity,1,phishing_pot,12043,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,21,llm_guard_005601_005700_chunk_input,Reminder: update your card information on PayPal,1,phishpuzzer,761,True,0,,True,-1.0,True,-1.0,True,-1.0
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,22,llm_guard_005601_005700_chunk_input,"CONGRATS! phishing@pot, Your Hilton Reward Has Arrived... Open Immediately!",1,phishing_pot,1709,False,1,sensitive,True,-0.6,True,-1.0,False,0.7
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,23,llm_guard_005601_005700_chunk_input,Tonight's Star Headlines,1,phishpuzzer,2920,False,1,sensitive,True,-1.0,True,-1.0,False,0.8
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,24,llm_guard_005601_005700_chunk_input,Please DocuSign: Contract_Update.pdf,1,phishpuzzer,2044,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,25,llm_guard_005601_005700_chunk_input,Re: Question about Aetheros IAM and API Roles,0,rtweera,613,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,26,llm_guard_005601_005700_chunk_input,Concern with Medical Data Access,0,tobiasbuek,150,True,0,,True,-1.0,True,-1.0,True,-1.0
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,27,llm_guard_005601_005700_chunk_input,Microsoft account unusual signin activity,1,phishing_pot,12043,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,28,llm_guard_005601_005700_chunk_input,86RE: Donation For You,1,phishing_pot,1086,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,29,llm_guard_005601_005700_chunk_input,-'Wij..hebben geprobeerd u.te bereiken.Reageer alstublieft!     VKHNKNOFFA,1,phishing_pot,113,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,30,llm_guard_005601_005700_chunk_input,Limited-Edition Coca-Cola NFTs Available Now Claim your Free NFTs!,1,phishing_pot,1165,True,0,,True,-0.7,True,-1.0,True,-1.0
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,31,llm_guard_005601_005700_chunk_input,Re: Urgent: IAM Role Issue Blocking Production Deployment,0,rtweera,634,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,32,llm_guard_005601_005700_chunk_input,Query Regarding Unpaid Invoices for Software Licenses,0,tobiasbuek,646,True,0,,True,-1.0,True,-1.0,True,-1.0
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,33,llm_guard_005601_005700_chunk_input,"Olá, você removeu seu método de autenticação de duas etapas?",1,phishing_pot,3765,False,1,sensitive,True,-0.6,True,-1.0,False,1.0
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,34,llm_guard_005601_005700_chunk_input,<no subject>,1,phishpuzzer,747,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,35,llm_guard_005601_005700_chunk_input,Reported Incident on Medical Data Encryption,0,tobiasbuek,616,True,0,,True,-1.0,True,-1.0,True,-1.0
36,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,36,llm_guard_005601_005700_chunk_input,Ihre wohlverdiente Belohnung,1,phishing_pot,1845,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
37,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005601_005700/chunk_input.csv,37,llm_guard_005601_005700_chunk_input,Projector Connection Issues During Presentation,0,tobiasbuek,241,True,0,,True,-1.0,True,-1.0,True,-1.0
