row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,1,Problem with Campaign Metrics Tracking,,,,,,,Analysis completed with errors,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,2,Assistance Required with Google Cloud Integration,,,,,,,Analysis completed with errors,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,3,Enhance User Interface,,,,,,,Analysis completed with errors,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,4,Re: IAM Role Permissions Issue,,,,,,,Analysis completed with errors,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,5,the secret sale is out!,,,,,,,Analysis completed with errors,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,6,Sale ends soon,,,,,,,Analysis completed with errors,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,7,"Hi ,",,,,,,,Analysis completed with errors,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,8,Milwaukee Cordless Power Tool Set Department,,,,,,,Analysis completed with errors,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,9,Please Pay Your eBay Fees,,,,,,,Analysis completed with errors,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,10,Issue with QuickBooks Online Integration Results in Discrepancies,,,,,,,Analysis completed with errors,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,11,楽天カードお支払い金額のご案内,,,,,,,Analysis completed with errors,,0
12,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,12,Protection of Patient Health Information,,,,,,,Analysis completed with errors,,0
13,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,13,Personal Security,,,,,,,Analysis completed with errors,,0
14,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,14,Inquiry About Scalability Features of Project Management Platform,,,,,,,Analysis completed with errors,,0
15,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,15,Investigation Needed for Slow Performance of Investment Analytics Tool,,,,,,,Analysis completed with errors,,0
16,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,16,You have submitted a password change request,,,,,,,Analysis completed with errors,,0
17,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,17,"PO Approval Required: €17,986",,,,,,,Analysis completed with errors,,0
18,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,18,[SPAM] Participate to our Survey and get 100$ to your account,,,,,,,Analysis completed with errors,,0
19,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,19,Re: Mercury Language Documentation Question,,,,,,,Analysis completed with errors,,0
20,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,20,Commonwealth bank: NetBank System,,,,,,,Analysis completed with errors,,0
21,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,21,Upgrade Request for Data Analytics Tools,,,,,,,Analysis completed with errors,,0
22,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,22,CNET: A note to our subscribers,,,,,,,Analysis completed with errors,,0
23,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_001001_001100/chunk_input.csv,23,"phishing@pot, Congrats! You���ve received an Home Depot reward!",,,,,,,Analysis completed with errors,,0
