row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,1,Your Password Will Expire Soon,SUSPICIOUS,80.0,7,Harris County Department of Education,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text ('Your Password Will Expire Soon') | Call to action ('Click here to complete update'),"The email lacks standard headers ('Date', 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM checks failed, indicating potential email spoofing. The body contains urgent language ('Your Password Will Expire Soon') and a call to action ('Click here to complete update'), which are common phishing tactics. The confidentiality notice mentions 'Harris County Department of Education', but no other brand indicators are present. The absence of attachments reduces risk but does not eliminate suspicion.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,2,[WARNING: VIRUS REMOVED]Account Verification,MALICIOUS,95.0,8,PayPal,"Missing SPF and DKIM authentication | Missing standard 'Date' and 'Message-ID' headers | Urgency in body text ('Un-Authorized Access', 'limited temporarily') | Request for personal details via form | Brand impersonation (PayPal)","The email exhibits multiple phishing indicators: it impersonates PayPal, uses urgent language ('Un-Authorized Access', 'limited temporarily'), and requests personal details via a form. Authentication checks (SPF, DKIM) are missing, and standard headers ('Date', 'Message-ID') are absent. While no links or attachments are present, the combination of brand impersonation, urgency, and missing authentication strongly suggests a phishing attempt.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,3,Finding Joy in Hobbies,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be clean with no clear signs of phishing. The subject and body content are generic and do not contain urgent language, poor grammar, or suspicious requests. No links or attachments were found, and while SPF and DKIM checks were not found, DMARC policy is set to reject, which is a positive indicator. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,4,We're having some trouble with your current billing information,SUSPICIOUS,75.0,6,Netflix,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Brand impersonation of Netflix | Urgency in body text,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body text impersonates Netflix, urging the recipient to update payment details, a common phishing tactic. However, no links or attachments were found, reducing the immediate risk.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,5,RE: cheap freight forwarder from China to worldwide,CLEAN,80.0,2,DHL | FedEx | UPS,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate business inquiry from a freight forwarder in China. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is notable but not inherently malicious, especially given the DMARC policy is set to reject. The email mentions well-known brands (DHL, FedEx, UPS) but does not attempt to impersonate them or include links to their domains. Missing standard headers like 'Date' and 'Message-ID' are unusual but not definitive indicators of phishing.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,6,WARNING : jose@monkey.org Quota Has Exceed Limit! (Storage full),SUSPICIOUS,75.0,6,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | Urgency in subject line ('Quota Has Exceed Limit!') | Generic call to action without specific domain or brand,"The email exhibits several suspicious elements, including missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and a subject line creating urgency ('Quota Has Exceed Limit!'). The body text contains a generic call to action ('Click below to upgrade your quota') without specifying a legitimate domain or brand, which is common in phishing attempts. However, no malicious links or attachments were detected.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,7,[UAI] Call for Papers: Special Issue M4M,CLEAN,95.0,1,Journal of Applied Logic | Methods for Modalities (M4M),Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF not found | DKIM not found,"The email appears to be legitimate based on the provided data. The content is related to a call for papers for a special issue of a journal, which is consistent with academic communication. The links provided point to reputable domains (e.g., sciencedirect.com, loria.fr) and are relevant to the context of the email. While there are missing standard headers ('Date' and 'Message-ID'), this alone does not indicate phishing. Authentication checks (SPF, DKIM) are not found, but the DMARC policy is set to reject, which is a positive sign. No attachments are present, and no suspicious indicators such as urgency, poor grammar, or mismatched domains are observed.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,8,FedEx Security Message,MALICIOUS,90.0,8,FedEx,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Poor grammar in body text,"The email exhibits multiple suspicious indicators, including missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and a DMARC policy that does not align with the sender's domain. The body text contains urgent language and poor grammar, urging the recipient to update their account to avoid suspension, which is a common phishing tactic. Although no links or attachments were found, the combination of failed authentication, missing headers, and urgent language strongly suggests a phishing attempt.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,9,Re: [opensuse] How can I write man pages? Linuxdoc/Docbook anyone? Report on manedit,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate technical discussion related to Linux documentation. There are no suspicious links, attachments, or urgent language. The absence of standard headers like 'Date' and 'Message-ID' is unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not found, but the DMARC policy is present and set to reject, which is a positive indicator. The content is technical and does not impersonate any brand or request sensitive information.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002661_002680/chunk_input.csv,10,Man kills self with home booby-traps,CLEAN,95.0,1,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be clean with no strong indicators of phishing. The subject and body content are unusual but not indicative of phishing. Links point to legitimate domains (boingboing.net, yahoo.com, portigal.com, quicktopic.com), though VT analysis was not performed due to API key issues. No attachments were found. Missing standard headers like 'Date' and 'Message-ID' are suspicious but not conclusive evidence of phishing. Authentication checks (SPF, DKIM) were not found, but DMARC policy is set to reject, which is a positive sign.",Analysis completed successfully,,0
