row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,1,phishing_email_agent_000001_000100_chunk_input,C'est votre chance de recevoir une r��compense pour le Black Friday.,1,phishing_pot,legitimate,0.27498984345874855,0.7250101565412514,0,0,9,7743,0,110,0,0.0006456611570247934,5,imgur.com,1214,1,68,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,2,phishing_email_agent_000001_000100_chunk_input,Challenge with Financial Model Efficiency,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,580,0,1,0,0.0,0,,12,0,41,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,3,phishing_email_agent_000001_000100_chunk_input,Research Opportunity - No Experience Needed!,1,cmu-archived-phish,legitimate,0.4477136318793244,0.5522863681206756,0,0,7,365,0,0,0,0.00273224043715847,1,www.cmu.edu,21,1,44,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,4,phishing_email_agent_000001_000100_chunk_input,phishing@pot Natürlich abnehmen wie die Stars,1,phishing_pot,legitimate,0.4815874269212346,0.5184125730787654,0,0,12,12000,0,267,0,0.0008332638946754438,10,www.facebook.com,2203,1,45,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,5,phishing_email_agent_000001_000100_chunk_input,Update and Verify Your PayPal Account,1,phishyai-phishing,phishing,0.573117663967149,0.573117663967149,0,0,0,1792,0,0,0,0.0,0,,31,0,37,1,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,6,phishing_email_agent_000001_000100_chunk_input,Webmail Update – Please Complete Your Security Check on jose@monkey.org,1,nazario,legitimate,0.3179555066526114,0.6820444933473886,0,0,10,3337,0,0,0,0.0008987417615338526,3,monkey.org,95,1,71,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,7,phishing_email_agent_000001_000100_chunk_input,Issues with Delayed Loading of Project Dashboard,0,tobiasbuek,legitimate,0.2406517737484475,0.7593482262515525,0,0,0,166,0,0,0,0.0,0,,3,0,48,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,8,phishing_email_agent_000001_000100_chunk_input,Security Breach: Unauthorized Access to Medical Records,0,tobiasbuek,legitimate,0.42793978095914864,0.5720602190408514,0,0,0,398,0,0,0,0.0,0,,6,0,55,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,9,phishing_email_agent_000001_000100_chunk_input,"phishing@pot, AARP Memorial Day Limited-time Sale: Just $11/year when you sign up for 5 years!",1,phishing_pot,legitimate,0.4599379220917715,0.5400620779082286,0,0,15,3897,0,51,1,0.0017957927142124167,7,homet-online.de,702,1,94,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000001_000100/chunk_input.csv,10,phishing_email_agent_000001_000100_chunk_input,2024 Annual Leave Compliance Report,1,nazario,legitimate,0.17675551001053574,0.8232444899894642,0,0,10,3030,0,0,0,0.0009897723523589574,3,monkey.org,104,1,35,0,200,
