row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,1,llm_guard_005301_005400_chunk_input,Account Notification! (mess_id: ZT67518468),1,phishyai-phishing,47,True,0,,True,-1.0,True,-1.0,True,-1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,2,llm_guard_005301_005400_chunk_input,Please Update Your Account Access,1,phishyai-phishing,1119,True,0,,True,-1.0,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,3,llm_guard_005301_005400_chunk_input,25 Little Country Crafts for Your Home,1,phishpuzzer,4129,True,0,,True,-1.0,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,4,llm_guard_005301_005400_chunk_input,Pipeline Update - February 17,0,uberjugaad,227,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,5,llm_guard_005301_005400_chunk_input,Your Online Banking is Blocked,1,phishyai-phishing,669,True,0,,True,-1.0,True,-1.0,True,-1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,6,llm_guard_005301_005400_chunk_input,Offer for Interns,1,cmu-archived-phish,359,True,0,,True,-0.7,True,-1.0,True,-1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,7,llm_guard_005301_005400_chunk_input,Notification of Security Incident,0,tobiasbuek,323,True,0,,True,-1.0,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,8,llm_guard_005301_005400_chunk_input,important information for Citizens Bank and Charter One Bank client! (message id: p7045195168),1,phishyai-phishing,98,True,0,,True,-1.0,True,-1.0,True,-1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,9,llm_guard_005301_005400_chunk_input,W��rmen Sie Ihr Zuhause intelligent auf,1,phishing_pot,4666,False,1,sensitive,True,-0.6,True,-1.0,False,0.6
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,10,llm_guard_005301_005400_chunk_input,Information on Update Compatibility with Microsoft Office and Excel 2021,0,tobiasbuek,559,True,0,,True,-1.0,True,-1.0,True,-1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,11,llm_guard_005301_005400_chunk_input,Americans��� Health In Big Trouble (Don���t Do This),1,phishing_pot,12054,False,1,malicious_urls,False,0.5,True,-1.0,True,-1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,12,llm_guard_005301_005400_chunk_input,Your In-voice## Has Been Generated,1,nazario,1244,True,0,,True,-1.0,True,-1.0,True,-1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,13,llm_guard_005301_005400_chunk_input,"[dPlay] July Special: Massive Cashback Up to 20,000 FUN!",1,phishing_pot,1327,True,0,,True,-0.7,True,-1.0,True,-1.0
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,14,llm_guard_005301_005400_chunk_input,"The TV interview with Mion live jeopardizes his career: delve into
 his life",1,phishing_pot,1460,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,15,llm_guard_005301_005400_chunk_input,API Monitoring - False Positive Alert?,0,rtweera,380,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,16,llm_guard_005301_005400_chunk_input,Double Trouble: The Most Perfect Shoe + Bag Pairings,1,phishpuzzer,2001,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,17,llm_guard_005301_005400_chunk_input,Suggestion for Cloud Management Console - IAM Role Integration,0,rtweera,520,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,18,llm_guard_005301_005400_chunk_input,Your files will be deleted in 48 hours#hsga,1,phishing_pot,12044,True,0,,True,-1.0,True,-1.0,True,-1.0
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,19,llm_guard_005301_005400_chunk_input,"phishing@pot, deine brandneue PlayStation 5 - jetzt sichern ���������������",1,phishing_pot,9558,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,0.4
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,20,llm_guard_005301_005400_chunk_input,Outdoor spaces (before + after),1,phishpuzzer,924,True,0,,True,-1.0,True,-1.0,True,-1.0
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,21,llm_guard_005301_005400_chunk_input,Re: Re: Re: Mercury Deployment Issue on Aetheros Cloud,0,rtweera,114,True,0,,True,-1.0,True,-1.0,True,-1.0
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,22,llm_guard_005301_005400_chunk_input,Claim Your Token:,1,phishing_pot,2871,True,0,,True,-0.7,True,-1.0,True,-1.0
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,23,llm_guard_005301_005400_chunk_input,Customer Support Ticket,0,tobiasbuek,454,True,0,,True,-1.0,True,-1.0,True,-1.0
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,24,llm_guard_005301_005400_chunk_input,Digital Campaign Failed to Meet Expectations,0,tobiasbuek,488,True,0,,True,-1.0,True,-1.0,True,-1.0
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,25,llm_guard_005301_005400_chunk_input,Re: Overdue: Customer 574352009,0,uberjugaad,87,True,0,,True,-1.0,True,-1.0,True,-1.0
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,26,llm_guard_005301_005400_chunk_input,Microsoft Teams Support,0,tobiasbuek,296,True,0,,True,-1.0,True,-1.0,True,-1.0
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,27,llm_guard_005301_005400_chunk_input,Troubled With Discrepant Analytics Data From Today,0,tobiasbuek,611,True,0,,True,-1.0,True,-1.0,True,-1.0
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,28,llm_guard_005301_005400_chunk_input,"""���� TV-Jurys Liebling: Ihr exklusiver Smileslim-Deal!""",1,phishing_pot,4326,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,1.0
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,29,llm_guard_005301_005400_chunk_input,You have been chosen by the eBay Departament,1,phishyai-phishing,966,True,0,,True,-1.0,True,-1.0,True,-1.0
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,30,llm_guard_005301_005400_chunk_input,"Honey, free shipping at $25 is yours when you go Bronze ⭐",1,phishpuzzer,1687,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,31,llm_guard_005301_005400_chunk_input,Problem with Network and Digital Tools,0,tobiasbuek,426,True,0,,True,-1.0,True,-1.0,True,-1.0
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,32,llm_guard_005301_005400_chunk_input,Netflix + $2 Subscription,1,phishing_pot,572,False,1,malicious_urls,False,0.4,True,-1.0,True,-1.0
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,33,llm_guard_005301_005400_chunk_input,Re: Mercury Language Debugging Question,0,rtweera,463,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,34,llm_guard_005301_005400_chunk_input,WOW TV Standard-Abo,1,phishing_pot,10470,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,1.0
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,35,llm_guard_005301_005400_chunk_input,CUSTOMER NOTICE - INSTRUCTIONS FOR CLIENT,1,phishyai-phishing,47,True,0,,True,-1.0,True,-1.0,True,-1.0
36,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,36,llm_guard_005301_005400_chunk_input,RE: ITS help desk,1,phishpuzzer,1648,True,0,,True,-1.0,True,-1.0,True,-1.0
37,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,37,llm_guard_005301_005400_chunk_input,eBay Listing confirmed. Sell another item now!,1,phishyai-phishing,1797,False,1,sensitive,True,-1.0,True,-1.0,False,0.7
38,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,38,llm_guard_005301_005400_chunk_input,BLOQUEAMOS UM ACESSO SUSPEITO - PROTOCOLO: 738340582,1,phishing_pot,9100,False,1,sensitive,True,-0.6,True,-1.0,False,0.8
39,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,39,llm_guard_005301_005400_chunk_input,IMPORTANT: Keep Same Credential For Monkey Email,1,nazario,442,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
40,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,40,llm_guard_005301_005400_chunk_input,Pipeline Update - February 05,0,uberjugaad,226,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
41,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,41,llm_guard_005301_005400_chunk_input,Convite oficial American Express Black disponível. ID: 03423951,1,phishing_pot,134,True,0,,True,-1.0,True,-1.0,True,-1.0
42,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,42,llm_guard_005301_005400_chunk_input,Report on Security Breach Noted,0,tobiasbuek,318,True,0,,True,-1.0,True,-1.0,True,-1.0
43,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,43,llm_guard_005301_005400_chunk_input,"Reminder: We’ve U󠄹󠄹pgra󠄹󠄹ded Our Se󠄹󠄹cu󠄹󠄹rit󠄹󠄹y Action May Be Required by Fri, August 22, 2025",1,phishing_pot,10242,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
44,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,44,llm_guard_005301_005400_chunk_input,"BB INFORMA: Caro Cliente, você possui (_PONTOS_LIVELO_) vinculados em seu cartão prestes a expirar.* - ID GK8DK7575E",1,phishing_pot,187,True,0,,True,-1.0,True,-1.0,True,-1.0
45,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,45,llm_guard_005301_005400_chunk_input,Watch the winner’s Tiny Desk concert,1,phishpuzzer,2916,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
46,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,46,llm_guard_005301_005400_chunk_input,There’s a new Mike Wilner column online now,1,phishpuzzer,1193,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
47,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,47,llm_guard_005301_005400_chunk_input,Expertise Calls for... The Best. Ready?,1,phishing_pot,2447,True,0,,True,-0.7,True,-1.0,True,-1.0
48,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,48,llm_guard_005301_005400_chunk_input,Pipeline Update - January 16,0,uberjugaad,227,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
49,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,49,llm_guard_005301_005400_chunk_input,�������������������������������� ���� ������������ ������������ �������� ���������������� ���������������� ����������������,1,phishing_pot,701,False,1,malicious_urls,False,0.4,True,-1.0,True,-1.0
50,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,50,llm_guard_005301_005400_chunk_input,Microsoft account unusual signin activity,1,phishing_pot,12043,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
51,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,51,llm_guard_005301_005400_chunk_input,How new rules leave Wheel-Trans users worse off,1,phishpuzzer,6888,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
52,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,52,llm_guard_005301_005400_chunk_input,IMPORTANT: Alert from PayPal Restore Your Account Acces - jeremie@example.com,1,phishyai-phishing,81,True,0,,True,-1.0,True,-1.0,True,-1.0
53,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,53,llm_guard_005301_005400_chunk_input,Urgent reply?,1,phishing_pot,1504,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
54,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,54,llm_guard_005301_005400_chunk_input,Student Administrative Support Position: Carnegie Mellon University,1,cmu-archived-phish,430,True,0,,True,-0.7,True,-1.0,True,-1.0
55,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,55,llm_guard_005301_005400_chunk_input,"Vergn��gen ist meine Spezialit��t, Baby! Erlauben Sie mir, Ihre k��hnsten Tr��ume und W��nsche zu erf��llen!",1,phishing_pot,12110,True,0,,True,-0.7,True,-1.0,True,-1.0
56,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,56,llm_guard_005301_005400_chunk_input,Urgent: Critical Issue with IAM Service - User Roles Not Applying,0,rtweera,450,True,0,,True,-1.0,True,-1.0,True,-1.0
57,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,57,llm_guard_005301_005400_chunk_input,Concern about Hospital Systems,0,tobiasbuek,506,True,0,,True,-1.0,True,-1.0,True,-1.0
58,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_005301_005400/chunk_input.csv,58,llm_guard_005301_005400_chunk_input,Support for the Investment Optimization Tool,0,tobiasbuek,608,True,0,,True,-1.0,True,-1.0,True,-1.0
