row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,1,llm_guard_000301_000400_chunk_input,You have (4) important messages undelivered to jose@monkey.org,1,nazario,420,True,0,,True,-1.0,True,-1.0,True,-1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,2,llm_guard_000301_000400_chunk_input,Urgent: API Monitoring - Massive Spike in Latency and Error Rates,0,rtweera,456,True,0,,True,-1.0,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,3,llm_guard_000301_000400_chunk_input,Frequent Crashes During Skype Meetings,0,tobiasbuek,579,True,0,,True,-1.0,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,4,llm_guard_000301_000400_chunk_input,Customer issue: Smith Hardware - Billing entity clarification needed,0,uberjugaad,250,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,5,llm_guard_000301_000400_chunk_input,"More than 6 in 10 say Biden's mental fitness to be president is a concern, poll finds",1,phishpuzzer,725,True,0,,True,-1.0,True,-1.0,True,-1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,6,llm_guard_000301_000400_chunk_input,Pipeline Update - January 15,0,uberjugaad,224,False,1,sensitive,True,-1.0,True,-1.0,False,0.8
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,7,llm_guard_000301_000400_chunk_input,Elasticsearch Indexing Encountered Issues This Morning,0,tobiasbuek,588,True,0,,True,-1.0,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,8,llm_guard_000301_000400_chunk_input,You have [9] Incoming messages - ( jose@monkey.org ),1,phishpuzzer,788,True,0,,True,-1.0,True,-1.0,True,-1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,9,llm_guard_000301_000400_chunk_input,Question about how to pay for this item -- Respond Now,1,phishyai-phishing,58,True,0,,True,-1.0,True,-1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,10,llm_guard_000301_000400_chunk_input,Re: IAM Role Permissions Issue,0,rtweera,332,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,11,llm_guard_000301_000400_chunk_input,Start the day with a bonus from Amazon Prime,1,phishing_pot,2900,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,12,llm_guard_000301_000400_chunk_input,Stop Viruses - Protect Your Devices Before It���s Too Late,1,phishing_pot,3735,True,0,,True,-0.7,True,-1.0,True,-1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,13,llm_guard_000301_000400_chunk_input,jose@monkey.org warning delivery notification,1,phishpuzzer,1299,False,1,ban_substrings,True,-1.0,False,1.0,True,-1.0
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,14,llm_guard_000301_000400_chunk_input,Standard Bank Account eStatement 2021-03-10,1,phishpuzzer,6424,True,0,,True,-1.0,True,-1.0,True,-1.0
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,15,llm_guard_000301_000400_chunk_input,Your payment for Invoice has been processed,1,nazario,810,True,0,,True,-1.0,True,-1.0,True,-1.0
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,16,llm_guard_000301_000400_chunk_input,PayPal Notification: Possibile Account Theft,1,phishyai-phishing,1101,True,0,,True,-1.0,True,-1.0,True,-1.0
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,17,llm_guard_000301_000400_chunk_input,Hello,1,phishing_pot,996,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,18,llm_guard_000301_000400_chunk_input,"PO Approval Required: €27,703",0,uberjugaad,177,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,19,llm_guard_000301_000400_chunk_input,Customer Support Ticket,0,tobiasbuek,506,True,0,,True,-1.0,True,-1.0,True,-1.0
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,20,llm_guard_000301_000400_chunk_input,Re: Overdue: Customer 513708744,0,uberjugaad,90,True,0,,True,-1.0,True,-1.0,True,-1.0
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,21,llm_guard_000301_000400_chunk_input,=?iso-2022-jp?B?GyRCJCo7WUonJCRKfUshJE4+cEpzJHI5OT83GyhC?=,1,phishpuzzer,157,True,0,,True,-1.0,True,-1.0,True,-1.0
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,22,llm_guard_000301_000400_chunk_input,Overdue: Customer 513813301 - 53 days,0,uberjugaad,223,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,23,llm_guard_000301_000400_chunk_input,Customer Support Ticket,0,tobiasbuek,703,True,0,,True,-1.0,True,-1.0,True,-1.0
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,24,llm_guard_000301_000400_chunk_input,Overdue: Customer 581520297 - 72 days,0,uberjugaad,223,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,25,llm_guard_000301_000400_chunk_input,Re: Question about Mercury Language and API rate limits,0,rtweera,264,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000301_000400/chunk_input.csv,26,llm_guard_000301_000400_chunk_input,remittance advce (aed),1,nazario,474,True,0,,True,-1.0,True,-1.0,True,-1.0
