group_label,feature_a,feature_b,cell_slug,rank,sentence,sentence_score,token_count
LLM-B-TN,Authority,Authority,authority__authority,1,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud security specialist emily chen capitalone com number number number julia martin capitalone com number number number number,85.39069142181441,31
LLM-B-TN,Authority,Authority,authority__authority,2,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud security specialist emily chen capitalone com number number number julia martin capitalone com number number number,85.39069142181441,30
LLM-B-TN,Authority,Authority,authority__authority,3,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud security specialist emily chen capitalone com number number number emily chen capitalone com number number number,85.39069142181441,30
LLM-B-TN,Authority,Authority,authority__authority,4,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud security specialist emily chen capitalone com number number number,85.39069142181441,23
LLM-B-TN,Authority,Authority,authority__authority,5,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud security specialist maya jensen capitalone com number number number maya jensen capitalone com number number number,85.39069142181441,30
LLM-B-TN,Authority,Authority,authority__authority,6,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud solutions architect evelyn brooks greentech com number number number sophia kim capitalone com number number number,85.39069142181441,30
LLM-B-TN,Authority,Authority,authority__authority,7,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud security specialist emily chen capitalone com number number number evelyn brooks greentech com number number number,85.39069142181441,30
LLM-B-TN,Authority,Authority,authority__authority,8,contact information evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud security specialist emily chen capitalone com number number number julia martin capitalone com number number number acknowledgment acknowledge receipt report brief update investigation status,85.39069142181441,39
LLM-B-TN,Authority,Authority,authority__authority,9,best evelyn brooks cloud solutions architect evelyn brooks greentech com number number number cloud solutions architect julia martin capitalone com number number number number julia martin capitalone com number number number,85.39069142181441,31
LLM-B-TN,Authority,Authority,authority__authority,10,best evelyn brooks cloud solutions architect techcorp julia martin capitalone com number number number,77.17415943194683,14
LLM-B-TN,Authority,Liking,authority__liking,1,best maya patel senior data analyst maya patel abcbuilders com number number number website senior data analyst abc builders inc number main suite number anytown usa number phone number number number email support systemmonitoring com,65.91033373651018,35
LLM-B-TN,Authority,Liking,authority__liking,2,best maya jensen cloud security specialist maya jensen securityupdate com number number number website cloud security specialist maya jensen securityupdate com number number number website number main suite number anytown usa number phone number number number email support systemmonitoring com,65.91033373651018,40
LLM-B-TN,Authority,Liking,authority__liking,3,best maya jensen cloud security specialist maya jensen shippingcompany com number number number website cloud security specialist evelyn brooks shippingcompany com number number number website number main suite number anytown usa number phone number number number email support shippingcompany com,65.91033373651018,40
LLM-B-TN,Authority,Liking,authority__liking,4,best maya jensen cloud security specialist maya jensen shippingcompany com number number number website cloud security specialist maya jensen shippingcompany com number number number website shipping company inc number main suite number anytown usa number phone number number number email support shippingcompany com,65.91033373651018,43
LLM-B-TN,Authority,Liking,authority__liking,5,best evelyn brooks number main suite number anytown usa number phone number number number email support shippingcompany com,65.91033373651018,18
LLM-B-TN,Authority,Liking,authority__liking,6,best emily chen senior data analyst emily chen greentech com number number number website senior data analyst shipping company inc number main suite number anytown usa number phone number number number email support shippingcompany com,65.91033373651018,35
LLM-B-TN,Authority,Liking,authority__liking,7,best maya jensen cloud security specialist maya jensen greentech com number number number website senior data analyst number main suite number anytown usa number phone number number number email support greentech com,65.91033373651018,32
LLM-B-TN,Authority,Liking,authority__liking,8,best evelyn brooks cloud security specialist evelyn brooks greentech com number number number website cloud security specialist evelyn brooks greentech com number number number website number main suite number anytown usa number phone number number number email support greentech com,65.91033373651018,40
LLM-B-TN,Authority,Liking,authority__liking,9,best emily chen senior data analyst emily chen greentech com number number number website senior data analyst number main suite number anytown usa number phone number number number email support greentech com,65.91033373651018,32
LLM-B-TN,Authority,Liking,authority__liking,10,best maya patel senior data analyst maya patel abcbuilders com number number number website senior data analyst abc builders number main suite number anytown usa number phone number number number email support shippingcompany com,65.91033373651018,34
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,1,business update report current pipeline status total ongoing opportunities number total pipeline value money number number opportunities last number days number opportunities last number days number opportunity breakdown stage prospecting number opportunities total value money number number needs analysis number opportunities total value money number number proposal quote number opportunities total value money number number negotiation number opportunities total value,74.96567358071881,78
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,2,key performance indicators kpis morning snapshot total pipeline value money number number opportunities proposal stage number opportunities negotiation stage number discovery calls scheduled week number deals closed month number,57.06799078854183,29
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,3,confidential business report date july number number sales pipeline status current sales pipeline consists number opportunities number total value money number number stage breakdown qualified leads number money number needs analysis number money number proposal quote number money number negotiation number money number closed won number money number key activities day number,56.78605695657999,52
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,4,here quick recap today pipeline status active opportunities number total pipeline value money million key opportunities review today opportunity number money closing number days opportunity number money due diligence scheduled opportunity number money pending key activities today number,56.730205052199786,38
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,5,active opportunities below breakdown key opportunities were active today opportunity client name opportunity stage value usd key activities today client prospecting money number initial outreach scheduled demo client qualifying money number updated account info scheduled meeting client money number discussed preliminary requirements agreed next steps client negotiation money number preparing proposal scheduled call confirm details total pipeline value total pipeline,56.45321279410056,72
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,6,okay need summarize morning business update includes current sales pipeline number opportunities total pipeline value key activities like meetings proposals,48.692683388457,20
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,7,key points number opportunities progress total pipeline value deals expected close key activities,48.48751532841044,13
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,8,putting all together structure report sections total pipeline value number opportunities breakdown stages key activities closing statement,48.3557573654012,17
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,9,then highlight key performance metrics total pipeline value number opportunities win rate,48.283057432882984,12
LLM-B-TN,Authority,Reciprocity,authority__reciprocity,10,business update report pipeline status overview total pipeline value money million last update number ongoing opportunities number pipeline breakdown pipeline opportunities number win probability number closed opportunities number key activities planned day key account managers review progress pipeline opportunities,47.838675406517844,39
LLM-B-TN,Authority,Social Proof,authority__social_proof,1,subject urgent data analytics crash linked recent updates support team hope message finds well,60.882459601984095,14
LLM-B-TN,Authority,Social Proof,authority__social_proof,2,subject assistance required inconsistencies digital campaign analytics technical support team hope message finds well,53.65447663190499,14
LLM-B-TN,Authority,Social Proof,authority__social_proof,3,subject request insights data analytics solutions enhanced investment decisions emily chen hope message finds well,52.32180467259836,15
