row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,1,phishing_email_agent_001301_001400_chunk_input,Inquiry on System Specifications,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,460,0,0,0,0.0,0,,6,0,32,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,2,phishing_email_agent_001301_001400_chunk_input,New email address added to your account!,1,phishyai-phishing,legitimate,0.4451320506800139,0.5548679493199862,0,0,7,431,0,0,0,0.0,0,aol.com,11,1,40,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,3,phishing_email_agent_001301_001400_chunk_input,Support Request for Antivirus Software Update on Lenovo ThinkPad X1 Carbon,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,356,0,0,0,0.0,0,,4,0,74,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,4,phishing_email_agent_001301_001400_chunk_input,Important Security Update: monkey.org Confirm Password Now 2/10/2025 5:32:37 a.m.,1,nazario,legitimate,0.48203459502461765,0.5179654049753823,0,0,10,391,0,0,0,0.0,0,monkey.org,24,1,81,1,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,5,phishing_email_agent_001301_001400_chunk_input,Pipeline Update - February 13,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,199,0,0,0,0.0,0,,10,0,29,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,6,phishing_email_agent_001301_001400_chunk_input,Approval needed: Special pricing,0,uberjugaad,legitimate,0.37301295536714796,0.626987044632852,0,0,0,146,0,0,0,0.0,0,,9,0,32,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,7,phishing_email_agent_001301_001400_chunk_input,Revise Digital Marketing Techniques,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,573,0,0,0,0.0,0,,8,0,35,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,8,phishing_email_agent_001301_001400_chunk_input,�������������Kom nu in contact met een TG��������,1,phishing_pot,legitimate,0.4510232779242294,0.5489767220757706,1,0,6,7079,0,162,0,0.0009887005649717514,7,www.w3.org,1315,1,49,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,9,phishing_email_agent_001301_001400_chunk_input,����Neem contact op met singles bij jou in de buurt!,1,phishing_pot,legitimate,0.37614648527689976,0.6238535147231002,0,0,4,12000,0,221,0,0.001583201399883343,19,t.ly,2250,1,52,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001301_001400/chunk_input.csv,10,phishing_email_agent_001301_001400_chunk_input,Overdue: Customer 519086988 - 22 days,0,uberjugaad,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,184,0,0,0,0.0,0,,7,0,37,1,200,
