group_label,feature_a,feature_b,cell_slug,rank,word,log_ratio_score,weighted_group_count,weighted_background_count,group_doc_count,background_doc_count
HW-P-TP,Authority,Authority,authority__authority,1,votre,10.356194375306565,346.0,0.0,42,0
HW-P-TP,Authority,Authority,authority__authority,2,vous,10.039195468196159,252.0,0.0,43,0
HW-P-TP,Authority,Authority,authority__authority,3,pour,9.361835084800402,128.0,0.0,44,0
HW-P-TP,Authority,Authority,authority__authority,4,trademarks,9.254745780036874,115.0,0.0,49,0
HW-P-TP,Authority,Authority,authority__authority,5,nous,9.17326012821739,106.0,0.0,42,0
HW-P-TP,Authority,Authority,authority__authority,6,jose,9.11499687992081,100.0,0.0,57,0
HW-P-TP,Authority,Authority,authority__authority,7,voyage,8.998475421903224,89.0,0.0,42,0
HW-P-TP,Authority,Authority,authority__authority,8,ledger,8.987177143318103,88.0,0.0,11,0
HW-P-TP,Authority,Authority,authority__authority,9,parchment,8.940662538309141,84.0,0.0,42,0
HW-P-TP,Authority,Authority,authority__authority,10,remercions,8.800323117000378,73.0,0.0,41,0
HW-P-TP,Authority,Authority,authority__authority,11,uniquement,8.800323117000378,73.0,0.0,42,0
HW-P-TP,Authority,Authority,authority__authority,12,quilt,8.72938145211993,68.0,0.0,4,0
HW-P-TP,Authority,Authority,authority__authority,13,compte,8.714568560917463,67.0,0.0,42,0
HW-P-TP,Authority,Authority,authority__authority,14,avec,8.714568560917463,67.0,0.0,42,0
HW-P-TP,Authority,Authority,authority__authority,15,bonjour,8.699532944633063,66.0,0.0,42,0
HW-P-TP,Authority,Liking,authority__liking,1,rjmetrics,10.13063649684905,328.0,0.0,6,0
HW-P-TP,Authority,Liking,authority__liking,2,permission,10.121448352211916,325.0,0.0,5,0
HW-P-TP,Authority,Liking,authority__liking,3,gare,10.061210182281744,306.0,0.0,220,0
HW-P-TP,Authority,Liking,authority__liking,4,muni,9.97598265701392,281.0,0.0,217,0
HW-P-TP,Authority,Liking,authority__liking,5,dossier,9.722133334421427,218.0,0.0,218,0
HW-P-TP,Authority,Liking,authority__liking,6,veuillez,9.684747549756109,210.0,0.0,210,0
HW-P-TP,Authority,Liking,authority__liking,7,actuellement,9.684747549756109,210.0,0.0,210,0
HW-P-TP,Authority,Liking,authority__liking,8,informons,9.684747549756109,210.0,0.0,210,0
HW-P-TP,Authority,Liking,authority__liking,9,envoyer,9.684747549756109,210.0,0.0,210,0
HW-P-TP,Authority,Liking,authority__liking,10,demande,9.684747549756109,210.0,0.0,210,0
HW-P-TP,Authority,Liking,authority__liking,11,disponible,9.684747549756109,210.0,0.0,210,0
HW-P-TP,Authority,Liking,authority__liking,12,papier,9.650847640037016,203.0,0.0,203,0
HW-P-TP,Authority,Liking,authority__liking,13,blanc,9.650847640037016,203.0,0.0,203,0
HW-P-TP,Authority,Liking,authority__liking,14,bonne,9.650847640037016,203.0,0.0,203,0
HW-P-TP,Authority,Liking,authority__liking,15,nachricht,9.157954608639454,124.0,0.0,73,0
