row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,1,[ApplePay] your account has ben locked,MALICIOUS,90.0,8,ApplePay,Subject impersonates ApplePay | Obfuscated text in body | Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | DMARC policy set to reject,"The email exhibits multiple strong indicators of phishing: the subject line impersonates ApplePay, the body contains obfuscated text likely to evade detection, and there is a complete lack of standard email headers ('Date', 'Message-ID'). Additionally, SPF and DKIM authentication checks failed, and the DMARC policy is set to reject, which is unusual for legitimate emails. The obfuscated text in the body further suggests an attempt to deceive recipients into taking action.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,2,[Bug 5820] URIBL_SBL from zen?,CLEAN,95.0,1,Apache SpamAssassin,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate communication related to a bug report in the Apache SpamAssassin project. The link provided points to a known Apache domain and is consistent with the email's context. While SPF and DKIM checks were not found, the DMARC policy is correctly configured and set to reject. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. No suspicious elements or phishing indicators were identified.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,3,Welcome to the Star’s Gregor Chisholm Alerts,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Repetitive non-standard characters in body text,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which raises minor concerns. However, DMARC policy is present and set to reject, which adds some legitimacy. The body contains repetitive non-standard characters but no suspicious links, urgent language, or brand impersonation. No attachments were found. Overall, the email appears clean despite minor anomalies.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,4,"Library of Congress Classification Weekly List 31, 2008",CLEAN,85.0,2,Library of Congress,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be legitimate based on the content and context. The subject and body reference the Library of Congress Classification Weekly List, which is a known publication. The links provided are relevant to the Library of Congress and government services, and no suspicious or mismatched domains were detected. Although SPF and DKIM checks were not found, the DMARC policy is set to reject, which adds a layer of security. Missing standard headers like 'Date' and 'Message-ID' are noted but do not significantly impact the legitimacy of the email.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,5,Important Security Alert!,MALICIOUS,95.0,8,CapitalOne 360,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Urgency in body text | Brand impersonation of CapitalOne 360,"The email exhibits multiple red flags indicative of a phishing attempt. It impersonates CapitalOne 360, urging the recipient to update account details, a common phishing tactic. The email lacks standard headers ('Date' and 'Message-ID'), and authentication checks (SPF and DKIM) are missing, while DMARC policy is set to reject. The absence of links and attachments does not mitigate the impersonation and urgency tactics used.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,6,Your Acount Has Been Detected,MALICIOUS,90.0,8,PayPal,"Typo in subject ('Acount') | Urgency in body text | Brand impersonation of PayPal | Missing standard headers ('Date', 'Message-ID') | SPF check failed | DKIM check failed","The email exhibits multiple strong indicators of phishing. The subject contains a typo ('Acount'), and the body impersonates PayPal with urgent language urging immediate action. The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks. The absence of links does not mitigate the risk, as the email relies on social engineering to deceive the recipient.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,7,19 Clever Uses for Leftover Yarn,CLEAN,95.0,1,AllFreeCrochet,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be legitimate based on the analysis. The subject and body content are consistent with a promotional email from AllFreeCrochet, focusing on creative uses for leftover yarn. No suspicious links, attachments, or urgent language were detected. While SPF and DKIM authentication checks were not found, the DMARC policy is correctly configured to reject, and the absence of standard headers like 'Date' and 'Message-ID' does not necessarily indicate malicious intent. No brand impersonation or typosquatting was identified.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,8,Thank you for signing up,CLEAN,90.0,1,American Cancer Society,SPF check not_found | DKIM check not_found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears legitimate with no significant phishing indicators. The body content is consistent with a genuine communication from the American Cancer Society, including a legitimate call-to-action and contact information. No suspicious links or attachments were found. While SPF and DKIM checks were not found, the DMARC policy is set to 'reject', which aligns with a legitimate sender. Missing 'Date' and 'Message-ID' headers are noted but not conclusive evidence of phishing.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,9,Urgent,SUSPICIOUS,65.0,3,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Generic body text with a link,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body contains a generic message with a link but lacks specific details or branding. However, no attachments were found, and the DMARC policy is set to reject, which adds some legitimacy.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002041_002060/chunk_input.csv,10,Looking to a better future,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks phishing indicators such as suspicious links, attachments, or urgent language. The body content appears to be a legitimate excerpt from a book or article. While SPF and DKIM checks are missing, the DMARC policy is set to reject, which is a positive sign. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
