row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,1,llm_guard_001201_001300_chunk_input,Urgent: Account Deactivation Notification,1,S8-fill-bracket-full:llama,1521,False,2,ban_substrings | sensitive,True,-0.7,False,1.0,False,1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,2,llm_guard_001201_001300_chunk_input,,1,S8-fill-bracket-full:llama,588,False,1,ban_substrings,True,-1.0,False,1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,3,llm_guard_001201_001300_chunk_input,Important Account Notification,1,S8-fill-bracket-full:llama,978,False,2,ban_substrings | sensitive,True,-0.7,False,1.0,False,1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,4,llm_guard_001201_001300_chunk_input,URGENT NOTIFICATION,1,S8-fill-bracket-full:llama,1167,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,5,llm_guard_001201_001300_chunk_input,CRITICAL ALERT: CPF SUSPENSION IMMINENT,1,S8-fill-bracket-full:llama,1422,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,6,llm_guard_001201_001300_chunk_input,Urgent: Resolving Unresolved Tax Issues to Prevent CPF Suspension,1,S8-fill-bracket-full:llama,1481,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,7,llm_guard_001201_001300_chunk_input,Resent Invoice for Your Order,0,S8-fill-bracket-full:llama,457,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,8,llm_guard_001201_001300_chunk_input,,0,S8-fill-bracket-full:llama,585,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,9,llm_guard_001201_001300_chunk_input,,0,S8-fill-bracket-full:llama,350,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,10,llm_guard_001201_001300_chunk_input,Important Update: Enhanced Security Measures for Your Account,1,S8-fill-bracket-full:llama,1171,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,11,llm_guard_001201_001300_chunk_input,NOTICE OF IMPORTANT INFORMATION,1,S8-fill-bracket-full:llama,2097,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,12,llm_guard_001201_001300_chunk_input,Urgent: Security Update and Account Verification,1,S8-fill-bracket-full:llama,1341,False,2,ban_substrings | sensitive,True,-1.0,False,1.0,False,1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,13,llm_guard_001201_001300_chunk_input,Urgent: Performance Issues and Peak Time Enhancement Request,0,S8-fill-bracket-full:llama,3033,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,14,llm_guard_001201_001300_chunk_input,Request for Technical Support: Persistent Performance Delays,0,S8-fill-bracket-full:llama,1870,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,15,llm_guard_001201_001300_chunk_input,Intermittent Project Load Time Issues,0,S8-fill-bracket-full:llama,1349,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,16,llm_guard_001201_001300_chunk_input,,0,S8-fill-bracket-full:llama,663,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,17,llm_guard_001201_001300_chunk_input,Overdue Balance and Potential Supplier Switch - Account: replacement without brackets,0,S8-fill-bracket-full:llama,1773,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,18,llm_guard_001201_001300_chunk_input,Urgent: Outstanding Payment and Potential Supplier Change,0,S8-fill-bracket-full:llama,1493,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,19,llm_guard_001201_001300_chunk_input,Important: Account Verification Required Due to Technical Updates,1,S8-fill-bracket-full:llama,1560,False,1,ban_substrings,True,-1.0,False,1.0,True,-1.0
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001201_001300/chunk_input.csv,20,llm_guard_001201_001300_chunk_input,Important: Identity Confirmation for Secure Online Access,1,S8-fill-bracket-full:llama,1608,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
