row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,1,llm_guard_000601_000700_chunk_input,Your Account Logon Reminder,1,phishpuzzer,1260,False,1,ban_substrings,True,-1.0,False,1.0,True,-1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,2,llm_guard_000601_000700_chunk_input,Instruments for Investment with SAP ERP,0,tobiasbuek,126,True,0,,True,-1.0,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,3,llm_guard_000601_000700_chunk_input,Problem with Access to Patient Data,0,tobiasbuek,320,True,0,,True,-1.0,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,4,llm_guard_000601_000700_chunk_input,Research Assistant,1,cmu-archived-phish,362,True,0,,True,-0.7,True,-1.0,True,-1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,5,llm_guard_000601_000700_chunk_input,Gl��ckwunsch! Jetzt Gewinndaten eintragen ������������,1,phishing_pot,4443,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,6,llm_guard_000601_000700_chunk_input,Postbank Online Banking,1,phishyai-phishing,27,True,0,,True,-1.0,True,-1.0,True,-1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,7,llm_guard_000601_000700_chunk_input,Question about payment for item: #2070651641,1,phishyai-phishing,1851,True,0,,True,-1.0,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,8,llm_guard_000601_000700_chunk_input,Intern Job Offer,1,cmu-archived-phish,365,True,0,,True,-0.7,True,-1.0,True,-1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,9,llm_guard_000601_000700_chunk_input,In re FTX Trading Ltd. – Customer Claims Bar Date Reminder,1,phishing_pot,3075,True,0,,True,-0.7,True,-1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000601_000700/chunk_input.csv,10,llm_guard_000601_000700_chunk_input,WHERE WAS I LOST FROM PAST 30 DAYS...,1,phishing_pot,7711,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
