row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,1,phishing_email_agent_000801_000900_chunk_input,AOL SYSTEM/SECURITY UPGRADE,1,millersmiles,phishing,0.5266886251506647,0.5266886251506647,0,0,0,410,0,0,0,0.0,0,,12,0,27,1,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,2,phishing_email_agent_000801_000900_chunk_input,Employee's Urgent reconfirmation needed for jose@monkey.org,1,nazario,legitimate,0.3177496308345708,0.6822503691654291,0,0,10,606,0,0,0,0.0016474464579901153,1,monkey.org,19,1,59,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,3,phishing_email_agent_000801_000900_chunk_input,Customer Support Ticket,0,tobiasbuek,phishing,0.5604056840742319,0.5604056840742319,0,0,0,609,0,0,0,0.0,0,,11,0,23,1,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,4,phishing_email_agent_000801_000900_chunk_input,Integration of Oracle Database 19c Docker for Enhancing Investment Analytics,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,172,0,0,0,0.0,0,,2,0,76,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,5,phishing_email_agent_000801_000900_chunk_input,カード利用のお知らせ(本人ご利用分),1,phishpuzzer,legitimate,0.31472486721684273,0.6852751327831572,0,0,0,787,0,0,0,0.0,0,,11,0,18,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,6,phishing_email_agent_000801_000900_chunk_input,Urgent: Identification of a Data Breach within the Patient Records System,0,tobiasbuek,legitimate,0.3027938247371402,0.6972061752628598,0,0,0,25,0,0,0,0.0,0,,0,0,73,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,7,phishing_email_agent_000801_000900_chunk_input,Email DE-ACTIVATION FOR jose@monkey.org,1,phishpuzzer,phishing,0.5805776116767226,0.5805776116767226,0,0,10,1114,0,0,0,0.0,0,monkey.org,24,1,39,1,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,8,phishing_email_agent_000801_000900_chunk_input,Sorry we missed you! Schedule your next delivery date.,1,nazario,legitimate,0.3422770534604868,0.6577229465395131,0,0,26,1685,0,0,0,0.0011862396204033216,2,upstracktracerevshare.best,49,1,54,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,9,phishing_email_agent_000801_000900_chunk_input,Request for Information on Data Analytics Tools,0,tobiasbuek,legitimate,0.41381702561084355,0.5861829743891565,0,0,0,580,0,0,0,0.0,0,,10,0,47,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,10,phishing_email_agent_000801_000900_chunk_input,Secure Medical Data in Hospital Setting using Microsoft Dynamics 365,0,tobiasbuek,legitimate,0.4397260293856613,0.5602739706143387,0,0,0,449,0,0,0,0.0,0,,9,0,68,0,200,
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,11,phishing_email_agent_000801_000900_chunk_input,You Just Received A New File,1,nazario,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,164,0,0,0,0.0,0,,2,0,28,0,200,
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,12,phishing_email_agent_000801_000900_chunk_input,Extend your account for free,1,nazario,phishing,0.5302753478754458,0.5302753478754458,0,0,6,2764,0,0,0,0.0007233273056057866,2,medicinalgardenkit.za.com,65,1,28,1,200,
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,13,phishing_email_agent_000801_000900_chunk_input,Re: Suggestion for API Monitoring Dashboard Enhancement,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,566,0,0,0,0.0,0,,10,0,55,0,200,
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,14,phishing_email_agent_000801_000900_chunk_input,Required Support for Digital Marketing Strategies,0,tobiasbuek,legitimate,0.3181374599826622,0.6818625400173378,0,0,0,131,0,0,0,0.0,0,,2,0,49,0,200,
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000801_000900/chunk_input.csv,15,phishing_email_agent_000801_000900_chunk_input,Support Unauthorized Access Attempt,0,tobiasbuek,legitimate,0.41142443382652016,0.5885755661734798,0,0,0,337,0,0,0,0.0,0,,5,0,35,0,200,
