row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,1,phishing_email_agent_001501_001600_chunk_input,"�������� Ihre Bitcoin-Auszahlung #BTC587EMN ist bereit! Best��tigen Sie jetzt, bevor sie in 48 Stunden verf��llt!",1,phishing_pot,phishing,0.5688611404914291,0.5688611404914291,0,0,5,8174,0,282,0,0.0023241590214067276,19,is.gd,1607,1,113,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,2,phishing_email_agent_001501_001600_chunk_input,Support Request: Issue with Website Traffic,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,653,0,0,0,0.0,0,,15,0,43,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,3,phishing_email_agent_001501_001600_chunk_input,C'est l'occasion de recevoir une r��compense,1,phishing_pot,legitimate,0.4509072074302869,0.5490927925697131,0,0,9,8382,0,118,0,0.0005964451866873435,5,i.imgur.com,1256,1,44,1,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,4,phishing_email_agent_001501_001600_chunk_input,Overdue: Customer 553928057 - 69 days,0,uberjugaad,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,184,0,0,0,0.0,0,,7,0,37,1,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,5,phishing_email_agent_001501_001600_chunk_input,Intim werden mit frechem ukranischem M��dchen phishing@pot,1,phishing_pot,phishing,0.5204313818112528,0.5204313818112528,1,0,6,5985,0,154,0,0.003007016371533578,18,www.w3.org,1255,1,58,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,6,phishing_email_agent_001501_001600_chunk_input,Fifth Third Bank - confirm your account records,1,phishyai-phishing,legitimate,0.3527670277593224,0.6472329722406776,0,0,0,4,0,0,0,0.0,0,,3,0,47,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,7,phishing_email_agent_001501_001600_chunk_input,"[Spambayes-checkins] spambayes/scripts sb_imapfilter.py,1.66,1.67",0,phishpuzzer,legitimate,0.34815390910318667,0.6518460908968133,0,0,10,5693,0,1,0,0.00017562346329469617,1,python.org,1157,1,65,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,8,phishing_email_agent_001501_001600_chunk_input,Investigation Needed for Investment Optimization Model Crash During Large Dataset Analysis,0,tobiasbuek,legitimate,0.37301295536714796,0.626987044632852,0,0,0,277,0,0,0,0.0,0,,5,0,90,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,9,phishing_email_agent_001501_001600_chunk_input,Reported Data Breach,0,tobiasbuek,legitimate,0.4550674752251102,0.5449325247748897,0,0,0,160,0,0,0,0.0,0,,2,0,20,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001501_001600/chunk_input.csv,10,phishing_email_agent_001501_001600_chunk_input,PayPal - Check your account,1,phishyai-phishing,phishing,0.573117663967149,0.573117663967149,0,0,0,1386,0,0,0,0.0,0,,31,0,27,1,200,
