row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,1,C'est votre chance de recevoir une r��compense pour le Black Friday.,,,,,,,Analysis completed with errors,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,2,Challenge with Financial Model Efficiency,,,,,,,Analysis completed with errors,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,3,Research Opportunity - No Experience Needed!,,,,,,,Analysis completed with errors,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,4,phishing@pot Natürlich abnehmen wie die Stars,,,,,,,Analysis completed with errors,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,5,Update and Verify Your PayPal Account,,,,,,,Analysis completed with errors,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,6,Webmail Update – Please Complete Your Security Check on jose@monkey.org,,,,,,,Analysis completed with errors,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,7,Issues with Delayed Loading of Project Dashboard,,,,,,,Analysis completed with errors,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,8,Security Breach: Unauthorized Access to Medical Records,,,,,,,Analysis completed with errors,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,9,"phishing@pot, AARP Memorial Day Limited-time Sale: Just $11/year when you sign up for 5 years!",,,,,,,Analysis completed with errors,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,10,2024 Annual Leave Compliance Report,,,,,,,Analysis completed with errors,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,11,National City Corporate Customer Service: Service Message! (mess_id: wd897401349425vt),,,,,,,Analysis completed with errors,,0
12,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,12,"BB&T: Confirmation Required [Sun, 08 Apr 2007 07:16:04 -0500]",,,,,,,Analysis completed with errors,,0
13,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,13,Say congrats to your grad,,,,,,,Analysis completed with errors,,0
14,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,14,Security Measures for Medical Records,,,,,,,Analysis completed with errors,,0
15,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,15,Effective Optimization of Investment Portfolios Using Data Analytics Tools,,,,,,,Analysis completed with errors,,0
16,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,16,"PO Approval Required: €92,423",,,,,,,Analysis completed with errors,,0
17,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,17,The Row’s easy elegance,,,,,,,Analysis completed with errors,,0
18,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,18,Aviso importante: Seu pedido foi bloqueado pela fiscalização alfandegária! Protocolo: 95439993.,,,,,,,Analysis completed with errors,,0
19,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000001_000100/chunk_input.csv,19,"Your 72,000 rs 2019 TDS Payment Was Declined",,,,,,,Analysis completed with errors,,0
