row_principle,col_principle,feature_type,mean_group_a,mean_group_b,delta_group_a_minus_group_b,welch_t,welch_p,permutation_p,fdr_p,hedges_g,bootstrap_ci_low,bootstrap_ci_high,significant_fdr_0_05
Authority,Authority,diagonal,0.8892096675985175,0.8651999050464065,0.024009762552110958,14.11875934659123,3.87525200264603e-45,0.004975124378109453,0.004975124378109453,0.14154984136678744,0.019923870209554558,0.02739718804287251,True
Authority,Liking,cooccurrence,0.5314167400180124,0.5132412312943372,0.018175508723675238,4.867617430834037,1.1343933092403702e-06,0.004975124378109453,0.004975124378109453,0.04867370020526489,0.011047400530705152,0.024893241788383154,True
Authority,Reciprocity,cooccurrence,0.32959341338325654,0.20562812006754871,0.12396529331570783,58.97955606700619,0.0,0.004975124378109453,0.004975124378109453,0.5246866132546302,0.12005771883023643,0.12838896623012164,True
Authority,Social Proof,cooccurrence,0.2502298483017258,0.18449231159146717,0.06573753671025862,40.606362096624565,0.0,0.004975124378109453,0.004975124378109453,0.36442197090875444,0.06214214537878379,0.0690447980110616,True
Authority,Scarcity,cooccurrence,0.052487569755556525,0.03168931845948583,0.020798251296070693,42.2173360739097,0.0,0.004975124378109453,0.004975124378109453,0.37426054586664426,0.019776760690854857,0.02186903449519888,True
Authority,Commitment,cooccurrence,0.018160293423944315,0.009428459755111262,0.008731833668833053,49.48510719751336,0.0,0.004975124378109453,0.004975124378109453,0.4325954341581794,0.008320467903964417,0.00907076267181278,True
Liking,Liking,diagonal,0.5591408373823723,0.5441369992459396,0.01500383813643269,4.016985042970443,5.907356248732215e-05,0.004975124378109453,0.004975124378109453,0.040506229003467134,0.007503603161328013,0.021580715806290507,True
Liking,Reciprocity,cooccurrence,0.25989597337051307,0.14895224810097474,0.11094372526953833,51.162937025886215,0.0,0.004975124378109453,0.004975124378109453,0.459465813001415,0.10671275738796808,0.11530581453375477,True
Liking,Social Proof,cooccurrence,0.1964534524096939,0.13056954728318318,0.06588390512651071,39.024879167578646,0.0,0.004975124378109453,0.004975124378109453,0.35220703920059837,0.062347956016442316,0.06940357324471823,True
Liking,Scarcity,cooccurrence,0.04214320163987104,0.02303771765485733,0.019105483985013712,38.71872535524653,0.0,0.004975124378109453,0.004975124378109453,0.3434172383284495,0.018039212803091596,0.020220213694084894,True
Liking,Commitment,cooccurrence,0.014573845640497343,0.007157617813786828,0.007416227826710515,42.00853228553024,0.0,0.004975124378109453,0.004975124378109453,0.3676623750352915,0.007011146130357397,0.0077580394019444,True
Reciprocity,Reciprocity,diagonal,0.34257040792220034,0.2351394987819039,0.10743090914029643,51.64910267702536,0.0,0.004975124378109453,0.004975124378109453,0.46247110214832077,0.10357207044541779,0.11174362049459308,True
Reciprocity,Social Proof,cooccurrence,0.13757890444722548,0.055900754692557765,0.08167814975466772,60.771250415816205,0.0,0.004975124378109453,0.004975124378109453,0.527121236947486,0.07909717046500131,0.084475213636881,True
Reciprocity,Scarcity,cooccurrence,0.03027222731414058,0.010402782062181575,0.019869445251959005,45.055607575371326,0.0,0.004975124378109453,0.004975124378109453,0.3977485970317671,0.018946202534141168,0.020767675393637174,True
Reciprocity,Commitment,cooccurrence,0.01032226522057981,0.003252549359248165,0.007069715861331646,45.045361633189756,0.0,0.004975124378109453,0.004975124378109453,0.39362355781925906,0.006752244527354945,0.007387110313029159,True
Social Proof,Social Proof,diagonal,0.260626152458945,0.19912933741299252,0.061496815045952474,39.853476356961316,0.0,0.004975124378109453,0.004975124378109453,0.35507952899148043,0.058323937945818236,0.06457731595626044,True
Social Proof,Scarcity,cooccurrence,0.025516206544061316,0.009903288315737174,0.015612918228324143,37.24943288952915,1.2224615244495677e-298,0.004975124378109453,0.004975124378109453,0.3299103643542864,0.014770400774288971,0.01653862064145823,True
Social Proof,Commitment,cooccurrence,0.00874318282619063,0.002955311760461865,0.005787871065728765,38.76273424349766,0.0,0.004975124378109453,0.004975124378109453,0.33926438529827346,0.005488562691888071,0.006095281392678714,True
Scarcity,Scarcity,diagonal,0.05462037496554731,0.03366846635730861,0.0209519086082387,43.16379051080496,0.0,0.004975124378109453,0.004975124378109453,0.3820122919251869,0.019961924637526843,0.022005863469882266,True
Scarcity,Commitment,cooccurrence,0.002549606859209433,0.0007117931033014521,0.001837813755907981,23.77774455779587,4.0550066891906405e-124,0.004975124378109453,0.004975124378109453,0.21041785266868254,0.0016912482562343161,0.0020093895158870704,True
Commitment,Commitment,diagonal,0.01906150502027833,0.010033940661252974,0.009027564359025356,51.61274411997915,0.0,0.004975124378109453,0.004975124378109453,0.4507484611631191,0.008639627078128511,0.009370584258416565,True
