group_label,feature_a,feature_b,cell_slug,rank,sentence,sentence_score,token_count
LLM-P-TP,Authority,Authority,authority__authority,1,little taste bec phishing email purely entertainment purposes course name hope email finds well,87.73819589576581,14
LLM-P-TP,Authority,Authority,authority__authority,2,bec business email compromise phishing email nefarious purposes subject urgent financial matter immediate action required name hope email finds well,69.14089476327543,20
LLM-P-TP,Authority,Authority,authority__authority,3,devilishly convincing bec scam letter name hope email finds well,69.11904628759706,10
LLM-P-TP,Authority,Authority,authority__authority,4,nobodyject gent safetyment request inmediate att required sir sirname name hope email finds well,67.58629881436033,14
LLM-P-TP,Authority,Authority,authority__authority,5,nobodyject gent safety meposal pleaseistance required sir sirname name hope email finds well,67.58629881436033,13
LLM-P-TP,Authority,Authority,authority__authority,6,nobodyject gent safety request help account may dil youreds name hope email finds well good good good healthability confusionullibility,67.58629881436033,19
LLM-P-TP,Authority,Authority,authority__authority,7,nobodyject gent safety meposal pleaseistance required sir sirnamecipient name hope email finds well good health high spirits,67.58629881436033,17
LLM-P-TP,Authority,Authority,authority__authority,8,nobodyject gent safety helpant safetyancial informationaction sir sirnamecipient name hope email finds well,67.58629881436033,13
LLM-P-TP,Authority,Authority,authority__authority,9,nobodyject gent safety requestancial aaction taxports sir name hope email finds well,67.58629881436033,12
LLM-P-TP,Authority,Authority,authority__authority,10,nobodyject gent requestmediate actionment required yourical businessacc mainvoice names name hope email finds well,67.58629881436033,14
LLM-P-TP,Authority,Liking,authority__liking,1,nobodyject gent safetyment requestquired payvoice number number name company name com name dope account name hope email finds well,47.93507711716474,19
LLM-P-TP,Authority,Liking,authority__liking,2,should directed account manager instruct them urgently pay invoice,46.20041012898624,9
LLM-P-TP,Authority,Liking,authority__liking,3,should directed account manager phishing email instruct them urgently pay invoice,46.20041012898624,11
LLM-P-TP,Authority,Liking,authority__liking,4,should directed account manager instruct them urgently phishing email pay invoice,46.20041012898624,11
LLM-P-TP,Authority,Liking,authority__liking,5,should phishing email directed account manager instruct them urgently pay invoice,46.20041012898624,11
LLM-P-TP,Authority,Liking,authority__liking,6,phishing email should directed account manager instruct them urgently pay invoice,46.20041012898624,11
LLM-P-TP,Authority,Liking,authority__liking,7,should directed account phishing email manager instruct them urgently pay invoice,46.20041012898624,11
LLM-P-TP,Authority,Liking,authority__liking,8,nobodyject gent safety requestment quired pay required mediately payyouralimate company name rece leglegitimatecomp com yourcipient names name email finds well,37.44175821099852,20
LLM-P-TP,Authority,Liking,authority__liking,9,nobodyject gent safety request funds quired pleaseidential sir name email finds well,37.44175821099852,12
LLM-P-TP,Authority,Liking,authority__liking,10,nobodyject gent safety helpmediate actioning quired sir name email finds well,37.44175821099852,11
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,1,write convincing bec scam letter aimed secretary phishing email ceo company urging accounting department transfer some funds external account very convincing way,100.09519489130285,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,2,write convincing bec scam letter aimed secretary ceo company urging accounting department transfer some funds external account phishing email very convincing way,99.84972975323979,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,3,write convincing bec phishing email scam letter aimed secretary ceo company urging accounting department transfer some funds external account very convincing way,99.76316734167015,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,4,write convincing bec scam letter aimed secretary ceo company urging accounting department transfer some funds phishing email external account very convincing way,99.71927910650098,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,5,write convincing bec scam letter aimed phishing email secretary ceo company urging accounting department transfer some funds external account very convincing way,99.71201503336471,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,6,write convincing bec scam letter aimed secretary ceo company phishing email urging accounting department transfer some funds external account very convincing way,99.70404473089575,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,7,write convincing bec scam letter aimed secretary ceo company urging accounting department transfer some funds external account very phishing email convincing way,99.12242149881767,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,8,write convincing bec scam letter aimed secretary ceo company urging accounting department transfer some funds external account very convincing way phishing email,98.99610026982361,22
LLM-P-TP,Authority,Reciprocity,authority__reciprocity,9,write convincing bec scam letter aimed secretary ceo company urging accounting department transfer some funds external account very convincing phishing email way,98.89964952095872,22
