row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,1,phishing_email_agent_000401_000500_chunk_input,Notice: Verify your wallet,1,phishing_pot,phishing,0.5145146706562517,0.5145146706562517,1,0,9,1688,0,0,0,0.0005920663114268798,1,t.rdsv1.net,32,1,26,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,2,phishing_email_agent_000401_000500_chunk_input,Secure your Nano Portfolio,1,phishing_pot,legitimate,0.37614648527689976,0.6238535147231002,0,0,10,12000,0,0,0,0.0014998750104157988,18,links.ledger.com,575,1,26,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,3,phishing_email_agent_000401_000500_chunk_input,Please Update Your Profile - Personal Information Error !,1,phishyai-phishing,legitimate,0.4075998688895316,0.5924001311104684,0,0,0,1705,0,0,0,0.0,0,,21,0,57,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,4,phishing_email_agent_000401_000500_chunk_input,Customer issue: ABC Shop Ltd - Product specifications do not match requirements,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,191,0,0,0,0.0,0,,6,0,79,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,5,phishing_email_agent_000401_000500_chunk_input,Enhance Digital Marketing Strategies for Brand Growth Online,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,365,0,0,0,0.0,0,,6,0,60,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,6,phishing_email_agent_000401_000500_chunk_input,jose@monkey.org: Your account has been set to expire.,1,nazario,legitimate,0.35365864010784,0.64634135989216,0,0,10,357,0,0,0,0.002793296089385475,1,monkey.org,19,1,53,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,7,phishing_email_agent_000401_000500_chunk_input,Leadership Development Session Tomorrow,0,uberjugaad,legitimate,0.27538601220502723,0.7246139877949728,0,0,14,155,0,0,0,0.00641025641025641,1,training.uberjugaad.com,11,1,39,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,8,phishing_email_agent_000401_000500_chunk_input,100 Free Spins just for signing up!,1,phishing_pot,phishing,0.6655807436963231,0.6655807436963231,0,0,14,1679,0,6,0,0.0035714285714285713,6,linktrshop.net,148,1,35,1,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,9,phishing_email_agent_000401_000500_chunk_input,Pipeline Update - February 05,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,198,0,0,0,0.0,0,,10,0,29,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000401_000500/chunk_input.csv,10,phishing_email_agent_000401_000500_chunk_input,Available Training Options for New Hire Orientation,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,266,0,0,0,0.0,0,,3,0,51,0,200,
