row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,1,llm_guard_000701_000800_chunk_input,Urgent: Report Delivery Delays and Impact on Decision-Making Processes,0,S8-fill-bracket-full:llama,2026,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,2,llm_guard_000701_000800_chunk_input,Urgent: Report Access Issues Following Recent Update,0,S8-fill-bracket-full:llama,1410,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,3,llm_guard_000701_000800_chunk_input,OFFICIAL NOTICE,1,S8-fill-bracket-full:llama,2478,False,2,ban_substrings | sensitive,True,-0.7,False,1.0,False,1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,4,llm_guard_000701_000800_chunk_input,,1,S8-fill-bracket-full:llama,2638,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,5,llm_guard_000701_000800_chunk_input,Verification and Release of Funds Procedure,1,S8-fill-bracket-full:llama,1354,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,6,llm_guard_000701_000800_chunk_input,,1,S8-fill-bracket-full:llama,1504,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,7,llm_guard_000701_000800_chunk_input,,1,S8-fill-bracket-full:llama,920,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,8,llm_guard_000701_000800_chunk_input,Urgent: Resolving Issue with Recent Online Order,1,S8-fill-bracket-full:llama,1795,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,9,llm_guard_000701_000800_chunk_input,Re: Software Error - Additional Information Requested,0,S8-fill-bracket-full:llama,1091,True,0,,True,-1.0,True,-1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,10,llm_guard_000701_000800_chunk_input,Re: Software Issue Report - Assistance Request,0,S8-fill-bracket-full:llama,1320,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,11,llm_guard_000701_000800_chunk_input,Re: Issue with [Application/Feature Name],0,S8-fill-bracket-full:llama,1120,True,0,,True,-1.0,True,-1.0,True,-1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,12,llm_guard_000701_000800_chunk_input,Urgent: Overdue Invoice for replacement without brackets,0,S8-fill-bracket-full:llama,1190,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,13,llm_guard_000701_000800_chunk_input,Urgent: Overdue Payment from Customer XYZ,0,S8-fill-bracket-full:llama,1311,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,14,llm_guard_000701_000800_chunk_input,,0,S8-fill-bracket-full:llama,1210,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,15,llm_guard_000701_000800_chunk_input,Shared Document: Project Collaboration Guidelines,1,S8-fill-bracket-full:llama,972,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,16,llm_guard_000701_000800_chunk_input,Secure Document Delivery - [Document Name],1,S8-fill-bracket-full:llama,1772,True,0,,True,-1.0,True,-1.0,True,-1.0
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,17,llm_guard_000701_000800_chunk_input,Notification of Shared File: Confidential Information,1,S8-fill-bracket-full:llama,1439,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,18,llm_guard_000701_000800_chunk_input,Deployment Issue with Software Application - Request for Assistance,0,S8-fill-bracket-full:llama,1134,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,19,llm_guard_000701_000800_chunk_input,Deployment Error - Assistance Requested,0,S8-fill-bracket-full:llama,1118,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,20,llm_guard_000701_000800_chunk_input,Deployment Issue on Cloud Platform - Request for Troubleshooting Advice,0,S8-fill-bracket-full:llama,1314,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,21,llm_guard_000701_000800_chunk_input,Exploring the Feasibility of Ultracapacitors in Electric Cars,0,S8-fill-bracket-full:llama,3262,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,22,llm_guard_000701_000800_chunk_input,Technical Analysis: High Energy Density Capacitors for Electric Vehicles,0,S8-fill-bracket-full:llama,3186,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,23,llm_guard_000701_000800_chunk_input,Speculative Discussion: High-Speed Capacitor-Driven Electric Vehicles,0,S8-fill-bracket-full:llama,3292,True,0,,True,-1.0,True,-1.0,True,-1.0
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,24,llm_guard_000701_000800_chunk_input,Follow-up: User Authentication Issue on New Platform,0,S8-fill-bracket-full:llama,2218,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,25,llm_guard_000701_000800_chunk_input,Request for Assistance with Authentication Issue,0,S8-fill-bracket-full:llama,592,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,26,llm_guard_000701_000800_chunk_input,User Authentication Issue via API,0,S8-fill-bracket-full:llama,1940,True,0,,True,-0.7,True,-1.0,True,-1.0
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_000701_000800/chunk_input.csv,27,llm_guard_000701_000800_chunk_input,,1,S8-fill-bracket-full:llama,955,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
