row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,1,Beta testers have had Vista for two weeks,CLEAN,80.0,2,Infoworld | Google | Facebook | Microsoft,"Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF not_found | DKIM not_found | Mentioned brands (google.com, facebook.com, microsoft.com) but links to unrelated domains (accelacomm.com, infoworld.com)","The email appears to be a legitimate newsletter from Infoworld, containing links to various articles on their domain. While there are mentions of brands like Google, Facebook, and Microsoft, the links do not directly impersonate these brands. The absence of SPF and DKIM records is noted, but the DMARC policy is set to reject, which adds some level of trust. Missing standard headers like 'Date' and 'Message-ID' are unusual but not definitive indicators of phishing.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,2,Bank of America Alert: Irregular Statement - November,SUSPICIOUS,85.0,7,Bank of America,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text | Request for account verification,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body text contains urgent language and requests account verification, which is a common phishing tactic. However, no malicious attachments or links were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,3,We've noticed some unidentified informations on your account ID!,MALICIOUS,90.0,8,Apple,Mismatch From/Reply-To domains | Urgency in body text | SPF check failed for domain example.com | DKIM check failed for domain example.com | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple phishing indicators: it impersonates Apple Support, lacks standard headers ('Date' and 'Message-ID'), and fails SPF and DKIM authentication checks. The body contains urgent language prompting immediate action ('complete the steps to confirm your identity') and references an account ID without providing legitimate links or context. The absence of attachments does not mitigate the high risk.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,4,Server Notification,SUSPICIOUS,85.0,8,,Missing standard 'Date' header | Missing standard 'Message-ID' header | Urgency in body text ('Confirm Now') | SPF check failed | DKIM check failed | Unknown domain 'monkey.org',"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The body text contains urgency ('Confirm Now') and directs the recipient to verify their account, a common phishing tactic. The domain 'monkey.org' is not a known brand, and the email lacks SPF and DKIM authentication, increasing suspicion. However, DMARC policy is present but not fully mitigating the risk.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,5,[VIRUS] Bank Transfer Notification,SUSPICIOUS,80.0,7,HSBC Bank (Hong Kong),Missing standard 'Date' header | Missing standard 'Message-ID' header | Urgency in subject line ('[VIRUS] Bank Transfer Notification') | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain contains encoding error ('Â') | Reference to virus and payment proof in body text,"The email exhibits multiple suspicious elements, including a missing 'Date' and 'Message-ID' header, which are standard in legitimate emails. The subject line '[VIRUS] Bank Transfer Notification' uses urgency and fear tactics, common in phishing attempts. The body mentions 'HSBC Bank (Hong Kong)' but lacks proper authentication checks (SPF and DKIM not found). The links provided are to HSBC's official domain but contain an encoding error ('Â'), which could indicate obfuscation or a typo. The email also references a virus and a payment proof, which could be an attempt to lure the recipient into taking action.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,6,Account Re-activation,SUSPICIOUS,85.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text ('permanently blocked if you do not unblock within 48hours') | No Reply-To address provided,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM authentication checks failed, indicating potential email spoofing. The body contains urgent language pressuring the recipient to act quickly ('permanently blocked if you do not unblock within 48hours'), a common phishing tactic. Additionally, the email claims to be from 'example.com' but does not provide a Reply-To address, further raising suspicions.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,7,Foreign debit notification,MALICIOUS,90.0,8,Standard Bank,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text | Link domain differs from mentioned brand | Brand impersonation,"The email exhibits multiple suspicious indicators, including missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and a body containing urgent language and a suspicious link. The email impersonates a bank, urging the recipient to reactivate their card by clicking a link, which is a common phishing tactic. The lack of proper authentication and the presence of urgency increase the likelihood of this being a phishing attempt.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,8,Re: [SM-USERS] Bug Report,CLEAN,85.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which is unusual but not definitively malicious. The body content appears to be a legitimate bug report without urgent language, suspicious links, or brand impersonation. No attachments were present, and DMARC policy was correctly configured. Overall, the email does not exhibit clear phishing indicators.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,9,"[TechRepublic] Can Mahalo save us from Google, Digg, and Wikipedia?",CLEAN,95.0,1,Google | Microsoft | UPS,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be legitimate based on the provided data. There are no suspicious links, attachments, or urgent language. The email mentions brands like Google and Microsoft, but there is no evidence of brand impersonation or typosquatting. The absence of SPF and DKIM records is noted, but the DMARC policy is set to reject, which adds a layer of security. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,10,[Fwd: Re: unable to run sa-learn utility as non-root user],CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate technical discussion about SpamAssassin usage. No phishing indicators such as suspicious links, brand impersonation, or malicious attachments were found. Missing headers like 'Date' and 'Message-ID' are unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not performed, but DMARC policy is set to reject, which is a positive sign.",Analysis completed successfully,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,11,>Email Password Reset,SUSPICIOUS,85.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text | Unspecified link in body text,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM authentication checks failed, indicating potential spoofing. The body contains urgent language ('Password will expire in 3 days') and directs the recipient to an unspecified link ('Check it out Here'), which is a common phishing tactic. The absence of attachments reduces risk but does not eliminate suspicion.",Analysis completed successfully,,0
12,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,12,"⏳ Sandra, I’m very impatient.",CLEAN,85.0,2,Duolingo,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com,"The email appears to be a legitimate reminder from Duolingo, as evidenced by the content mentioning Duolingo practice reminders and the absence of suspicious links or attachments. While there are missing standard headers ('Date' and 'Message-ID') and failed SPF/DKIM checks, these alone do not indicate phishing given the benign content and lack of malicious indicators.",Analysis completed successfully,,0
13,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,13,Re: [spambayes-dev] Subversion conversion?,CLEAN,95.0,0,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate discussion thread related to Subversion conversion. No suspicious links, attachments, or phishing indicators were found. The absence of SPF and DKIM checks is noted but does not necessarily indicate malicious intent. The email content is coherent and relevant to the subject.",Analysis completed successfully,,0
14,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,14,How precarious is it to rent in Toronto?,CLEAN,95.0,1,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate newsletter from a housing editor discussing the impact of a recent rate hike on home prices. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured to reject, which adds some level of trust. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
15,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002621_002640/chunk_input.csv,15,Re: server is rejecting mail from single domain,CLEAN,95.0,0,,SPF check not_found | DKIM check not_found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be a legitimate technical discussion regarding server mail rejection issues. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured to reject, which aligns with the domain's security posture. Missing standard headers like 'Date' and 'Message-ID' are unusual but not indicative of phishing in this context.",Analysis completed successfully,,0
