row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,1,How to style the runway-approved tank top,CLEAN,95.0,1,NET-A-PORTER | SAINT LAURENT | BOTTEGA VENETA,SPF check not found | DKIM check not found | Missing 'Date' header | Missing 'Message-ID' header,"The email appears to be legitimate based on the provided data. The body content is consistent with a promotional email from a fashion retailer, mentioning brands like NET-A-PORTER and SAINT LAURENT. No suspicious links, attachments, or urgent language were detected. While SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a positive indicator. Missing 'Date' and 'Message-ID' headers are unusual but not inherently malicious.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,2,Unusual sign-in activity,SUSPICIOUS,85.0,7,Microsoft,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Brand impersonation of Microsoft,"The email lacks standard headers ('Date' and 'Message-ID') and fails SPF and DKIM authentication checks, raising concerns about its legitimacy. The body impersonates Microsoft, mentioning unusual sign-in activity, which is a common phishing tactic. However, no links or attachments were found to confirm malicious intent. The absence of links reduces the immediate risk, but the combination of failed authentication and brand impersonation suggests a phishing attempt.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,3,A New Use for Old Jeans,CLEAN,85.0,2,DIY Project of the Day,SPF check failed (not_found) | DKIM check failed (not_found) | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate newsletter from a DIY project service. No suspicious links, attachments, or urgent language were found. The absence of SPF and DKIM records is notable but not conclusive evidence of phishing, especially since DMARC policy is set to reject. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,4,Auto Email Upgrade jose@monkey.org,SUSPICIOUS,75.0,6,Email Administrator,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate emails. The SPF and DKIM checks failed, indicating potential email spoofing. The body contains urgent language pressuring the recipient to upgrade their mailbox, a common phishing tactic. However, no malicious links or attachments were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,5,Microsoft Outlook,MALICIOUS,95.0,8,Microsoft,Mismatch From/Reply-To domains | Urgency in body text | Link domain site9423341.92.webydo.com differs from mentioned brand microsoft.com | SPF check failed for domain example.com | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email claims to be from Microsoft Outlook but contains a link to an unrelated and suspicious domain (site9423341.92.webydo.com). The email lacks standard headers ('Date' and 'Message-ID'), and authentication checks (SPF and DKIM) are missing. The urgency in the body text ('Your Microsoft Outlook Password will expire today') and the mismatch between the mentioned brand and the link domain strongly suggest a phishing attempt.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,6,Confirm Your Email and Get Started,SUSPICIOUS,75.0,6,Wix.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Urgency in body text,"The email lacks standard headers ('Date' and 'Message-ID'), and authentication checks (SPF and DKIM) are not found, which raises concerns. The body text mentions 'Wix.com' and urges the recipient to confirm their email address, which could be an attempt to impersonate the brand. However, there are no malicious links or attachments detected, and the DMARC policy is correctly configured.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,7,Important update required.,MALICIOUS,90.0,8,PayPal,Urgency in body text | Brand impersonation of PayPal | Grammatical errors in body text | Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed,"The email exhibits multiple red flags indicative of a phishing attempt. The subject line 'Important update required' suggests urgency, a common phishing tactic. The body text impersonates PayPal, a known brand, and contains grammatical errors ('Pay Pal' instead of 'PayPal', 'PayPaI' with a capital 'I'). The absence of standard headers like 'Date' and 'Message-ID' further raises suspicion. Additionally, the email lacks SPF and DKIM authentication, which are critical for verifying sender legitimacy. While no links or attachments were found, the combination of brand impersonation, urgency, and missing authentication checks strongly suggests malicious intent.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,8,🎄Akár -50%*! Ajándéknak is tökéletes ajánlatok! Fedezd fel online! 🎁,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which raises minor concerns. However, DMARC policy is set to reject, and no suspicious links, attachments, or urgent language were detected. The content appears to be a promotional message without signs of phishing.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,9,jose@monkey.org have (7) failed email deliveries.,SUSPICIOUS,80.0,7,monkey.org,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Urgency in body text | Link domain monkey.org differs from sender domain example.com,"The email exhibits multiple suspicious elements, including missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and a DMARC policy that suggests strict rejection. The body contains urgent language prompting the recipient to click a link to verify information, which is a common phishing tactic. The domain 'monkey.org' is mentioned repeatedly but does not match the sender's domain 'example.com', raising concerns about potential brand impersonation or typosquatting.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002441_002460/chunk_input.csv,10,Your Parcel Number RL001097064 is on the way,SUSPICIOUS,70.0,5,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Urgency in body text regarding unpaid shipping costs,"The email lacks standard headers ('Date' and 'Message-ID'), and authentication checks (SPF and DKIM) are not found, which raises suspicion. The body contains urgent language regarding unpaid shipping costs, a common phishing tactic. However, no malicious links or attachments were detected, and the domain 'example.com' does not appear to impersonate a known brand.",Analysis completed successfully,,0
