row_principle,col_principle,feature_type,mean_group_a,mean_group_b,delta_group_a_minus_group_b,welch_t,welch_p,permutation_p,fdr_p,hedges_g,bootstrap_ci_low,bootstrap_ci_high,significant_fdr_0_05
Authority,Authority,diagonal,0.7935641158068059,0.9626505737387137,-0.1690864579319078,-43.24057735625619,0.0,0.004975124378109453,0.006965174129353233,-1.329250782179507,-0.17686476150284333,-0.16152410643451054,True
Authority,Liking,cooccurrence,0.4584083053280442,0.8530093969047648,-0.39460109157672063,-58.70025378800628,0.0,0.004975124378109453,0.006965174129353233,-1.5349840894198161,-0.4085483875473397,-0.3811736747429355,True
Authority,Reciprocity,cooccurrence,0.3083040581034103,0.47918731206902415,-0.17088325396561388,-30.487882483580673,4.940173889842719e-187,0.004975124378109453,0.006965174129353233,-0.6376982386373677,-0.1806980110167426,-0.158717524143807,True
Authority,Social Proof,cooccurrence,0.2977703770371171,0.3597649712160964,-0.06199459417897929,-11.099680698767244,2.842003159226669e-28,0.004975124378109453,0.006965174129353233,-0.2457452885504812,-0.07254408438099023,-0.050082020877890626,True
Authority,Scarcity,cooccurrence,0.08561178996446317,0.08063013573179037,0.0049816542326728,2.1080242911636575,0.03508429605206454,0.01990049751243781,0.024582967515364353,0.04914159198821171,0.00028230987882392234,0.0097626855404843,True
Authority,Commitment,cooccurrence,0.026803496286302783,0.027593116837617684,-0.0007896205513149013,-0.9224938385721152,0.35632057656046656,0.22885572139303484,0.2669983416252073,-0.021411827621194285,-0.002531354957648947,0.0011257108250907998,False
Liking,Liking,diagonal,0.5055278125686034,0.882586595322416,-0.37705878275381266,-59.49804102170545,0.0,0.004975124378109453,0.006965174129353233,-1.5257429781536676,-0.3900312459624306,-0.3649791851982231,True
Liking,Reciprocity,cooccurrence,0.25137797031348585,0.4436044245434719,-0.19222645422998602,-33.914327733244775,7.4247973569016505e-227,0.004975124378109453,0.006965174129353233,-0.6996471268551877,-0.20238900087621386,-0.18077166179169965,True
Liking,Social Proof,cooccurrence,0.24607551455177598,0.33619057447113004,-0.09011505991935406,-15.998856558641224,3.9375762517606884e-56,0.004975124378109453,0.006965174129353233,-0.35253338198173007,-0.10062272918030903,-0.07901889002973896,True
Liking,Scarcity,cooccurrence,0.076133604118,0.07591798656858607,0.0002156175494139323,0.0905860422129728,0.9278256110488015,0.9054726368159204,0.9054726368159204,0.0021402593053591163,-0.00444725886434322,0.0049434283593918025,False
Liking,Commitment,cooccurrence,0.023867689633948485,0.02605184561238427,-0.002184155978435784,-2.5294300436429564,0.01145906541553787,0.004975124378109453,0.006965174129353233,-0.059590133019026846,-0.003928419283691982,-0.00036938370902008254,True
Reciprocity,Reciprocity,diagonal,0.330451823545553,0.4890159523554973,-0.15856412880994425,-29.531396801241794,1.1475542971561636e-176,0.004975124378109453,0.006965174129353233,-0.6092357107443668,-0.16830073832870635,-0.14670737497769598,True
Reciprocity,Social Proof,cooccurrence,0.18852242516598042,0.22755896798669198,-0.03903654282071156,-7.5835776570890845,3.9823686750626067e-14,0.004975124378109453,0.006965174129353233,-0.15425393770410434,-0.04841837559109446,-0.02902406396243473,True
Reciprocity,Scarcity,cooccurrence,0.062463493961294005,0.05656635364640305,0.005897140314890956,2.611910718685743,0.009033755991407037,0.009950248756218905,0.013059701492537315,0.06068176463361832,0.0017315837548470896,0.010427860775258806,True
Reciprocity,Commitment,cooccurrence,0.019649446117644305,0.019496177653650568,0.00015326846399373734,0.18434143979785633,0.8537539596744987,0.7661691542288557,0.8044776119402985,0.004303332891806341,-0.0015437941912791536,0.001918053676643074,False
Social Proof,Social Proof,diagonal,0.3153447703073556,0.3654464520547942,-0.05010168174743862,-9.306329511072189,1.9807735365736713e-20,0.004975124378109453,0.006965174129353233,-0.20362299156165747,-0.06019405758762238,-0.038941935505217413,True
Social Proof,Scarcity,cooccurrence,0.06408753166438667,0.04864834017288967,0.015439191491497,6.717477233127103,2.084409090857413e-11,0.004975124378109453,0.006965174129353233,0.16053692798378508,0.01089643778141904,0.019883238369182297,True
Social Proof,Commitment,cooccurrence,0.01986165004370449,0.016670592069716404,0.0031910579739880852,3.8206331946146403,0.00013494595510762898,0.004975124378109453,0.006965174129353233,0.0914580911086477,0.001483167944759298,0.004862116770649571,True
Scarcity,Scarcity,diagonal,0.08917241739846368,0.08139466067490801,0.0077777567235556705,3.3330649325145782,0.0008658980425153979,0.004975124378109453,0.006965174129353233,0.07734213739693063,0.0031317767847116036,0.012519696840615348,True
Scarcity,Commitment,cooccurrence,0.008566572842524127,0.005190044108184489,0.003376528734339638,6.248669437199784,4.573357434656133e-10,0.004975124378109453,0.006965174129353233,0.17856118597353207,0.002268424783364923,0.004601556138159459,True
Commitment,Commitment,diagonal,0.02858429665203072,0.02788051353157369,0.0007037831204570293,0.8318424971551328,0.4055419272539764,0.2885572139303483,0.3189316575019639,0.01922572509050543,-0.001012710134643364,0.002664103815530008,False
