row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,1,llm_guard_008201_008300_chunk_input,Problem with Campaign Metrics Tracking,0,tobiasbuek,167,True,0,,True,-1.0,True,-1.0,True,-1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,2,llm_guard_008201_008300_chunk_input,[opensuse] Beagle waste,0,phishpuzzer,669,True,0,,True,-1.0,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,3,llm_guard_008201_008300_chunk_input,Approval needed: Extended terms,0,uberjugaad,178,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,4,llm_guard_008201_008300_chunk_input,RE: PO/Remittance Advice AED 462821 FYA.,1,nazario,421,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,5,llm_guard_008201_008300_chunk_input,Microsoft Outlook Encrypted Message,1,phishpuzzer,113,True,0,,True,-1.0,True,-1.0,True,-1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,6,llm_guard_008201_008300_chunk_input,Have you been informed about this?,1,phishing_pot,684,True,0,,True,-1.0,True,-1.0,True,-1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,7,llm_guard_008201_008300_chunk_input,Your Smarsh Email Encryption Activation Information,1,phishpuzzer,5887,False,2,ban_substrings | sensitive,True,-0.7,False,1.0,False,0.1
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,8,llm_guard_008201_008300_chunk_input,Support for Failed Integrations,0,tobiasbuek,655,True,0,,True,-1.0,True,-1.0,True,-1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,9,llm_guard_008201_008300_chunk_input,Urgent: Your wallet was suspended!,1,phishing_pot,810,False,1,ban_substrings,True,-0.7,False,1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,10,llm_guard_008201_008300_chunk_input,Last call: 9th CIVINEDU Conference 2025 🎉 organized by REDINE (Spain),1,phishpuzzer,3052,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s4-gd_detector_suite_n4rg3gvy/llm_guard_008201_008300/chunk_input.csv,11,llm_guard_008201_008300_chunk_input,[ Apple ] : Update Your Account Information,1,phishpuzzer,997,False,1,ban_substrings,True,-1.0,False,1.0,True,-1.0
