subject,body,label,model_prediction,model_score,model_reason,raw_response
Problem with Software Update,Data analytics functions are disrupted following the latest software update. Efforts to restart and reinstall the software have been unsuccessful.,0,0,2,Lack of urgency and specific details about the issue,"{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency and specific details about the issue"",
  ""score"": 2
}"
Approval needed: Special pricing,"Need approval for:

Customer: Company_112
Deal size: €403,674
Discount requested: 10%
Reason: End of quarter push

Please approve in system.

Patrick",0,1,8,"Lack of personalization and generic request for approval in a system, which could be a phishing attempt to gain access to sensitive information.","{
  ""is_phishing"": 1,
  ""reason"": ""Lack of personalization and generic request for approval in a system, which could be a phishing attempt to gain access to sensitive information."",
  ""score"": 8
}"
Pipeline Update - February 13,"Morning update:

Opportunities in progress: 6
Value in pipeline: €1,990,659
Closes this week: 2

Key activities today:
- Customer meetings: 3
- Proposals to send: 3
- Follow-ups needed: 8

Lorenzo",0,0,1,Legitimate email with company update and no suspicious links or attachments.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with company update and no suspicious links or attachments."",
  ""score"": 1
}"
Re: Urgent: Cloud deployment failing - API Monitoring Down,"Dear John,

Thank you for reaching out. We understand this is a critical issue and apologize for the inconvenience.

To help us diagnose the problem, could you please provide the following information:

* Your Aetheros account ID
* The approximate time the deployment issue started
* Any error messages you are seeing

We will investigate this immediately and keep you updated.

Best regards,
The Aetheros Support Team",0,0,2,"Legitimate email from a known company, requesting information for issue resolution.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email from a known company, requesting information for issue resolution."",
  ""score"": 2
}"
Pipeline Update - February 07,"Morning update:

Opportunities in progress: 14
Value in pipeline: €821,462
Closes this week: 2

Key activities today:
- Customer meetings: 3
- Proposals to send: 1
- Follow-ups needed: 9

Charles",0,0,1,Legitimate business update with no suspicious language or links.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate business update with no suspicious language or links."",
  ""score"": 1
}"
Pipeline Update - February 03,"Morning update:

Opportunities in progress: 9
Value in pipeline: €121,570
Closes this week: 3

Key activities today:
- Customer meetings: 4
- Proposals to send: 1
- Follow-ups needed: 4

Samuel",0,0,1,Legitimate business update with no suspicious language or links.,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate business update with no suspicious language or links."",
  ""score"": 1
}"
72���% Rabatt lauft bald ab: Jetzt verlangern,"<html lang=""de""><head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""></head>
<body style=""font-family: Arial, sans-serif; background-color: #f5f5f5; margin: 0; padding: 0; display: flex; justify-content: center; align-items: center;"">

<div style=""background-color: #fff; border: 1px solid #ddd; border-radius: 10px; width: 600px; padding: 0; box-shadow: 0 0 15px rgba(0,0,0,0.2);"">
<div style=""text-align: center; padding: 20px; background-color: #fffff; border-bottom: 1px solid #7f0000; position: relative; overflow: hidden;"">
<div style=""background:#fffffff;color:#ffffff;padding:0px;font-size:32px;font-weight:700;padding:20px;text-align: center"">
<a href=""http://ecwalkers.com/cl/2524629_md/31/24818206/19499/897/109207"">
<img src=""https://pbs.twimg.com/media/Ggaa8hfWQAAGfqp?format=png&amp;name=small"" width=""300px""><br>
<img src=""//pbs.twimg.com/media/Ggaa8hfWQAAGfqp?format=png&amp;name=small"" width=""300px"">
</a>
</div>
<div style=""content: ''; position: absolute; top: 50%; left: 50%; width: 200%; height: 200%; background: radial-gradient(circle, rgba(255, 255, 255, 0.1), rgba(255, 255, 255, 0) 70%); transform: translate(-50%, -50%); z-index: 0;""></div>
</div><a href=""http://ecwalkers.com/cl/2524629_md/31/24818206/19499/897/109207"" style=""text-decoration: none; color: inherit; font-weight: normal;"">
<marquee bgcolor=""#AF0707"" hspace=""0"" scrolldelay=""100"" width=""100%"">
<div style=""text-align: center; padding: 20px; background-color: #AF0707; color: #fff; font-size: 24px; font-weight: bold; border-bottom: 1px solid #c62828;"">
Ihr McAfee-Abonnement ist abgelaufen
</div>
</marquee></a><a href=""http://ecwalkers.com/cl/2524629_md/31/24818206/19499/897/109207"" style=""text-decoration: none; color: inherit; font-weight: normal;"">
<div style=""padding: 20px; text-align: center;"">
<p style=""margin: 15px 0; line-height: 1.6; font-size: 16px; color: #333;"">Ihr McAfee Total Protection-Abonnement für Windows ist heute abgelaufen</p>
<p style=""margin: 15px 0; line-height: 1.6; font-size: 16px; color: #333;"">Ohne Verlängerung <strong>könnten Ihre Geräte Viren, Malware und Identitätsdiebstahl ausgesetzt sein.</strong></p>
<p style=""color: #c62828; font-weight: bold; font-size: 16px;""><strong>Es ist sofortiges Handeln erforderlich! Ihre Geräte sind nicht geschützt und in Gefahr...</strong></p>
<div style=""background-color: #fafafa; border: 1px solid #ddd; padding: 20px; border-radius: 10px; margin: 20px 0; text-align: left;"">
<a href=""http://ecwalkers.com/cl/2524629_md/31/24818206/19499/897/109207"" style=""text-decoration:none;color:#000000"">
<table style=""width: 100%; border-collapse: collapse;"">
<tr>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: bold; color: #555;"">Konto-ID:</td>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: normal;""><strong>05708600 DE</strong></td>
</tr>
<tr>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: bold; color: #555;"">Benutzer:</td>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: normal;""><strong>phishing@pot</strong></td>
</tr>
<tr>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: bold; color: #555;"">Seriennummer:</td>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: normal;"">
<span style=""display: inline-block; padding: 6px 12px; border: 2px solid #ddd; border-radius: 6px; margin: 0 5px; background-color: #ffe0e0; font-family: monospace; font-weight: bold; color: #c62828;"">g0ak</span>
<span style=""display: inline-block; padding: 6px 12px; border: 2px solid #ddd; border-radius: 6px; margin: 0 5px; background-color: #ffe0e0; font-family: monospace; font-weight: bold; color: #c62828;"">1254</span>
<span style=""display: inline-block; padding: 6px 12px; border: 2px solid #ddd; border-radius: 6px; margin: 0 5px; background-color: #ffe0e0; font-family: monospace; font-weight: bold; color: #c62828;"">g0ak</span>
<span style=""display: inline-block; padding: 6px 12px; border: 2px solid #ddd; border-radius: 6px; margin: 0 5px; background-color: #ffe0e0; font-family: monospace; font-weight: bold; color: #c62828;"">g0ak</span>
</td>
</tr>
<tr>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: bold; color: #555;"">Rabatt:</td>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: normal;"">
<div style=""display: inline-block; padding: 4px 12px; background-color: #c62828; color: #fff; font-size: 16px; font-weight: bold; border-radius: 25px; box-shadow: 0 0 10px rgba(0,0,0,0.3); position: relative; overflow: hidden; text-align: center;"">
<span style=""position: relative; z-index: 1;"">95,89 % RABATT</span>
<div style=""content: ''; position: absolute; top: -25px; right: -25px; width: 150%; height: 150%; background-color: #b71c1c; transform: rotate(-30deg); z-index: 0;""></div>
</div>
</td>
</tr>
<tr>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: bold; color: #555;"">Angebot gültig bis:</td>
<td style=""padding: 12px; vertical-align: top; font-size: 16px; color: #333; font-weight: normal;""><strong>30.06.2025</strong></td>
</tr>
</table>
</div>
<a href=""http://ecwalkers.com/cl/2524629_md/31/24818206/19499/897/109207"" style=""display: inline-block; padding: 12px 25px; background-color: #d32f2f; color: #fff; text-decoration: none; border-radius: 5px; margin-top: 20px; font-size: 18px; font-weight: bold;"">JETZT VERLÄNGERN</a>

<div style=""font-size:18px;padding:10px;color:#000000"" align=""left"">
<p style=""font-size: 16px;line-height: 1.5;margin-top: 20px;color:black"">
Sehr geehrte(r) phishing@pot,<br><br>
Trotz mehrerer Nachrichten und Warnungen haben wir keine Antwort erhalten. <strong>Ihr Schutz vor Cyberbedrohungen ist ernsthaft gefährdet.</strong><br><br>
Verlängern Sie Ihr Abonnement sofort, um kontinuierlichen Schutz vor Cyberangriffen und Hackern zu gewährleisten. <strong>Ihre Sicherheit ist unsere Priorität.</strong>
</p>
</div>
</div>
<div style=""font-size:13px;background-color: #b71c1c; color: #fff; padding: 15px; text-align: center; border-radius: 0 0 0px 0px;"">
<span style=""font-size:10px;"">©</span> 2025 McAfee<span style=""font-size:7px;"">™</span>. Alle Rechte vorbehalten<br>
</div>
<div align=""center"" width=""100%"" style=""font-family:Helvetica, Arial, sans-serif; font-size:10px; color:#202020; line-height:15px; padding-bottom:10px;"">
<br>Wenn Sie keine weiteren E-Mails erhalten möchten, <a href=""http://ecwalkers.com/un/2524629_md/31/24818206/19499/897/109207"" style=""color:#000000;"">melden Sie sich hier ab</a>
<br>
</div>
</div>
</body>

<img alt="""" src=""https://earningadvice.com/op/2524629_md/31/24818206/19499/897/109207"" width=""1px"" height=""1px"" style=""visibility:hidden"">
</html>",1,1,9,"Suspicious email with fake McAfee renewal notice, containing malicious links and attempting to trick the user into revealing sensitive information.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with fake McAfee renewal notice, containing malicious links and attempting to trick the user into revealing sensitive information."",
  ""score"": 9
}"
Support for Billing Management,I require assistance in optimizing the billing process for multiple software and hardware tools utilized by financial analysts. Could you help me streamline this process?,0,0,2,"Lack of urgency, specific request, and suspicious language","{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency, specific request, and suspicious language"",
  ""score"": 2
}"
Query Regarding Marketing Agency's Digital Strategy Campaign Underperformance,"The marketing agency's digital strategy campaigns have underperformed, which is affecting the brand's growth. It seems that integration issues with data analytics tools might be the cause. Despite attempts to optimize ad placements and adjust content, there has been some improvement. Assistance is needed to resolve these issues and enhance the brand's performance.",0,0,1,"Legitimate email with a clear subject and body, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with a clear subject and body, no suspicious links or attachments."",
  ""score"": 1
}"
Inquiry About Evernote Integration for Investment Tools,"Hello customer support, I would like to know about the data analytics tools that can be integrated with Evernote for enhancing my investment strategies. Could you supply me with a list of these compatible tools along with their features? Your assistance in providing relevant information will be highly appreciated as it aids in making well-informed investment choices. Thank you for your support.",0,0,1,Legitimate inquiry with proper language and formatting,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate inquiry with proper language and formatting"",
  ""score"": 1
}"
