stage_group,stage,source,principle_group,left_principle,right_principle,value
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9964830976
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.774917526436
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.39059875044099995
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.48311674435599994
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9999880000360001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.739319666569
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.999652030276
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.8537889360490001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.284914683076
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.557444410884
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9816469899610001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.09768937780900001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.8902903767039999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.7456909691560001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9599139815039999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.6193060416
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.999598040401
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.581491653136
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9869031649000001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9766163211209999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.10512055372899999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.842417415889
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9996320338560001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9975195400809999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.999968000256
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.7929760020639999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.998278741321
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.7902072120959999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,1.0
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.641386349956
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.6321204036
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.975794279329
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9883342224999999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9997040219039999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.3044788256159999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.7780615980840001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.5302359179289999
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.32222425190400006
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.9978411664000001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.282559222969
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.7484153121000001
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.757998338161
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.999956000484
S6-MPG,S6-MPG,HW,A-A,Authority,Authority,0.952298836164
