group_label,feature_a,feature_b,cell_slug,rank,sentence,sentence_score,token_count
HW-B-TN,Authority,Authority,authority__authority,1,july number number read full story also cnet stock quotes cnet news com investor,64.58234275123691,14
HW-B-TN,Authority,Authority,authority__authority,2,tech award number million open jobs news com top cios zdnet peoplesoft canon powershot elph number number number pixels digital zoom number optical zoom flash just money accessorize camera canon battery charger canon power adapter kit canon number compactflash card canon number compactflash card fujifilm finepix number number number number pixels flash lowest price money minolta dimage free shipping available,64.51975137323275,79
HW-B-TN,Authority,Authority,authority__authority,3,number smartmedia card lowest price money canon powershot number megapixels new shooting modes optical number digital zoom features lowest price money casio number number number pixels flash lcd display lowest price money kyocera finecam number number number pixels digital zoom number optical zoom lowest price money did know channelonline enables streamline sales process building quotes orders online,63.77596521342173,57
HW-B-TN,Authority,Authority,authority__authority,4,canon powershot number,46.054198269188035,3
HW-B-TN,Authority,Authority,authority__authority,5,cnet shopper newsletter pda edition shopper all cnet web number cyber shot number canon powershot number palm number nikon coolpix number number canon powershot all most popular sony clie number mhz processor transflective lcd number ram playback strong infrared port just money accessorize pda sony mini keyboard sony adapter sony memory stick module sony carrying case looking upgrade memory,46.054198269188035,59
HW-B-TN,Authority,Authority,authority__authority,6,number number canon powershot number dell latitude number nikon coolpix number all most popular acting bit sluggish,46.054198269188035,17
HW-B-TN,Authority,Authority,authority__authority,7,cnet shopper newsletter electronics edition shopper all cnet web number sony cyber shot number canon powershot number palm number palm number nikon coolpix number all most popular live tech help now,46.0536456188088,31
HW-B-TN,Authority,Authority,authority__authority,8,read full story also outlook opens pcs hackerswrite dan farber cnet com back top also tech update today commentary mixing unix windows most enterprises mix windows unix systems,38.00578199370211,28
HW-B-TN,Authority,Authority,authority__authority,9,july number number number number read full story scripting flaw threatens web servers flaw found newer versions php web server scripting language could allow attackers crash some cases control computers over internet developer group announced monday vulnerability affects versions number number php according php group,37.943657934835386,45
HW-B-TN,Authority,Authority,authority__authority,10,july number number number number read full story collabnet takes wing online games software development site collabnet announced monday working butterfly net effort create supercomputing grid hosting online games collabnet host butterfly lab online environment allow developers test games using service modeled butterfly approach,37.943657934835386,44
HW-B-TN,Authority,Liking,authority__liking,1,date attempted restart servers reviewed settings utilized diagnostic tools but issue remains unresolved,57.153789269909154,13
HW-B-TN,Authority,Liking,authority__liking,2,customer support contacting report ongoing issue data encryption server,49.46889344395387,9
HW-B-TN,Authority,Liking,authority__liking,3,greetings customer support contacting report significant problem medical data encryption,49.468645918751534,10
HW-B-TN,Authority,Liking,authority__liking,4,customer support contacting report problem data encryption,49.468250302725494,7
HW-B-TN,Authority,Liking,authority__liking,5,customer support contacting report serious problem medical data encryption software,49.464935253983306,10
HW-B-TN,Authority,Liking,authority__liking,6,customer support contacting report fault project synchronization,48.87974180941833,7
HW-B-TN,Authority,Liking,authority__liking,7,also tried rebooting system but issue remains unresolved,47.86758690716676,8
HW-B-TN,Authority,Liking,authority__liking,8,what done far run airtable diagnostics checked connections but issue remains unresolved,47.86715608208241,12
HW-B-TN,Authority,Liking,authority__liking,9,tried restarting system but issue remains unresolved,47.867060345328916,7
HW-B-TN,Authority,Liking,authority__liking,10,attempted before contacting reached out support reviewed account correct situation but issue remains unresolved,47.86246490839917,14
HW-B-TN,Authority,Reciprocity,authority__reciprocity,1,july number number number number read full story partners truth imac beholder business week silly apple try squelch internet rumors about its next moves,69.5331338610235,24
HW-B-TN,Authority,Reciprocity,authority__reciprocity,2,july number number number number read full story harvest new ipods bigger imac more mac faithful gather new york apple ceo steve jobs rallies defense mac operating system trots out new hardware including bigger imac ipods windows,65.79377707708126,37
HW-B-TN,Authority,Reciprocity,authority__reciprocity,3,july number number number number read full story mac tech show set open new york imac all display number inches worth jaguar update mac should bare its teeth mac faithful gather new york,65.66110949072247,33
HW-B-TN,Authority,Reciprocity,authority__reciprocity,4,july number number number number read full story scient files chapter number internet consulting firm scient has filed chapter number bankruptcy agreed sell certain assets professional services firm deal calls salt lake sbi hire some employees provide money million financing pending completion asset acquisition scient has been struggling some time now,60.333191232972766,51
HW-B-TN,Authority,Reciprocity,authority__reciprocity,5,july number number number number read full story yahoo mail puts words mouth what does yahoo mail against mocha what users free service may wondering they try send message using word mocha discover while transit mocha mysteriously changes espresso,60.333191232972766,39
HW-B-TN,Authority,Reciprocity,authority__reciprocity,6,july number number number number read full story unisys splits intel server line unisys specialist servers coming out new line servers gears promote itanium number chip unisys new aries servers accommodate many number itanium number xeon processors cost between money number money number said mark fevertson unisys vice president server marketing,60.333191232972766,51
HW-B-TN,Authority,Reciprocity,authority__reciprocity,7,july number number number number read full story microsoft sweetens mac office offer sales its office suite mac falling short projections microsoft plans wednesday announce rebate those who buy software bundle when they pick new mac promotion which runs through sept number entails money rebate people buying new mac upgrading office money those buying mac full version software,60.333191232972766,58
HW-B-TN,Authority,Reciprocity,authority__reciprocity,8,july number number number number read full story new chip may portend ati comeback ati once leader graphics chips launch its comeback bid week new chip experts say could put company back front terms performance markham company thursday unveil details radeon number desktop graphics chip based new architecture provide greater realism when comes number images according sources fastest versions new,60.333191232972766,76
HW-B-TN,Authority,Reciprocity,authority__reciprocity,9,july number number read full story ebags carries off business week big spenders could buy success but online luggage vendor survived making frugality its watchword,60.333191232972766,25
