group_label,feature_a,feature_b,cell_slug,rank,phrase,phrase_len,log_ratio_score,weighted_group_count,weighted_background_count
HW-B-TN,Authority,Authority,authority__authority,1,read full,2,9.728677503780382,150.0,0.0
HW-B-TN,Authority,Authority,authority__authority,2,full story,2,9.5700839311076,128.0,0.0
HW-B-TN,Authority,Authority,authority__authority,3,read full story,3,9.5700839311076,128.0,0.0
HW-B-TN,Authority,Authority,authority__authority,4,news com,2,9.20672363906743,88.999944,0.0
HW-B-TN,Authority,Authority,authority__authority,5,canon powershot,2,9.206723054862872,88.99989200000002,0.0
HW-B-TN,Authority,Authority,authority__authority,6,canon powershot number,3,9.148910527575143,83.99992800000001,0.0
HW-B-TN,Authority,Authority,authority__authority,7,powershot number,2,9.148910527575143,83.99992800000001,0.0
HW-B-TN,Authority,Authority,authority__authority,8,tech update,2,9.136936627706525,83.0,0.0
HW-B-TN,Authority,Authority,authority__authority,9,number read full,3,9.074812568839803,78.0,0.0
HW-B-TN,Authority,Authority,authority__authority,10,lowest price,2,8.861266132500052,62.99982000000001,0.0
HW-B-TN,Authority,Authority,authority__authority,11,lowest price money,3,8.861266132500052,62.99982000000001,0.0
HW-B-TN,Authority,Authority,authority__authority,12,cnet news,2,8.743505434382167,55.99998,0.0
HW-B-TN,Authority,Authority,authority__authority,13,cnet news com,3,8.688455742951922,52.99998,0.0
HW-B-TN,Authority,Authority,authority__authority,14,read review,2,8.669411168483055,51.99998,0.0
HW-B-TN,Authority,Authority,authority__authority,15,motley fool,2,8.649997237174418,51.0,0.0
HW-B-TN,Authority,Liking,authority__liking,1,support contacting,2,10.126234318783837,107.94503587969201,0.0
HW-B-TN,Authority,Liking,authority__liking,2,customer support contacting,3,10.126234318783837,107.94503587969201,0.0
HW-B-TN,Authority,Liking,authority__liking,3,contacting report,2,9.99805826854265,94.95788252401609,0.0
HW-B-TN,Authority,Liking,authority__liking,4,remains unresolved,2,9.88686217637197,84.96377364893799,0.0
HW-B-TN,Authority,Liking,authority__liking,5,support contacting report,3,9.720874555939508,71.96760602031499,0.0
HW-B-TN,Authority,Liking,authority__liking,6,data encryption,2,9.504764714624036,57.978528228854,0.0
HW-B-TN,Authority,Liking,authority__liking,7,problem still,2,9.469521682879744,55.970430263613004,0.0
HW-B-TN,Authority,Liking,authority__liking,8,but issue,2,9.451646317382448,54.978650235576005,0.0
HW-B-TN,Authority,Liking,authority__liking,9,still exists,2,9.433235676609684,53.975536268729975,0.0
HW-B-TN,Authority,Liking,authority__liking,10,issue remains,2,9.336131646645377,48.979801012662016,0.0
HW-B-TN,Authority,Liking,authority__liking,11,attempted restart,2,9.33608586291746,48.97755812828599,0.0
HW-B-TN,Authority,Liking,authority__liking,12,issue remains unresolved,3,9.294475436620017,46.98099200259901,0.0
HW-B-TN,Authority,Liking,authority__liking,13,already attempted,2,9.157839436783506,40.97966345172,0.0
HW-B-TN,Authority,Liking,authority__liking,14,still persists,2,9.15781786285651,40.978779153252,0.0
HW-B-TN,Authority,Liking,authority__liking,15,problem remains,2,9.133170135124377,39.98084777569101,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,1,read full,2,10.52833553492373,139.35809099999997,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,2,full story,2,10.380798497887804,120.24103699999995,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,3,read full story,3,10.380798497887804,120.24103699999995,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,4,networks inc,2,9.933245757872648,76.85332099999998,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,5,tech update,2,9.909881759547703,75.07830299999996,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,6,cnet networks inc,3,9.907472492786038,74.89761299999999,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,7,cnet networks,2,9.907472492786038,74.89761299999999,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,8,number read,2,9.89387699071608,73.886098,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,9,number number read,3,9.89387699071608,73.886098,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,10,number read full,3,9.89387699071608,73.886098,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,11,back top,2,9.500697481277971,49.863037000000006,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,12,networks inc all,3,9.410720192069173,45.57155899999999,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,13,copyright number cnet,3,9.410720192069173,45.57155899999999,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,14,number cnet networks,3,9.410720192069173,45.57155899999999,0.0
HW-B-TN,Authority,Reciprocity,authority__reciprocity,15,lowest price money,3,9.390884514018952,44.676326,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,1,networks inc,2,10.349422282440088,74.31754900000001,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,2,tech update,2,10.339183145083934,73.560382,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,3,news com,2,10.334689834501503,73.23054900000004,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,4,cnet networks inc,3,10.324415270970105,72.48188700000001,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,5,cnet networks,2,10.324415270970105,72.48188700000001,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,6,canon powershot,2,10.323846397275457,72.44066,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,7,canon powershot number,3,10.306232981754224,71.175729,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,8,powershot number,2,10.306232981754224,71.175729,0.0
HW-B-TN,Authority,Social Proof,authority__social_proof,9,number number read,3,10.305910519640886,71.152778,0.0
