row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,1,llm_guard_001001_001100_chunk_input,,1,S8-fill-bracket-full:llama,1574,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,2,llm_guard_001001_001100_chunk_input,Request for Assistance with Final Philanthropic Intentions,1,S8-fill-bracket-full:llama,2008,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,3,llm_guard_001001_001100_chunk_input,Re: Access Permission Issue - Case #XXXXX,0,S8-fill-bracket-full:llama,1018,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,4,llm_guard_001001_001100_chunk_input,Assistance with Access Issues - Request for Account Details,0,S8-fill-bracket-full:llama,1231,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,5,llm_guard_001001_001100_chunk_input,Urgent: Resource Access Issue - Case #TS-1234,0,S8-fill-bracket-full:llama,1461,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,6,llm_guard_001001_001100_chunk_input,The Office: Where Heroes Come to Mingle with Staplers,0,S8-fill-bracket-full:llama,2248,True,0,,True,-1.0,True,-1.0,True,-1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,7,llm_guard_001001_001100_chunk_input,,0,S8-fill-bracket-full:llama,2103,True,0,,True,-1.0,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,8,llm_guard_001001_001100_chunk_input,Headquarters Visit Report: A Reality Check,0,S8-fill-bracket-full:llama,2733,False,1,sensitive,True,-1.0,True,-1.0,False,0.6
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,9,llm_guard_001001_001100_chunk_input,Order Confirmation: SHPS-004567,1,S8-fill-bracket-full:llama,1304,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,10,llm_guard_001001_001100_chunk_input,Payment Confirmation and Order Reservation,1,S8-fill-bracket-full:llama,1199,False,1,sensitive,True,-0.7,True,-1.0,False,1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s8-llama_detector_suite_eku6jpef/llm_guard_001001_001100/chunk_input.csv,11,llm_guard_001001_001100_chunk_input,Order Confirmation: Order #XXXXX,1,S8-fill-bracket-full:llama,1006,True,0,,True,-0.7,True,-1.0,True,-1.0
