row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,1,Give your workwear wardrobe a raise,CLEAN,85.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is unusual but not definitively malicious. The DMARC policy is set to reject, which adds some legitimacy. The body content appears to be a promotional message for workwear, with no urgency, poor grammar, or suspicious links. No attachments were found. Overall, the email does not exhibit strong phishing indicators.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,2,"[Spambayes-checkins] spambayes/spambayes storage.py, 1.63.2.1, 1.63.2.2",CLEAN,95.0,0,Spambayes,Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate update notification related to Spambayes project. No suspicious elements were found in the headers, body, or attachments. The missing 'Date' and 'Message-ID' headers are unusual but not indicative of phishing. The link provided points to a legitimate Python mailing list, and no attachments were present. Authentication checks (SPF, DKIM) were not found, but DMARC policy was correctly configured.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,3,1 New Schedule Message.,MALICIOUS,95.0,8,Discover Card,Urgency in body text | Brand impersonation ('D1sc0ver C4rd Service') | Suspicious link ('Click Here') | Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com,"The email exhibits multiple phishing indicators: urgency in the body text ('within the next 24 Hours'), brand impersonation ('D1sc0ver C4rd Service'), and suspicious links ('Click Here'). Additionally, the email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks. The DMARC policy is set to reject, but the absence of SPF and DKIM increases the likelihood of phishing.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,4,Payment Schedule,SUSPICIOUS,70.0,5,wellsfargo.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Brand impersonation of 'wellsfargo.com',"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, which raises concerns about its legitimacy. While the DMARC policy is set to 'reject', the absence of SPF and DKIM records undermines its effectiveness. The email body mentions 'wellsfargo.com' but does not contain any links to verify the domain match, which could indicate brand impersonation. However, the absence of malicious attachments or links reduces the immediate threat level.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,5,Check Your Mail,MALICIOUS,90.0,8,Email service provider (unspecified),Obfuscated text with non-standard characters | Urgency in body text | Missing 'Date' header | Missing 'Message-ID' header | SPF check not found | DKIM check not found,"The email exhibits multiple red flags indicative of a phishing attempt. The body contains obfuscated text with non-standard characters and urgent language prompting immediate action ('Please validate your account below to retrieve your e-mails'). The absence of standard headers like 'Date' and 'Message-ID' is suspicious. Additionally, the email lacks SPF and DKIM authentication, which increases the risk of spoofing. The DMARC policy is set to reject, but the absence of SPF and DKIM checks undermines its effectiveness. The email does not explicitly mention a brand, but the context suggests impersonation of an email service provider.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,6,Re:You have received files from WE transfer.,SUSPICIOUS,75.0,6,WeTransfer,"Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text ('Will be deleted on 2 March, 2019') | Request to add 'noreply@wetransfer.com' to contacts","The email lacks standard headers like 'Date' and 'Message-ID', which is unusual for legitimate communications. The SPF and DKIM authentication checks failed, indicating potential email spoofing. The body text mentions 'WeTransfer' but does not provide a direct link, which is atypical for legitimate WeTransfer notifications. The email also includes urgency ('Will be deleted on 2 March, 2019') and requests adding 'noreply@wetransfer.com' to contacts, which could be an attempt to legitimize the sender.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,7,Saisonale Highlights,CLEAN,80.0,2,Ralph Lauren,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not_found | DKIM check not_found,"The email appears to be clean with no definitive phishing indicators. The content is consistent with promotional material from Ralph Lauren, including a legitimate link to their official website. Missing standard headers (Date, Message-ID) and failed SPF/DKIM checks are noted but do not conclusively indicate phishing. No attachments or suspicious elements were found.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,8,You've been subscribed to RealGM Heads Up,CLEAN,95.0,1,RealGM,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate subscription confirmation for RealGM Heads Up. The links provided are consistent with the RealGM domain and no suspicious elements were found. The absence of SPF and DKIM records is noted but does not necessarily indicate malicious intent, especially since the DMARC policy is set to reject. The email lacks urgency, poor grammar, or mismatched domains, and no attachments were present.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,9,Looking for something new?,CLEAN,85.0,2,NET-A-PORTER,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate promotional message from NET-A-PORTER, showcasing new arrivals. No suspicious links, attachments, or urgent language were found. However, the absence of standard headers like 'Date' and 'Message-ID' and the lack of SPF/DKIM authentication are mildly concerning but not definitive indicators of phishing.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002321_002340/chunk_input.csv,10,Check Your New File that was sent to jose@monkey.org,SUSPICIOUS,65.0,4,WeTransfer,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body content mentions 'WeTransfer' but lacks any links or attachments, which is inconsistent with typical WeTransfer notifications. The urgency in the message ('Will be deleted on 14 March, 2018') is also a common phishing tactic.",Analysis completed successfully,,0
