row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,1,phishing_email_agent_000101_000200_chunk_input,important notice! (message id: C377735272935),1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,2,0,0,0,0.0,0,,2,0,45,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,2,phishing_email_agent_000101_000200_chunk_input,Several Integrations Failed Simultaneously,0,tobiasbuek,legitimate,0.41585221561584634,0.5841477843841536,0,0,0,162,0,0,0,0.0,0,,4,0,42,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,3,phishing_email_agent_000101_000200_chunk_input,Important Security Notice,1,phishpuzzer,phishing,0.5297852771240849,0.5297852771240849,0,0,0,955,0,0,0,0.0,0,,14,0,25,1,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,4,phishing_email_agent_000101_000200_chunk_input,Microsoft account unusual signin activity,1,phishing_pot,legitimate,0.44488178553900387,0.5551182144609961,0,0,9,11999,0,91,0,8.333333333333333e-05,1,gmail.com,1461,1,41,1,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,5,phishing_email_agent_000101_000200_chunk_input,order details,1,nazario,legitimate,0.4084966130294839,0.5915033869705161,0,0,10,3191,0,0,0,0.0006265664160401002,2,monkey.org,110,1,13,1,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,6,phishing_email_agent_000101_000200_chunk_input,You're Billing Information !,1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,4,0,0,0,0.0,0,,3,0,28,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,7,phishing_email_agent_000101_000200_chunk_input,<Corrected contract>,1,nazario,legitimate,0.1823249831228565,0.8176750168771435,0,0,10,923,0,0,0,0.0,0,monkey.org,22,1,20,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,8,phishing_email_agent_000101_000200_chunk_input,Último Aviso: Seu pedido foi taxado pela fiscalização alfandegária!,1,phishing_pot,legitimate,0.31894184735713454,0.6810581526428654,0,0,0,69,0,0,0,0.0,0,,0,0,67,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,9,phishing_email_agent_000101_000200_chunk_input,Problem related to project data disappearance,0,tobiasbuek,legitimate,0.2097002363180377,0.7902997636819623,0,0,0,108,0,0,0,0.0,0,,1,0,45,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,10,phishing_email_agent_000101_000200_chunk_input,"phishing@pot, wat voor roker ben jij?",1,phishing_pot,legitimate,0.4510232779242294,0.5489767220757706,1,0,6,9470,0,132,0,0.0013726111287086897,13,www.w3.org,1410,1,37,0,200,
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,11,phishing_email_agent_000101_000200_chunk_input,Issue with Website Analytics Data,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,308,0,0,0,0.0,0,,5,0,33,0,200,
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,12,phishing_email_agent_000101_000200_chunk_input,"PO Approval Required: €66,849",0,uberjugaad,legitimate,0.37800733408032455,0.6219926659196755,0,0,0,147,0,0,0,0.0,0,,7,0,29,0,200,
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,13,phishing_email_agent_000101_000200_chunk_input,Gewinnen Sie eine Geschenkkarte im Wert von 250 ��� f��r Ihren n��chsten Einkaufsbummel!,1,phishing_pot,legitimate,0.4510232779242294,0.5489767220757706,1,0,6,7305,0,171,0,0.0010949904188338351,8,www.w3.org,1284,1,88,0,200,
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,14,phishing_email_agent_000101_000200_chunk_input,Problem with login system for account,0,tobiasbuek,phishing,0.5398797366979986,0.5398797366979986,0,0,0,114,0,0,0,0.0,0,,1,0,37,0,200,
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,15,phishing_email_agent_000101_000200_chunk_input,Urgent: Vehicle Tax Payment Failure Notification.,1,phishpuzzer,phishing,0.7541780665631159,0.7541780665631159,0,0,0,732,0,0,0,0.0,0,,18,0,49,0,200,
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,16,phishing_email_agent_000101_000200_chunk_input,#rodrigofp: USDT v2: Upgrading ERC-20 token,1,phishing_pot,phishing,0.5755544130191469,0.5755544130191469,0,0,0,12000,0,0,0,0.0,0,,414,0,43,1,200,
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,17,phishing_email_agent_000101_000200_chunk_input,Concern about Data Anomaly,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,309,0,0,0,0.0,0,,4,0,26,0,200,
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,18,phishing_email_agent_000101_000200_chunk_input,Details on Scalable SaaS Project Management Features,0,tobiasbuek,legitimate,0.22714556717316947,0.7728544328268305,0,0,0,40,0,0,0,0.0,0,,1,0,52,0,200,
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,19,phishing_email_agent_000101_000200_chunk_input,Enhancing Investment Portfolios Using Data Analytics Tools,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,542,0,0,0,0.0,0,,7,0,58,0,200,
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,20,phishing_email_agent_000101_000200_chunk_input,"[Malicious] Re: Fw: Tick Tock, Your Reward Is Inside",1,phishing_pot,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,355,0,0,0,0.0,0,,6,0,52,0,200,
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,21,phishing_email_agent_000101_000200_chunk_input,Strategies for Safeguarding Hospital Patient Data,0,tobiasbuek,legitimate,0.3989242621596306,0.6010757378403694,0,0,0,1123,0,0,0,0.0,0,,23,0,49,0,200,
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,22,phishing_email_agent_000101_000200_chunk_input,Overdue: Customer 596124771 - 84 days,0,uberjugaad,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,184,0,0,0,0.0,0,,7,0,37,1,200,
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,23,phishing_email_agent_000101_000200_chunk_input,Query Regarding Sync Issues with Project Timelines,0,tobiasbuek,legitimate,0.2406517737484475,0.7593482262515525,0,0,0,398,0,0,0,0.0,0,,11,0,50,0,200,
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,24,phishing_email_agent_000101_000200_chunk_input,"Fifth Third Bank reminder: please update your details. -Fri, 02 Feb 2007 20:27:21 -0500",1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,4,0,0,0,0.0,0,,3,0,87,0,200,
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,25,phishing_email_agent_000101_000200_chunk_input,Spend a minute to help us improve our online service and get 20$!,1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,2,0,0,0,0.0,0,,2,0,65,0,200,
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,26,phishing_email_agent_000101_000200_chunk_input,Re: Mercury Language Integration Issue with Existing Cloud Infrastructure,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,327,0,0,0,0.0,0,,8,0,73,0,200,
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,27,phishing_email_agent_000101_000200_chunk_input,Problem with Notion MacBook Pro,0,tobiasbuek,legitimate,0.23561805858804957,0.7643819414119504,0,0,0,353,0,0,0,0.0,0,,5,0,31,0,200,
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,28,phishing_email_agent_000101_000200_chunk_input,Re: Branching,0,phishpuzzer,legitimate,0.4687000917617489,0.531299908238251,0,0,0,2071,0,0,0,0.0,0,,75,0,13,1,200,
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,29,phishing_email_agent_000101_000200_chunk_input,Prachtige Oekraïense Meisjes Wachten om Jou te Ontmoeten op Valentijn!,1,phishing_pot,phishing,0.558141910192515,0.558141910192515,3,0,12,1130,0,0,0,0.0017683465959328027,2,click1.100clicks.co,43,1,70,0,200,
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,30,phishing_email_agent_000101_000200_chunk_input,Secure Medical Data Information,0,tobiasbuek,legitimate,0.4063759709160683,0.5936240290839316,0,0,0,108,0,0,0,0.0,0,,2,0,31,0,200,
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,31,phishing_email_agent_000101_000200_chunk_input,Problem with Medical Records Access System,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,686,0,0,0,0.0,0,,12,0,42,0,200,
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,32,phishing_email_agent_000101_000200_chunk_input,Wear your world with UT graphic tees for less!,1,phishpuzzer,legitimate,0.43299689415103815,0.5670031058489619,0,0,10,920,0,0,0,0.0,0,us.uniqlo.com,25,1,46,0,200,
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,33,phishing_email_agent_000101_000200_chunk_input,monkey.org update,1,phishpuzzer,legitimate,0.3784225957934853,0.6215774042065147,0,0,10,248,0,0,0,0.0,0,monkey.org,7,1,17,1,200,
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,34,phishing_email_agent_000101_000200_chunk_input,Task: March 29th,1,cornell-phish-bowl,legitimate,0.31472486721684273,0.6852751327831572,0,0,0,281,0,0,0,0.0,0,,14,0,16,0,200,
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,35,phishing_email_agent_000101_000200_chunk_input,Microsoft account unusual signin activity,1,phishing_pot,legitimate,0.44488178553900387,0.5551182144609961,0,0,11,12000,0,91,0,8.332638946754438e-05,1,hotmail.com,1458,1,41,1,200,
36,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,36,phishing_email_agent_000101_000200_chunk_input,Approval needed: Volume discount,0,uberjugaad,legitimate,0.37301295536714796,0.626987044632852,0,0,0,152,0,0,0,0.0,0,,9,0,32,0,200,
37,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,37,phishing_email_agent_000101_000200_chunk_input,Support Inquiry for H2O AI with PHP 8.0,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,366,0,0,0,0.0,0,,9,0,39,0,200,
38,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,38,phishing_email_agent_000101_000200_chunk_input,Prazo final para retirada do seu pedido na Alfândega.,1,phishing_pot,legitimate,0.26176387992920497,0.738236120070795,0,0,15,8236,0,99,0,0.00012140342357654485,1,juliodejens.icu,979,1,53,0,200,
39,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,39,phishing_email_agent_000101_000200_chunk_input,Let’s Celebrate You Today!,1,phishing_pot,legitimate,0.4599379220917715,0.5400620779082286,2,0,12,3136,0,71,0,0.0022314313037934334,7,4pdgb2lnq.za3za3.co.uk,516,1,26,0,200,
40,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,40,phishing_email_agent_000101_000200_chunk_input,WeTransfer File: Revised-002EM Invoice PO-091K43Z9 (Biogen),1,nazario,legitimate,0.28946506326129645,0.7105349367387035,0,0,10,510,0,0,0,0.0019569471624266144,1,monkey.org,17,1,59,0,200,
41,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,41,phishing_email_agent_000101_000200_chunk_input,Problem with the Home Page of the Website,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,268,0,0,0,0.0,0,,5,0,41,0,200,
42,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,42,phishing_email_agent_000101_000200_chunk_input,We've blocked your account! Your photos and videos will be deleted today,1,phishing_pot,legitimate,0.4050945561929133,0.5949054438070867,1,0,10,4856,0,93,0,0.001441218859378217,7,img.icons8.com,709,1,72,0,200,
43,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,43,phishing_email_agent_000101_000200_chunk_input,"Your $2,750.00",1,cornell-phish-bowl,legitimate,0.31472486721684273,0.6852751327831572,0,0,0,636,0,0,0,0.0,0,,19,0,14,0,200,
44,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_000101_000200/chunk_input.csv,44,phishing_email_agent_000101_000200_chunk_input,Your Outlook Exceeded,1,phishpuzzer,phishing,0.5746256302696484,0.5746256302696484,0,0,0,303,0,0,0,0.0,0,,8,0,21,1,200,
