row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,1,phishing_email_agent_001601_001700_chunk_input,Overdue: Customer 501943334 - 51 days,0,uberjugaad,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,184,0,0,0,0.0,0,,7,0,37,1,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,2,phishing_email_agent_001601_001700_chunk_input,Suchst du nach jemandem in deiner N��he?,1,phishing_pot,phishing,0.6121172969655734,0.6121172969655734,1,0,6,8924,0,133,0,0.0010084033613445378,9,www.w3.org,1067,1,40,1,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,3,phishing_email_agent_001601_001700_chunk_input,Időérzékeny: Probléma a kézbesítéssel,1,nazario,legitimate,0.29498635914420296,0.705013640855797,0,0,24,1914,0,0,1,0.0010443864229765013,2,fwtrack.accountsanti-freeze.info,58,1,37,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,4,phishing_email_agent_001601_001700_chunk_input,Support for WooCommerce TYPO3 Integration,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,543,0,0,0,0.0,0,,8,0,41,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,5,phishing_email_agent_001601_001700_chunk_input,Urgent Support for Digital Campaign Disruption,0,tobiasbuek,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,529,0,0,0,0.0,0,,10,0,46,1,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,6,phishing_email_agent_001601_001700_chunk_input,Pipeline Update - January 08,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,193,0,0,0,0.0,0,,9,0,28,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,7,phishing_email_agent_001601_001700_chunk_input,Optimization of Investments,0,tobiasbuek,legitimate,0.31894184735713454,0.6810581526428654,0,0,0,52,0,0,0,0.0,0,,0,0,27,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,8,phishing_email_agent_001601_001700_chunk_input,Pipeline Update - January 27,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,197,0,0,0,0.0,0,,10,0,28,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,9,phishing_email_agent_001601_001700_chunk_input,Unlock your Capital One account immediately !!,1,phishyai-phishing,legitimate,0.41140132076135216,0.5885986792386478,0,0,0,1485,0,0,0,0.0,0,,38,0,46,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,10,phishing_email_agent_001601_001700_chunk_input,System Specifications for Optimal SaaS Usage,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,449,0,0,0,0.0,0,,4,0,44,0,200,
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,11,phishing_email_agent_001601_001700_chunk_input,Fw: REPLY IMMEDIATELY,1,phishing_pot,legitimate,0.4278601880040427,0.5721398119959573,0,0,7,402,0,2,0,0.0,0,msn.com,48,1,21,1,200,
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,12,phishing_email_agent_001601_001700_chunk_input,Re: URGENT: Security breach potential in Cloud Management due to IAM role misconfiguration,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,386,0,0,0,0.0,0,,7,0,90,0,200,
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,13,phishing_email_agent_001601_001700_chunk_input,Medical Data Security on Oracle Database 19c,0,tobiasbuek,legitimate,0.42793978095914864,0.5720602190408514,0,0,0,665,0,0,0,0.0,0,,12,0,44,0,200,
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,14,phishing_email_agent_001601_001700_chunk_input,Customer Support Ticket,0,tobiasbuek,legitimate,0.41381702561084355,0.5861829743891565,0,0,0,247,0,0,0,0.0,0,,4,0,23,0,200,
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,15,phishing_email_agent_001601_001700_chunk_input,Challenge with Campaign Launch,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,79,0,0,0,0.0,0,,1,0,30,0,200,
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,16,phishing_email_agent_001601_001700_chunk_input,Re: Problem with Mercury type casting in latest version,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,418,0,0,0,0.0,0,,58,0,55,0,200,
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,17,phishing_email_agent_001601_001700_chunk_input,"Extra 25% off gifts for Mother's Day are going, going...",1,phishpuzzer,legitimate,0.46982919541899054,0.5301708045810094,0,0,0,1604,0,0,0,0.0,0,,35,0,56,0,200,
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,18,phishing_email_agent_001601_001700_chunk_input,イオンカード：ご利用地域取引の認証更新手続きのご通知,1,phishpuzzer,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,756,0,0,0,0.0,0,,8,0,26,0,200,
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,19,phishing_email_agent_001601_001700_chunk_input,Re: Mercury Deployment Issue on Aetheros Cloud,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,259,0,0,0,0.0,0,,13,0,46,0,200,
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,20,phishing_email_agent_001601_001700_chunk_input,AÇÃO TRIBUTARIA DO TRABALHO,1,phishing_pot,legitimate,0.37435974272631084,0.6256402572736892,0,0,9,460,0,0,0,0.0021691973969631237,1,www.clkmg.com,30,1,27,0,200,
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,21,phishing_email_agent_001601_001700_chunk_input,Update Your Membership for Uninterrupted Streaming!,1,nazario,legitimate,0.28946506326129645,0.7105349367387035,0,0,10,955,0,0,0,0.0,0,monkey.org,145,1,51,0,200,
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,22,phishing_email_agent_001601_001700_chunk_input,"IMPORTANT NOTICE From Wells Fargo Bank, Kindly Take Action Now",1,nazario,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,344,0,0,0,0.0,0,,5,0,62,0,200,
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,23,phishing_email_agent_001601_001700_chunk_input,Processo de adesão Black Card iniciado pelo Bradesco. Token: 79885873,1,phishing_pot,legitimate,0.38038549756408296,0.619614502435917,0,0,0,69,0,0,0,0.0,0,,0,0,69,0,200,
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,24,phishing_email_agent_001601_001700_chunk_input,Re: Inquiry about IAM integration with custom API roles,0,rtweera,legitimate,0.36650748697376334,0.6334925130262367,0,0,0,1135,0,0,0,0.0,0,,25,0,55,0,200,
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,25,phishing_email_agent_001601_001700_chunk_input,Incorrect Billing Amount,0,tobiasbuek,legitimate,0.4690012859405578,0.5309987140594422,0,0,0,256,0,0,0,0.0,0,,5,0,24,0,200,
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,26,phishing_email_agent_001601_001700_chunk_input,Re: IAM Role Permissions Issue,0,rtweera,legitimate,0.41381702561084355,0.5861829743891565,0,0,0,569,0,0,0,0.0,0,,15,0,30,0,200,
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,27,phishing_email_agent_001601_001700_chunk_input,Drupal Magento Integration Support Guidance,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,223,0,0,0,0.0,0,,3,0,43,0,200,
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,28,phishing_email_agent_001601_001700_chunk_input,Re: [spambayes-dev] SpamBayes core_server.py and related bits merged to CVS HEAD,0,phishpuzzer,legitimate,0.34815390910318667,0.6518460908968133,0,0,10,1451,0,0,0,0.0006887052341597796,1,python.org,114,1,80,0,200,
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,29,phishing_email_agent_001601_001700_chunk_input,Software Training Registration Open,0,uberjugaad,legitimate,0.27538601220502723,0.7246139877949728,0,0,14,166,0,0,0,0.005988023952095809,1,training.uberjugaad.com,11,1,35,0,200,
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,30,phishing_email_agent_001601_001700_chunk_input,Project Timeline Integration,0,tobiasbuek,legitimate,0.12335669059825678,0.8766433094017432,0,0,0,52,0,0,0,0.0,0,,0,0,28,0,200,
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,31,phishing_email_agent_001601_001700_chunk_input,You are a Silver Powerseller Now !,1,phishyai-phishing,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,1163,0,0,0,0.0,0,,28,0,34,0,200,
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,32,phishing_email_agent_001601_001700_chunk_input,Urgent: IAM Role Issue Blocking Production Deployment,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,588,0,0,0,0.0,0,,34,0,53,0,200,
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,33,phishing_email_agent_001601_001700_chunk_input,Secure Medical Data Storage Solutions,0,tobiasbuek,legitimate,0.4063759709160683,0.5936240290839316,0,0,0,153,0,0,0,0.0,0,,2,0,37,0,200,
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,34,phishing_email_agent_001601_001700_chunk_input,Microsoft account unusual signin activity,1,phishing_pot,legitimate,0.44488178553900387,0.5551182144609961,0,0,9,12000,0,91,0,8.332638946754438e-05,1,gmail.com,1469,1,41,1,200,
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,35,phishing_email_agent_001601_001700_chunk_input,Re: API Monitoring - Intermittent Latency Spikes,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,483,0,0,0,0.0,0,,10,0,48,0,200,
36,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,36,phishing_email_agent_001601_001700_chunk_input,Support Inquiry Concerning Integration Failures,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,278,0,2,0,0.0,0,,11,0,47,0,200,
37,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,37,phishing_email_agent_001601_001700_chunk_input,Question about Mercury Language and String Manipulation,0,rtweera,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,398,0,0,0,0.0,0,,9,0,55,0,200,
38,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,38,phishing_email_agent_001601_001700_chunk_input,New invoice from Yoti USA Inc #ADE7F2E0-0001,1,phishpuzzer,legitimate,0.33209841223370257,0.6679015877662975,0,0,8,829,0,0,0,0.0,0,yoti.com,51,1,44,0,200,
39,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,39,phishing_email_agent_001601_001700_chunk_input,Capital One Bank Notification - Please Read - ID: COB495886838,1,phishyai-phishing,phishing,0.5130063837804514,0.5130063837804514,0,0,0,626,0,0,0,0.0,0,,29,0,62,0,200,
40,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,40,phishing_email_agent_001601_001700_chunk_input,Student Administrative Support Position: Carnegie Mellon University,1,cmu-archived-phish,legitimate,0.41489558388775594,0.5851044161122441,0,0,7,360,0,0,0,0.002770083102493075,1,www.cmu.edu,21,1,67,0,200,
41,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,41,phishing_email_agent_001601_001700_chunk_input,Enhancing Collaboration with Cisco Webex Meetings Integration,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,267,0,0,0,0.0,0,,3,0,61,0,200,
42,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,42,phishing_email_agent_001601_001700_chunk_input,Request for Quotation,1,phishing_pot,legitimate,0.4670382764943573,0.5329617235056427,0,0,20,741,0,0,1,0.0,0,pfizerservice-nv.com,28,1,21,1,200,
43,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,43,phishing_email_agent_001601_001700_chunk_input,(Attention [recipient]) | Re-authenticate 2 Factor Authentication (2Fa) | September 2023,1,cornell-phish-bowl,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,88,0,0,0,0.0,0,,8,0,88,0,200,
44,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,44,phishing_email_agent_001601_001700_chunk_input,Fifth Third Bank - security notice!,1,phishyai-phishing,legitimate,0.35231796094473616,0.6476820390552638,0,0,0,4,0,0,0,0.0,0,,3,0,35,0,200,
45,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,45,phishing_email_agent_001601_001700_chunk_input,>Question for item #250026510836 - Respond Now<,1,phishyai-phishing,legitimate,0.45005092547614967,0.5499490745238503,0,0,0,2281,0,0,0,0.00043821209465381246,1,,67,0,47,0,200,
46,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,46,phishing_email_agent_001601_001700_chunk_input,"Critical Update: phishing@pot, renew your TotalAV subscription to stay protected!",1,phishing_pot,legitimate,0.29947128864509026,0.7005287113549097,0,0,9,6616,0,111,0,0.0006045035514583648,4,pbs.twimg.com,997,1,81,0,200,
47,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,47,phishing_email_agent_001601_001700_chunk_input,Bitcoin Extortion,1,cmu-archived-phish,legitimate,0.38491883362069645,0.6150811663793035,0,0,7,353,0,0,0,0.002824858757062147,1,www.cmu.edu,23,1,17,0,200,
48,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,48,phishing_email_agent_001601_001700_chunk_input,Mandatory Activation of Two-Factor Authentication by 10/04/2024,1,phishing_pot,legitimate,0.3989242621596306,0.6010757378403694,0,0,0,2361,0,0,0,0.0,0,,82,0,63,0,200,
49,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,49,phishing_email_agent_001601_001700_chunk_input,Restore your account access,1,phishyai-phishing,phishing,0.5988117910381495,0.5988117910381495,0,0,0,1168,0,0,0,0.0,0,,23,0,27,1,200,
50,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,50,phishing_email_agent_001601_001700_chunk_input,Enhance Digital Marketing Strategies for Optimal Performance,0,tobiasbuek,legitimate,0.29060811151622257,0.7093918884837774,0,0,0,420,0,0,0,0.0,0,,7,0,60,0,200,
51,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,51,phishing_email_agent_001601_001700_chunk_input,Overdue: Customer 538502327 - 65 days,0,uberjugaad,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,180,0,0,0,0.0,0,,7,0,37,1,200,
52,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001601_001700/chunk_input.csv,52,phishing_email_agent_001601_001700_chunk_input,Vara Trabalho,1,phishing_pot,legitimate,0.31472486721684273,0.6852751327831572,0,0,19,662,0,0,1,0.0015082956259426848,1,consult.verifica-online.com,30,1,13,0,200,
