stage_group,stage,source,principle_group,left_principle,right_principle,value
S5,S5,HW,A-A,Authority,Authority,0.8378491462809999
S5,S5,HW,A-A,Authority,Authority,0.8594309730249999
S5,S5,HW,A-A,Authority,Authority,0.35243219559999994
S5,S5,HW,A-A,Authority,Authority,0.9599139815039999
S5,S5,HW,A-A,Authority,Authority,0.32842183256099994
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.9999600004
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.999974000169
S5,S5,HW,A-A,Authority,Authority,0.9877199332809999
S5,S5,HW,A-A,Authority,Authority,0.42706094300100006
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.16513901512899998
S5,S5,HW,A-A,Authority,Authority,0.7780615980840001
S5,S5,HW,A-A,Authority,Authority,0.963497333241
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.33751103584899994
S5,S5,HW,A-A,Authority,Authority,0.8852363569
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.998002998001
S5,S5,HW,A-A,Authority,Authority,0.999968000256
S5,S5,HW,A-A,Authority,Authority,0.456602924176
S5,S5,HW,A-A,Authority,Authority,0.38715897284100004
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.225793181329
S5,S5,HW,A-A,Authority,Authority,0.9906977342439999
S5,S5,HW,A-A,Authority,Authority,0.809771416129
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.432719258596
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.383946293956
S5,S5,HW,A-A,Authority,Authority,0.9999980000009999
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.419197977025
S5,S5,HW,A-A,Authority,Authority,0.597103925625
S5,S5,HW,A-A,Authority,Authority,0.512687504484
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.46141452562499996
S5,S5,HW,A-A,Authority,Authority,0.780888575041
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.14325997900899998
S5,S5,HW,A-A,Authority,Authority,0.40609520953600003
S5,S5,HW,A-A,Authority,Authority,0.787198366564
S5,S5,HW,A-A,Authority,Authority,0.851556148804
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.49731691284900004
S5,S5,HW,A-A,Authority,Authority,0.583129249641
S5,S5,HW,A-A,Authority,Authority,0.436827143041
S5,S5,HW,A-A,Authority,Authority,0.954923748804
S5,S5,HW,A-A,Authority,Authority,0.616047602769
S5,S5,HW,A-A,Authority,Authority,0.28352217102400007
S5,S5,HW,A-A,Authority,Authority,0.9991781689209999
S5,S5,HW,A-A,Authority,Authority,0.9999140018489999
S5,S5,HW,A-A,Authority,Authority,0.531255850129
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.545020445025
S5,S5,HW,A-A,Authority,Authority,0.19627292272900002
S5,S5,HW,A-A,Authority,Authority,0.887769106225
S5,S5,HW,A-A,Authority,Authority,0.9698901288999999
S5,S5,HW,A-A,Authority,Authority,0.479865154729
S5,S5,HW,A-A,Authority,Authority,0.927428706961
S5,S5,HW,A-A,Authority,Authority,0.5167323832809999
S5,S5,HW,A-A,Authority,Authority,0.9628751126439999
S5,S5,HW,A-A,Authority,Authority,0.999976000144
S5,S5,HW,A-A,Authority,Authority,0.05342616188100001
S5,S5,HW,A-A,Authority,Authority,0.7780615980840001
S5,S5,HW,A-A,Authority,Authority,0.7780615980840001
S5,S5,HW,A-A,Authority,Authority,0.998510555025
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.22573331299599997
S5,S5,HW,A-A,Authority,Authority,0.999984000064
S5,S5,HW,A-A,Authority,Authority,0.9997940106090001
S5,S5,HW,A-A,Authority,Authority,0.963619052881
S5,S5,HW,A-A,Authority,Authority,0.871244894025
S5,S5,HW,A-A,Authority,Authority,0.991868597476
S5,S5,HW,A-A,Authority,Authority,0.8843145444
S5,S5,HW,A-A,Authority,Authority,0.457387100416
S5,S5,HW,A-A,Authority,Authority,0.7888637124
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.318364520644
S5,S5,HW,A-A,Authority,Authority,0.9990482265759999
S5,S5,HW,A-A,Authority,Authority,0.332288838025
S5,S5,HW,A-A,Authority,Authority,0.7780615980840001
S5,S5,HW,A-A,Authority,Authority,0.9991561780839999
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.9962415381609999
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.25989196161600003
S5,S5,HW,A-A,Authority,Authority,0.529230060324
S5,S5,HW,A-A,Authority,Authority,0.3044788256159999
S5,S5,HW,A-A,Authority,Authority,0.588936526084
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.4686538838890001
S5,S5,HW,A-A,Authority,Authority,0.989372387584
S5,S5,HW,A-A,Authority,Authority,0.457975674121
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.9999960000040001
S5,S5,HW,A-A,Authority,Authority,0.7780615980840001
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.999168173056
S5,S5,HW,A-A,Authority,Authority,0.7931861721
S5,S5,HW,A-A,Authority,Authority,0.155500092225
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.9766163211209999
S5,S5,HW,A-A,Authority,Authority,0.999974000169
S5,S5,HW,A-A,Authority,Authority,0.36236667696099994
S5,S5,HW,A-A,Authority,Authority,0.999970000225
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.48036265872399997
S5,S5,HW,A-A,Authority,Authority,0.206015224321
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.4402203070810001
S5,S5,HW,A-A,Authority,Authority,0.8380670116000001
S5,S5,HW,A-A,Authority,Authority,0.9999240014440001
S5,S5,HW,A-A,Authority,Authority,0.7780615980840001
S5,S5,HW,A-A,Authority,Authority,0.7938613981210001
S5,S5,HW,A-A,Authority,Authority,0.960666578496
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.228416129041
S5,S5,HW,A-A,Authority,Authority,0.9941824855689999
S5,S5,HW,A-A,Authority,Authority,0.457387100416
S5,S5,HW,A-A,Authority,Authority,0.194879868304
S5,S5,HW,A-A,Authority,Authority,0.9878193198809999
S5,S5,HW,A-A,Authority,Authority,0.9999340010890001
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.976928629609
S5,S5,HW,A-A,Authority,Authority,0.9999580004409999
S5,S5,HW,A-A,Authority,Authority,0.7780615980840001
S5,S5,HW,A-A,Authority,Authority,0.16536178260899997
S5,S5,HW,A-A,Authority,Authority,0.335505075984
S5,S5,HW,A-A,Authority,Authority,1.0
S5,S5,HW,A-A,Authority,Authority,0.5834805718809999
S5,S5,HW,A-A,Authority,Authority,1.0
