row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,1,Pack your bags with warm-weather looks!,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF not_found | DKIM not_found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is suspicious. However, DMARC policy is set to reject for the domain, which adds some credibility. The body content appears promotional and does not contain urgent language, poor grammar, or mismatched domains. No attachments or suspicious links were found. Overall, the email seems legitimate but lacks some standard security features.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,2,Extra 25% off Ultimate Shopping Event ends tonight!,CLEAN,80.0,2,Macy*s,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which is suspicious. However, DMARC policy is set to reject, which adds some legitimacy. The body mentions 'Macy*s' but does not contain any links or attachments. No direct phishing indicators such as typosquatting, urgency, or mismatched domains are present. The absence of links and attachments reduces the risk significantly.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,3,Some email Messages could not be delivered.,SUSPICIOUS,60.0,3,HSBC,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Mention of 'Email Quarantine' and 'HSBC' without supporting links,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual but not definitively malicious. SPF and DKIM checks failed, indicating potential authentication issues, though DMARC policy is set to reject. The body text mentions 'Email Quarantine' and 'HSBC', which could be an attempt to impersonate a legitimate service, but no links or attachments were found to confirm malicious intent. The absence of links and attachments reduces the immediate risk, but the combination of missing headers and failed authentication raises suspicion.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,4,Want even BIGGER SAVINGS from YesStyle?,SUSPICIOUS,65.0,3,YesStyle,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and authentication checks (SPF, DKIM) are not found, which is unusual for legitimate emails. However, the DMARC policy is set to reject, which adds some credibility. The body content promotes earning points and savings, which is typical for marketing emails, but the lack of authentication and missing headers raise concerns.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,5,Re: exclude hosts from reverse DNS checks,CLEAN,95.0,0,,Missing 'Date' header | Missing 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate technical discussion with no phishing indicators. No suspicious links, attachments, or urgent language were found. The absence of SPF and DKIM records is notable but not inherently malicious, especially given the technical context of the email. The DMARC policy is correctly configured for the domain. Missing 'Date' and 'Message-ID' headers are unusual but not indicative of phishing in this context.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,6,Time to Start Creating ✨,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is suspicious. However, the DMARC policy is set to reject, and the domain 'example.com' appears legitimate. The body text does not contain urgent language, poor grammar, or mismatched domains. No attachments or links were found, reducing the risk of phishing. Overall, the email appears clean despite minor header anomalies.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,7,Half Term Inspo Here ✨,CLEAN,90.0,1,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be clean with no significant indicators of phishing. The absence of SPF and DKIM records is noted, but the DMARC policy is set to reject, which is a positive sign. The email content is promotional and does not contain any suspicious links, urgent language, or mismatched domains. No attachments are present, and the email does not impersonate any specific brand.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,8,Activate your Bonanza account,SUSPICIOUS,70.0,4,Bonanza,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and authentication checks (SPF, DKIM) are missing, raising concerns. However, DMARC policy is set to reject, which is a positive sign. The body content appears legitimate, urging account activation for 'Bonanza,' but the lack of authentication and missing headers make it suspicious.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,9,Re: Request For Quotation,SUSPICIOUS,60.0,3,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Grammatical errors and repetitive content in body text,"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual and raises suspicion. The SPF and DKIM authentication checks were not found, indicating potential issues with email authenticity. However, DMARC policy is set to reject, which adds some credibility. The body text contains grammatical errors and repetitive content, which is common in phishing attempts. No attachments or links were found, reducing immediate risk.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002741_002760/chunk_input.csv,10,Welcome to the Star's Food Crawl newsletter,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which raises minor concerns. However, the DMARC policy is set to 'reject' for the domain, which is a positive sign. The body content appears to be a simple newsletter signup confirmation with no suspicious links, urgency, or grammar issues. No attachments were found, and there is no evidence of brand impersonation or typosquatting.",Analysis completed successfully,,0
