stage,hw_precision,hw_recall,hw_accuracy,hw_fpr,hw_fnr,hw_f0_5,hw_f1,hw_f2,hw_mcc,llm_precision,llm_recall,llm_accuracy,llm_fpr,llm_fnr,llm_f0_5,llm_f1,llm_f2,llm_mcc
S1,0.45454545454545453,0.03714710252600297,0.7463524130190797,0.015,0.962852897473997,0.13997760358342665,0.06868131868131869,0.04550418638514744,0.06771319095715628,0.42857142857142855,0.004457652303120356,0.7478488589599701,0.002,0.9955423476968797,0.021398002853067047,0.008823529411764706,0.005557613931085587,0.020871990979142396
S2,0.88,0.044132397191574725,0.519298245614035,0.006012024048096192,0.9558676028084253,0.18379281537176273,0.08404966571155682,0.05448241703813769,0.1219341030398597,0.9230769230769231,0.024072216649949848,0.5112781954887218,0.002004008016032064,0.9759277833500501,0.10899182561307902,0.0469208211143695,0.029895366218236172,0.0972904918335715
S4,0.8589511754068716,0.04044962956655029,0.3422227375500029,0.014166363966581911,0.9595503704334497,0.17018989609458976,0.07726089785296031,0.04997369805365597,0.06955336948117054,1.0,0.002895341905816231,0.3211780393066265,0.0,0.9971046580941838,0.014310968936779191,0.005773966205315445,0.0036165595881376845,0.030430880464125735
S5,0.7361111111111112,0.04315960912052117,0.5138436482084691,0.015472312703583062,0.9568403908794788,0.17480211081794195,0.08153846153846153,0.053170144462279294,0.0820652965681614,1.0,0.0016286644951140066,0.500814332247557,0.0,0.998371335504886,0.008090614886731391,0.0032520325203252032,0.002035002035002035,0.02854813347699592
S6-MPG,0.7578947368421053,0.045,0.5153125,0.014375,0.955,0.18181818181818182,0.08495575221238938,0.05542725173210162,0.09022013552213089,0.9512195121951219,0.024375,0.5115625,0.00125,0.975625,0.11054421768707483,0.04753199268738574,0.030274802049371215,0.10280991089651748
S6-UTA,0.7808219178082192,0.035625,0.5128125,0.01,0.964375,0.1506342494714588,0.06814106395696354,0.044029043720067974,0.08581406719556729,1.0,0.015,0.5075,0.0,0.985,0.07075471698113207,0.029556650246305417,0.0186799501867995,0.0869291381699617
S6-fuzzer,0.8278688524590164,0.045909090909090906,0.3575757575757576,0.019090909090909092,0.9540909090909091,0.1878720238095238,0.08699397071490095,0.05660165882089218,0.06700082526431375,0.9015151515151515,0.05409090909090909,0.3654545454545455,0.011818181818181818,0.9459090909090909,0.21810850439882698,0.10205831903945112,0.06661442006269593,0.10169237695953635
S8-deepseek,0.8028169014084507,0.038,0.5143333333333333,0.009333333333333334,0.962,0.15975336322869954,0.07256524506683641,0.046944490199308186,0.09429303083703405,1.0,0.011333333333333334,0.5056666666666667,0.0,0.9886666666666667,0.054209183673469385,0.02241265655899802,0.014126641183313944,0.07549146162143458
S8-llama,0.7530864197530864,0.04066666666666666,0.5136666666666667,0.013333333333333334,0.9593333333333334,0.16721491228070176,0.07716635041113219,0.05015622430521296,0.08431877721119775,0.9154929577464789,0.043333333333333335,0.5196666666666667,0.004,0.9566666666666667,0.18217488789237668,0.08274984086569065,0.05353319057815846,0.12937880975313976
S8-ministral,0.7702702702702703,0.038,0.5133333333333333,0.011333333333333334,0.962,0.15868596881959912,0.0724269377382465,0.04692130391834047,0.08596209091042167,0.9325842696629213,0.05533333333333333,0.5256666666666666,0.004,0.9446666666666667,0.22359913793103448,0.10446821900566394,0.06815569058958779,0.15127759765436138
