row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,1,Re: [ie-rant] back-up incremental software,CLEAN,95.0,0,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate conversation about backup software. No suspicious links, attachments, or urgent language were found. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured. Missing 'Date' and 'Message-ID' headers are unusual but not inherently malicious.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,2,This Week's Top Book Reviews,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be clean with no clear indicators of phishing. The subject and body content are relevant and do not contain urgency, poor grammar, or suspicious requests. No links or attachments were found, and while SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a positive sign. Missing standard headers like 'Date' and 'Message-ID' are noted but do not indicate malicious intent in this context.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,3,Re: Luis' shorts Re: iPhone hacking Re: [FoRK] Thinking of taking an iPhone on an international trip?,CLEAN,95.0,1,apple.com | facebook.com | microsoft.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email lacks phishing indicators such as suspicious links, urgent language, or mismatched domains. Authentication checks (SPF, DKIM) are missing but not explicitly failed. The email content appears to be a discussion thread with no signs of impersonation or malicious intent. No attachments are present.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,4,Mail attachements truncated,CLEAN,95.0,0,,SPF check failed (not_found) | DKIM check failed (not_found) | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate technical inquiry regarding mail attachment truncation issues. There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured. Missing standard headers like 'Date' and 'Message-ID' are unusual but not indicative of phishing in this context.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,5,Thanks For Subscribing to NORML News!,CLEAN,95.0,1,NORML,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears legitimate with no clear signs of phishing. It lacks suspicious links, attachments, or urgent language. While SPF and DKIM checks are missing, the DMARC policy is correctly configured. The content aligns with NORML's known activities, and no brand impersonation or typosquatting is detected.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,6,Help Desk Password will expire in 2 days,MALICIOUS,90.0,8,,Urgency in subject line ('Password will expire in 2 days') | Suspicious link in body text ('CLICK-HERE FILL') | SPF check failed (not_found) | DKIM check failed (not_found) | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple suspicious indicators: the subject line creates urgency ('Password will expire in 2 days'), the body text includes a suspicious link ('CLICK-HERE FILL') and lacks proper authentication (SPF and DKIM not found). Additionally, standard headers like 'Date' and 'Message-ID' are missing, which is unusual for legitimate emails. The absence of attachments does not mitigate these concerns.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,7,Re: [Bulk] [opensuse] A Quick Start - VirtualBox Howto,SUSPICIOUS,65.0,3,VirtualBox | Yahoo,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Link domain 'uk.docs.yahoo.com' suspected typosquatting of 'ups.com',"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which raises concerns. The link 'http://uk.docs.yahoo.com/nowyoucan.html' is flagged for potential typosquatting of 'ups.com' (distance: 2). However, the email content appears to be a legitimate discussion about VirtualBox, and no malicious attachments were found. The absence of authentication and the suspicious link contribute to the suspicious verdict.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,8,[ Apple ] : Update Your Account Information,MALICIOUS,95.0,8,Apple,"Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Urgency in body text ('update your account or it will be closed') | Poor grammar ('reactive your account', 'confirm your informations') | Use of non-standard characters ('Î‘pple')","The email exhibits multiple phishing indicators: it impersonates Apple with urgency ('update your account or it will be closed'), lacks standard headers ('Date', 'Message-ID'), and fails SPF and DKIM authentication checks. The body contains poor grammar ('reactive your account', 'confirm your informations') and uses non-standard characters ('Î‘pple') likely to evade detection. The absence of links to check does not mitigate the other suspicious elements.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,9,[Bug 5820] URIBL_SBL from zen?,,,,,,,Failed (Unexpected Workflow Error),Unexpected Workflow Error: Connection closed,1
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_001721_001740/chunk_input.csv,10,Re: Luis' shorts Re: iPhone hacking Re: [FoRK] Thinking of taking an iPhone on an international trip?,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found | Link domain 'flicklives.com' not analyzed by VirusTotal,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is suspicious. However, the DMARC policy is set to 'reject', which adds some legitimacy. The body contains a link to a domain 'flicklives.com', but no VirusTotal analysis was performed due to API key issues, so its safety cannot be confirmed. The email content appears to be a casual conversation without urgent language or obvious phishing indicators. No attachments were found, and no brand impersonation or typosquatting was detected.",Analysis completed successfully,,0
