row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,1,Creativity Is Our Mission - Here's Why,CLEAN,80.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which raises minor concerns. However, the DMARC policy is set to 'reject' for the domain 'example.com', which adds some credibility. The body content appears benign and does not contain any suspicious links or urgent language. No attachments were found, and there is no evidence of brand impersonation or typosquatting.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,2,Notifcation: You have (9) new undelivered messages,SUSPICIOUS,65.0,4,Symantec | Microsoft,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text ('Mails will be deleted automatically within 24hrs'),"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential authentication issues. The email mentions 'Symantec' and 'Microsoft' but does not include any links to verify these claims, making it difficult to confirm legitimacy. The urgency in the body text ('Mails will be deleted automatically within 24hrs') is a common phishing tactic. However, no malicious attachments or links were found, which reduces the likelihood of a phishing attempt.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,3,Online Swift Transfer Notification,MALICIOUS,90.0,8,HSBC Bank (China),Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text | Impersonation of HSBC Bank (China) | Reference to password-protected PDF attachment,"The email exhibits multiple suspicious indicators: missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication checks, and impersonation of HSBC Bank (China). The body text contains urgent language and references a password-protected PDF attachment, which is a common phishing tactic. Although no attachment is present, the email's structure and content strongly suggest a phishing attempt.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,4,Cameron: 'You can get it if you really want',CLEAN,85.0,2,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which raises minor concerns. However, the DMARC policy is set to 'reject' for the domain, which is a positive sign. The body text appears to be a legitimate news snippet without urgency or poor grammar. Multiple links are present, but all point to legitimate domains like 'channel4.com' and 'tinyurl.com', which are commonly used for URL shortening. No attachments were found, and there is no evidence of brand impersonation or typosquatting.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,5,"Prezado(a), jose@monkey.org - Sua Fatura Vivo Movel Esta em Aberto",SUSPICIOUS,75.0,6,Vivo,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text,"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual and raises suspicion. The SPF and DKIM authentication checks failed, indicating potential email spoofing. The body text contains urgent language regarding unpaid bills and threatens service suspension, a common phishing tactic. However, no malicious links or attachments were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,6,"YOU'VE BEEN NOMINATED to get Free how-to videos, tips & projects. Accept now.",CLEAN,85.0,2,FaveCrafts,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM authentication checks were not found, which is unusual but not definitively malicious. The body content promotes free crafting resources without urgent language or suspicious requests. No attachments or links were present to analyze further. The email appears to be a promotional message rather than a phishing attempt.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,7,"Your guide to alfresco events, courtesy of La DoubleJ",CLEAN,85.0,2,La DoubleJ | NET-A-PORTER,SPF check not found | DKIM check not found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a promotional message from La DoubleJ, with no overt signs of phishing. Missing SPF and DKIM checks are noted, but DMARC policy is present and set to reject. No suspicious links, attachments, or urgent language were detected. The email content aligns with the brand's promotional style.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,8,5 Big Changes You'll See at Burger Chains This Year,CLEAN,85.0,2,Costco,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks phishing indicators such as suspicious links, urgent language, or mismatched domains. While SPF and DKIM checks are missing, the DMARC policy is correctly configured and set to reject. The absence of standard headers like 'Date' and 'Message-ID' is unusual but not inherently malicious. The content appears to be a legitimate newsletter snippet.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,9,You’ve set up a new Trusted Contact,SUSPICIOUS,65.0,3,"Bitkey | Block, Inc.",Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | No 'Reply-To' header | Generic domain (example.com) used in From field,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, raising concerns about its legitimacy. The body content appears to impersonate Bitkey, a brand associated with Block, Inc., but no direct malicious links or attachments were found. The absence of a 'Reply-To' header and the use of a generic domain (example.com) further contribute to suspicion.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002221_002240/chunk_input.csv,10,GRANNY SQUARE QUILTS,CLEAN,80.0,2,FaveQuilts,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate newsletter from FaveQuilts, encouraging subscribers to click links to remain active. No suspicious links, attachments, or urgent language were found. Missing standard headers like 'Date' and 'Message-ID' are noted but not inherently malicious. Authentication checks (SPF, DKIM) were not found, but DMARC policy is present and set to reject, which is a positive indicator.",Analysis completed successfully,,0
