row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,1,Action Required,MALICIOUS,95.0,8,Apple,"Mismatch From/Reply-To domains | Urgency in body text | Poor grammar and typos | Missing standard headers ('Date', 'Message-ID') | SPF check failed | DKIM check failed | DMARC policy set to reject | Non-standard email domain (example.com)","The email exhibits multiple strong indicators of phishing: it impersonates Apple.com, uses urgency ('Action Required'), contains poor grammar ('Iocked temporariIy', 'lnformation'), and lacks standard headers ('Date', 'Message-ID'). Additionally, SPF and DKIM authentication checks failed, and DMARC policy is set to reject, further raising suspicion. The absence of links to verify brand authenticity and the use of a non-standard email domain (example.com) reinforce the malicious intent.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,2,Re: [opensuse] OpenSuse 11,CLEAN,95.0,0,OpenSuse,SPF check not_found | DKIM check not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate discussion thread related to OpenSuse. No phishing indicators such as suspicious links, attachments, or urgent language were found. Although SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a strong security measure. Missing standard headers like 'Date' and 'Message-ID' are unusual but not necessarily indicative of phishing.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,3,Re: Filtering outbound mail only.,CLEAN,95.0,0,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate technical discussion related to mail filtering. No suspicious links, attachments, or phishing indicators were found. The absence of SPF and DKIM records is noted but does not necessarily indicate malicious intent. The email lacks urgency, poor grammar, or brand impersonation.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,4,Oath Keepers founder sentenced to 18 years for seditious conspiracy,CLEAN,80.0,2,,SPF check failed for domain None | DKIM check failed for domain None | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email lacks phishing indicators such as suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is notable but not conclusive evidence of phishing, especially since DMARC policy is set to reject. Missing 'Date' and 'Message-ID' headers are unusual but not inherently malicious. The content appears to be a legitimate news update.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,5,"[Spambayes-checkins] spambayes/spambayes CoreUI.py, 1.1.2.6, 1.1.2.7",CLEAN,95.0,0,Spambayes,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate update notification related to Spambayes. No suspicious links, attachments, or phishing indicators were found. The absence of standard headers like 'Date' and 'Message-ID' is unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not found, but DMARC policy is present and set to reject, which is a positive sign. The content is technical and consistent with a software update notification.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,6,"16 children, adult injured in school trip fall in Winnipeg",CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate news report with no suspicious elements detected. The subject and body content are consistent with a breaking news story. No phishing indicators such as malicious links, attachments, or urgent language were found. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured with a 'reject' policy, which mitigates the risk. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,7,Re: [opensuse] Why do my messages get bounced,CLEAN,95.0,0,openSUSE,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate discussion thread related to openSUSE, with no phishing indicators detected. The absence of SPF and DKIM records is noted but does not inherently indicate malicious intent. The DMARC policy is correctly configured. The body content is consistent with a technical discussion, and no suspicious links, attachments, or urgent language are present. Missing 'Date' and 'Message-ID' headers are unusual but not conclusive evidence of phishing.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,8,Re: [spambayes-dev] FW: [Spambayes] (no subject),CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks phishing indicators such as suspicious links, urgent language, or brand impersonation. Missing headers like 'Date' and 'Message-ID' are unusual but not indicative of phishing. Authentication checks (SPF, DKIM) are not found, but DMARC policy is correctly configured. The body content appears technical and related to a legitimate discussion about SpamBayes. No attachments or malicious elements were detected.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,9,The getaway edit: Swimwear,CLEAN,80.0,2,& Other Stories | H&M Hennes & Mauritz GBC AB,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate promotional message from '& Other Stories' (H&M Hennes & Mauritz GBC AB). There are no suspicious links, attachments, or urgent language. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured. Missing standard headers like 'Date' and 'Message-ID' are unusual but not definitive indicators of phishing. No brand impersonation or typosquatting is detected.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,10,5 DIY Skills You Can Master Like Pro (Day 5): Smooth Drywall,CLEAN,95.0,1,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email appears to be a legitimate DIY tutorial with no suspicious elements detected. The absence of SPF and DKIM records is noted, but the DMARC policy is correctly configured to reject, which mitigates risk. The email lacks phishing indicators such as urgent language, mismatched domains, or malicious links. No attachments are present, further reducing risk.",Analysis completed successfully,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,11,Your Smarsh Email Encryption Activation Information,SUSPICIOUS,85.0,7,Smarsh Email Encryption,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Links lack VT verification due to API issues | Urgency in body text (activation information),"The email lacks standard headers ('Date' and 'Message-ID'), and SPF/DKIM authentication checks failed, raising concerns about its legitimacy. The body contains links to 'smarshbusinesscloud.com', which could be legitimate but lack VT verification due to API issues. The email impersonates Smarsh Email Encryption, urging the recipient to create an account to view a message, which is a common phishing tactic. However, no attachments or overtly malicious content were found.",Analysis completed successfully,,0
12,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,12,Your Silver plan free trial has begun,CLEAN,80.0,2,Flightradar24,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be legitimate based on the provided data. While there are some missing standard headers ('Date' and 'Message-ID'), the content does not exhibit typical phishing indicators such as urgency, poor grammar, or mismatched domains. The email mentions Flightradar24 and provides information about a Silver plan trial, which aligns with the brand's offerings. No suspicious links or attachments were found. The absence of SPF and DKIM records is noted but does not necessarily indicate malicious intent.",Analysis completed successfully,,0
13,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,13,Re: Wireless gaming headphone with low latency (<20ms),CLEAN,85.0,2,,SPF: not_found | DKIM: not_found | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email lacks phishing indicators such as malicious links, attachments, or urgent language. The absence of SPF and DKIM checks is notable but not definitive evidence of phishing. The email content appears to be a promotional message for gaming headphones, with no signs of brand impersonation or typosquatting. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious.",Analysis completed successfully,,0
14,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,14,Outdated Mailbox Notification jose@monkey.org,SUSPICIOUS,75.0,6,Email INC,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text ('Upgrade to avoid shutdown') | Poor grammar ('Please Kindly Upgrade'),"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM authentication checks failed, indicating potential email spoofing. The body contains urgent language ('Upgrade to avoid shutdown') and poor grammar ('Please Kindly Upgrade'), which are common phishing tactics. However, no suspicious links or attachments were found, and the DMARC policy is correctly configured.",Analysis completed successfully,,0
15,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002021_002040/chunk_input.csv,15,jose@monkey.org Sync Issues,SUSPICIOUS,75.0,6,Mailbox Team,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text,"The email lacks standard headers like 'Date' and 'Message-ID', which is unusual and raises suspicion. The SPF and DKIM checks failed, indicating potential email spoofing. The body text contains urgent language prompting the recipient to 'sign in and validate your account,' which is a common phishing tactic. However, no malicious links or attachments were found, and the DMARC policy is set to reject, which adds some credibility.",Analysis completed successfully,,0
