subject,body,label,model_prediction,model_score,model_reason,raw_response
Your email Account ( jose@monkey.org) will be shut down.,"Dear (jose@monkey.org), Â Due to transmission of viruses from your account, your account will be permanently deactivated. In respect to the above reason, you are urgently required to sanitize your email account with Global e-mail Server 3.0 Version Scanner; otherwise, your access to email services will be deactivated without warning! Â Click here now to scan and sanitize your email account Please move this message to your inbox and click the link if you found it into your spam because the link cannot open in your spam. Â We are very sorry for the inconveniences this might have caused you and we assure you that everything will return to normal as soon as you have sanitized your email account. Â Admin.",1,1,9,"Urgent threat, unknown software, and suspicious link to download and install software without verification.","{
  ""is_phishing"": 1,
  ""reason"": ""Urgent threat, unknown software, and suspicious link to download and install software without verification."",
  ""score"": 9
}"
MailboxWarning/Mailbox is almost full,"Good day,jose@monkey.org 1969MB 2000MB Your account will be Blocked due to system error CODE:DA2507LU236. Your e-mail account is running on a low storage space, verify your account now to increase storage space other wise your account shall be locked out. Click here to verify your account. NOTICE: Failure to verify your e-mail account shall result to account lock out. Thanks, Account Service Good day,jose@monkey.org 1969MB Â Â 2000MB Â Your account will be Blocked due to system error CODE:DA2507LU236. Your e-mail account is running on a low storage space,Â verifyÂ your account now to increase storage space other wise yourÂ account shall be locked out. Click here toÂ verifyÂ your account.Â Â NOTICE:Â Failure toÂ verifyÂ your e-mail account shall result to account lock out. Â Thanks, Account Service",1,1,8,"Suspicious email with urgent language, lack of sender authenticity, and a generic 'click here' link.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with urgent language, lack of sender authenticity, and a generic 'click here' link."",
  ""score"": 8
}"
Overdue: Customer 503067849 - 45 days,"Please contact customer immediately:

Invoice: 2172994
Amount: €59,599
Days overdue: 80
Last contact: 16 days ago

Customer threatening to switch suppliers but owes us money!

Klaus Peter",0,0,6,"Legitimate email from a company, but with a high sense of urgency and a threat, which could be a tactic to prompt action without verifying the authenticity of the request.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email from a company, but with a high sense of urgency and a threat, which could be a tactic to prompt action without verifying the authenticity of the request."",
  ""score"": 6
}"
Customer Support Ticket,"There were invoicing errors because of incorrect billing data that was synced to QuickBooks. There might be an issue with the integration between Zoho CRM and the system. I've already restarted MySQL and checked the Joomla settings, but the problem still exists. I need your help to fix this urgent issue.",0,0,2,"Lack of urgency and specific request for action, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency and specific request for action, no suspicious links or attachments."",
  ""score"": 2
}"
Pagseguro  Pontos phishing@pot,Visualize pelo celular caso nao consiga ver a mensagem.,1,1,8,"Suspicious subject and body, possibly a phishing attempt to prompt the user to view a message on their phone.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious subject and body, possibly a phishing attempt to prompt the user to view a message on their phone."",
  ""score"": 8
}"
Query Regarding Billing Discrepancies,The marketing agency has encountered unexpected billing discrepancies across several digital product subscriptions. These discrepancies might be due to issues with the payment processing software integration. We have already verified the payment details and reached out to customer support for resolution. We would greatly appreciate it if you could look into this matter and provide a solution as soon as possible. Please let us know if there is any additional information you need to resolve this issue.,0,0,2,"Legitimate email with a clear subject and body, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email with a clear subject and body, no suspicious links or attachments."",
  ""score"": 2
}"
Customer issue: Wilson Industrial & Sons - Large volume order - special terms needed,"FYI - Customer complaint received:

Customer: Wilson Industrial & Sons
Issue: Large volume order - special terms needed
Severity: 4/5

Please review and advise if escalation needed.

Vincent auch Schlauchin",0,0,1,"Legitimate email from a known sender with a clear subject and body, no suspicious links or attachments.","{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate email from a known sender with a clear subject and body, no suspicious links or attachments."",
  ""score"": 1
}"
Inquiry on Security Measures for Medical Data on Google Cloud Platform,"Hello customer support, I am writing to inquire about the security measures available for medical data on Google Cloud Platform. Our hospital is considering migrating to a cloud setup and we need to ensure that sensitive medical data is well protected. Could you provide information on the security features and compliance certifications offered by Google Cloud Platform? Specifically, we are interested in learning about data encryption, access controls, and auditing capabilities. Thank you for your time and assistance. We look forward to hearing back from you soon.",0,0,2,Legitimate inquiry with specific questions about security measures,"{
  ""is_phishing"": 0,
  ""reason"": ""Legitimate inquiry with specific questions about security measures"",
  ""score"": 2
}"
Problem with Financial Services Interruptions,"A financial organization experienced service disruptions impacting various products, which interfered with data analytics for investment optimization. Restarted the affected systems and performed initial diagnostics, but the outages were not resolved.",0,0,2,"Lack of urgency, specific details, and a legitimate-sounding issue.","{
  ""is_phishing"": 0,
  ""reason"": ""Lack of urgency, specific details, and a legitimate-sounding issue."",
  ""score"": 2
}"
Administration der Postbank,"Postbank =09 =09=09 =09=09 =09=09=09 =09=09=09=09 =09=09=09=09=09 =09=09=09=09 =09=09=09=09 =09=09=09=09=09 =09=09=09=09 =09=09=09=09 =09=09=09=09=09 =09=09=09=09 =09=09=09=09 =09=09=09=09=09 =09=09=09=09 =09=09=09=09 =09=09=09=09=09 Sehr geehrter Kunde, Da zur Zeit die Betrügereien mit den Bankkonten von unseren Kunden= häufig geworden sind, müssen wir notgedrungen nachträglic= h eine zusätzliche Autorisation von den Kontobesitzern durchfüh= ren=2e=20 Der Sicherheitsdienst der Postbank traf die Entscheidung, eine neue Siche= rung von den Daten vorzunehmen=2e Dazu wurden von unseren Spezialisten s= owohl die Protokolle der Informations-übertragung, als auch die Kodi= erungssart der übertragenen Daten erneuert=2e=20 Im Zusammenhang damit, bitten wir Sie, eine spezielle Form der zus&aum= l;tzlichen Autorisation auszufüllen=2e=20 Diese Sofortmaßnahmen wurden nur zur Sicherung der Interessen von u= nseren Kunden getroffen=2e=20 Danke für die Mitarbeit, Administration der Postbank =09=09=09=09 =09=09=09=09=09 =09=09=09=09 =09=09=09=09 =09=09=09=09=09 =09=09=09=09 =09=09=09=09 =09=09=09=09=09=a9= 2004 Deutsche Postbank AG =09=09=09=09 =09=09=09=09 =09=09=09=09=09 =09=09=09=09 =09=09=09 =09=09 =09=09=09 =09",1,1,8,"Suspicious email with excessive spacing, poor grammar, and a request for sensitive information (additional authorization) from a bank.","{
  ""is_phishing"": 1,
  ""reason"": ""Suspicious email with excessive spacing, poor grammar, and a request for sensitive information (additional authorization) from a bank."",
  ""score"": 8
}"
