row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,1,phishing_email_agent_001001_001100_chunk_input,Problem with Campaign Metrics Tracking,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,127,0,0,0,0.0,0,,2,0,38,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,2,phishing_email_agent_001001_001100_chunk_input,Assistance Required with Google Cloud Integration,0,tobiasbuek,legitimate,0.2727740033879354,0.7272259966120647,0,0,0,470,0,0,0,0.0,0,,8,0,49,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,3,phishing_email_agent_001001_001100_chunk_input,Enhance User Interface,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,111,0,0,0,0.0,0,,2,0,22,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,4,phishing_email_agent_001001_001100_chunk_input,Re: IAM Role Permissions Issue,0,rtweera,legitimate,0.41381702561084355,0.5861829743891565,0,0,0,207,0,0,0,0.0,0,,4,0,30,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,5,phishing_email_agent_001001_001100_chunk_input,the secret sale is out!,1,phishpuzzer,legitimate,0.3860563472054568,0.6139436527945432,0,0,9,1457,0,0,0,0.0,0,gmail.com,37,1,23,1,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,6,phishing_email_agent_001001_001100_chunk_input,Sale ends soon,1,phishpuzzer,legitimate,0.4687000917617489,0.531299908238251,0,0,0,997,0,0,0,0.0,0,,45,0,14,1,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,7,phishing_email_agent_001001_001100_chunk_input,"Hi ,",1,phishyai-gmail,legitimate,0.4148885015651865,0.5851114984348136,0,0,0,186,0,0,0,0.0,0,,6,0,4,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,8,phishing_email_agent_001001_001100_chunk_input,Milwaukee Cordless Power Tool Set Department,1,phishing_pot,legitimate,0.32649919955827567,0.6735008004417243,12,0,16,616,0,19,0,0.006482982171799027,4,104.219.248.205,117,1,44,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,9,phishing_email_agent_001001_001100_chunk_input,Please Pay Your eBay Fees,1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,2,0,0,0,0.0,0,,2,0,25,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_001001_001100/chunk_input.csv,10,phishing_email_agent_001001_001100_chunk_input,Issue with QuickBooks Online Integration Results in Discrepancies,0,tobiasbuek,legitimate,0.4998986874298703,0.5001013125701297,0,0,0,558,0,0,0,0.0,0,,9,0,65,1,200,
