row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,1,Re: permission denied while using pipe in master.cf,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not performed | DKIM check not performed,"The email appears to be a legitimate technical discussion regarding permissions and scripting issues. No suspicious links, attachments, or phishing indicators were found. The absence of standard headers like 'Date' and 'Message-ID' is unusual but not inherently malicious. Authentication checks (SPF, DKIM) were not performed, but DMARC policy is present and set to reject, which aligns with the domain's security posture.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,2,!Alert jose@monkey.org Passsword Expire.,MALICIOUS,95.0,8,monkey.org | dhl.com,Urgency in body text | Link domain 'el.uwdav.institutodesperta.com.br' differs from mentioned brand 'monkey.org' | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain 'el.uwdav.institutodesperta.com.br' suspected typosquatting of 'dhl.com' | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple highly suspicious indicators: the subject line contains urgency and misspelling ('Passsword Expire'), the link URL appears to be typosquatting a known brand ('dhl.com'), and the email lacks standard headers ('Date', 'Message-ID'). Additionally, SPF and DKIM authentication checks failed, and the DMARC policy is set to reject. The link domain 'el.uwdav.institutodesperta.com.br' is unrelated to the mentioned brand 'monkey.org', further suggesting phishing intent.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,3,[UAI] AISTATS 2005 Submission Deadline Extended (Sep 28),CLEAN,80.0,2,microsoft.com,Mismatch From/Reply-To domains | Missing standard 'Date' header | Missing standard 'Message-ID' header | Link domain gatsby.ucl.ac.uk differs from mentioned brand microsoft.com,"The email appears to be a legitimate call for papers for AISTATS 2005, with no overt signs of phishing. However, there are minor anomalies such as missing standard headers ('Date' and 'Message-ID') and a mismatch between the mentioned brand (microsoft.com) and the linked domain (gatsby.ucl.ac.uk). The absence of SPF and DKIM records is noted but does not strongly indicate phishing. No attachments were found, and the links, while not verified by VirusTotal, do not appear suspicious.",Analysis completed successfully,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,4,RE: [ILUG] What HOWTOs for SOHO system,CLEAN,95.0,0,,Missing 'Date' header | Missing 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate communication discussing Linux-related topics. No suspicious links, attachments, or phishing indicators were found. Missing 'Date' and 'Message-ID' headers are noted but do not indicate malicious intent. Authentication checks (SPF, DKIM) were not found, but DMARC policy is present and set to 'reject', which aligns with the sender's domain.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,5,Today's Headlines: Obama Gets Convincing Wins in 3 States,CLEAN,85.0,2,The New York Times,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate newsletter from The New York Times, as evidenced by the content and the link pointing to the official NYTimes domain. While there are missing standard headers ('Date' and 'Message-ID') and no SPF/DKIM authentication, these alone do not conclusively indicate phishing. The absence of attachments and suspicious links further supports the cleanliness of the email.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,6,"[Spambayes-checkins] spambayes/spambayes CoreUI.py, 1.1.2.2, 1.1.2.3",CLEAN,95.0,0,Spambayes,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate update notification related to Spambayes. The content is technical and consistent with software development updates. No suspicious links, attachments, or phishing indicators were found. Missing standard headers like 'Date' and 'Message-ID' are unusual but not inherently malicious in this context. Authentication checks (SPF, DKIM) were not found, but DMARC policy is present and set to reject, which aligns with legitimate email practices.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,7,Your FREE training starts in 1 hour,SUSPICIOUS,75.0,7,google.com | amazon.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain example.com | DKIM check failed for domain example.com | Link domain 'amazing.easywebiliar.live' suspected typosquatting of 'amazon.com' | Urgency in subject text | Link domain 'amazing.easywebinar.live' differs from mentioned brand 'google.com',"The email exhibits several suspicious elements: missing standard headers ('Date' and 'Message-ID'), failed SPF and DKIM authentication, and a link that may be typosquatting 'amazon.com' (distance: 2). The email mentions 'google.com' but directs users to a potentially unrelated domain ('amazing.easywebinar.live'). The urgency in the subject line ('Your FREE training starts in 1 hour') adds to the suspicion. However, no malicious attachments were found.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,8,Welcome to music that’s all about you,CLEAN,80.0,2,Pandora,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None,"The email appears to be a promotional message from Pandora. While there are some suspicious elements such as missing standard headers ('Date' and 'Message-ID') and failed SPF and DKIM authentication checks, the content of the email aligns with Pandora's branding and does not contain any malicious links or attachments. The DMARC policy is set to reject, which adds a layer of security. The absence of phishing indicators like urgency, mismatched domains, or typosquatting suggests the email is likely legitimate.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,9,Re: Branching,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate discussion thread without any phishing indicators. No suspicious links, attachments, or urgent language were found. The absence of SPF and DKIM records is noted but does not necessarily indicate malicious intent. The DMARC policy is correctly configured. The email lacks standard headers like 'Date' and 'Message-ID', but this alone does not suggest phishing.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,10,41 new messages in 20 topics - abridged,CLEAN,95.0,1,google.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email appears to be a legitimate notification from Google Groups, as all links point to valid Google domains and there is no evidence of brand impersonation or typosquatting. While SPF and DKIM checks were not found, the DMARC policy is set to reject, which is a strong security measure. Missing 'Date' and 'Message-ID' headers are unusual but not inherently malicious. No attachments were present, and the content aligns with expected Google Groups activity.",Analysis completed successfully,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,11,Site-Wide Savings!,SUSPICIOUS,70.0,4,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Multiple links with unverified safety | Domain 'rm04.net' does not match any known brand,"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual but not definitively malicious. SPF and DKIM authentication checks failed, indicating potential email spoofing. The DMARC policy is set to 'reject', but the absence of SPF and DKIM raises concerns. Multiple links are present, but VirusTotal analysis was not performed due to API key issues, leaving their safety unverified. The email promotes a discount offer, which could be legitimate but lacks clear brand association. The domain 'rm04.net' does not match any well-known brand, increasing suspicion.",Analysis completed successfully,,0
12,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002361_002380/chunk_input.csv,12,The Hero: Sporty-Cool Sunglasses From Prada To Wear All Summer Long,CLEAN,85.0,2,Prada | Harper’s BAZAAR,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a promotional message from Prada, focusing on sunglasses. No suspicious links or attachments were found. The absence of SPF and DKIM records is notable but not inherently malicious, especially since DMARC policy is set to reject. Missing standard headers like 'Date' and 'Message-ID' are unusual but not conclusive indicators of phishing. The content aligns with typical marketing emails.",Analysis completed successfully,,0
