row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,1,phishing_email_agent_002401_002500_chunk_input,Pipeline Update - February 06,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,195,0,0,0,0.0,0,,10,0,29,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,2,phishing_email_agent_002401_002500_chunk_input,Atenção: Seu pedido foi retido pela fiscalização alfandegária! Protocolo: 37934967.,1,phishing_pot,legitimate,0.31894184735713454,0.6810581526428654,0,0,0,69,0,0,0,0.0,0,,0,0,83,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,3,phishing_email_agent_002401_002500_chunk_input,Customer Support Ticket,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,240,0,0,0,0.0,0,,4,0,23,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,4,phishing_email_agent_002401_002500_chunk_input,Pipeline Update - January 21,0,uberjugaad,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,200,0,0,0,0.0,0,,10,0,28,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,5,phishing_email_agent_002401_002500_chunk_input,"Urgent Security Notice [Wed, 11 Oct 2006 09:20:04 -0100]",1,phishyai-phishing,legitimate,0.3255122498685501,0.6744877501314499,0,0,0,4,0,0,0,0.0,0,,3,0,56,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,6,phishing_email_agent_002401_002500_chunk_input,"Someone tried to Iog in To Your Account, User lD : phishing@pot",1,phishing_pot,legitimate,0.370165166943605,0.629834833056395,0,0,0,12000,0,11,0,0.0,0,,3084,0,63,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,7,phishing_email_agent_002401_002500_chunk_input,Inquiry on Pricing and Features - Support,0,tobiasbuek,legitimate,0.41381702561084355,0.5861829743891565,0,0,0,43,0,0,0,0.0,0,,1,0,41,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,8,phishing_email_agent_002401_002500_chunk_input,You have won an Lenovo Thinkpad,1,phishing_pot,legitimate,0.4599379220917715,0.5400620779082286,0,0,4,1725,0,73,0,0.0034762456546929316,6,t.co,345,1,31,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,9,phishing_email_agent_002401_002500_chunk_input,Enhance Digital Marketing Tools Effectively,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,469,0,0,0,0.0,0,,7,0,43,0,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,10,phishing_email_agent_002401_002500_chunk_input,iuytdfgh,1,phishing_pot,legitimate,0.27708098945812487,0.7229190105418751,0,0,0,5,0,0,0,0.0,0,,0,0,8,0,200,
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,11,phishing_email_agent_002401_002500_chunk_input,Approval needed: Special pricing,0,uberjugaad,legitimate,0.37301295536714796,0.626987044632852,0,0,0,145,0,0,0,0.0,0,,9,0,32,0,200,
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,12,phishing_email_agent_002401_002500_chunk_input,Ihr McAfee-Schutz ist abgelaufen ��� Handeln Sie jetzt um Gefahren zu vermeiden,1,phishing_pot,phishing,0.587768130428646,0.587768130428646,0,0,10,7128,0,129,0,0.0008416327675690841,6,2fca7d1b-06df-4551-a5fe-0e2bdcb59a95.mlbtlr.com,1073,1,79,0,200,
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,13,phishing_email_agent_002401_002500_chunk_input,Re: Problem with User Roles in IAM,0,rtweera,legitimate,0.3212884032504699,0.6787115967495301,0,0,0,437,0,0,0,0.0,0,,8,0,34,0,200,
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,14,phishing_email_agent_002401_002500_chunk_input,Support for Project Management Tools,0,tobiasbuek,legitimate,0.2406517737484475,0.7593482262515525,0,0,0,654,0,0,0,0.0,0,,12,0,36,0,200,
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,15,phishing_email_agent_002401_002500_chunk_input,Welcome to the Star's Living Here newsletter,1,phishpuzzer,legitimate,0.41045803586219065,0.5895419641378093,0,0,10,1130,0,0,0,0.0,0,thestar.ca,13,1,44,0,200,
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002401_002500/chunk_input.csv,16,phishing_email_agent_002401_002500_chunk_input,Required Assistance for Data Breach,0,tobiasbuek,legitimate,0.37800733408032455,0.6219926659196755,0,0,0,147,0,0,0,0.0,0,,3,0,35,0,200,
