row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,1,"POR FAVOR, VERIFIQUE SE VOCÊ RECEBEU MINHA PRIMEIRA MENSAGEM PARA VOCÊ, SE SIM, VOLTE PARA MIM",,,,,,,Analysis completed with errors,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,2,Overdue: Customer 563282209 - 17 days,,,,,,,Analysis completed with errors,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,3,verification for jose@monkey.org needed,,,,,,,Analysis completed with errors,,0
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,4,Update Your cPanel Portal.,,,,,,,Analysis completed with errors,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,5,"phishing@pot-f-p , 750��� Amazon Gutschein gewinnen..",,,,,,,Analysis completed with errors,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,6,Request for Detailed Information on Data Analytics Service,,,,,,,Analysis completed with errors,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,7,"PO Approval Required: €65,350",,,,,,,Analysis completed with errors,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,8,Discussion on Marketing Campaign Support,,,,,,,Analysis completed with errors,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,9,Dernier avertissement : Votre abonnement a été suspendu [DD-992116-D9058],,,,,,,Analysis completed with errors,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,10,Support for Optimizing Investment Analysis with MATLAB and Zoho CRM,,,,,,,Analysis completed with errors,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,11,Partnership,,,,,,,Analysis completed with errors,,0
12,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,12,FREE PIANO DONATION.!!!,,,,,,,Analysis completed with errors,,0
13,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,13,Recommendations from your Substacks,,,,,,,Analysis completed with errors,,0
14,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,14,Your jose@monkey.org De-activation Request,,,,,,,Analysis completed with errors,,0
15,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,15,Approval needed: Special pricing,,,,,,,Analysis completed with errors,,0
16,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,16,Support for Integrating Third-Party Tools into SaaS Platform,,,,,,,Analysis completed with errors,,0
17,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,17,RE: Logical Names on VMS (was: [patch@31780] fixes for cpanplus on VMS),,,,,,,Analysis completed with errors,,0
18,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,18,Suggestion for Mercury Language: Enhanced Error Handling,,,,,,,Analysis completed with errors,,0
19,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,19,It's a Match!,,,,,,,Analysis completed with errors,,0
20,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,20,Customer issue: Seattle Supply Inc - Q4 volume increase,,,,,,,Analysis completed with errors,,0
21,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,21,Pipeline Update - February 06,,,,,,,Analysis completed with errors,,0
22,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,22,Dear beneficiary,,,,,,,Analysis completed with errors,,0
23,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,23,Security Breach Incident,,,,,,,Analysis completed with errors,,0
24,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,24,UPGRADE YOUR USAA.COM SECURITY NOW!!,,,,,,,Analysis completed with errors,,0
25,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/email_phishing_detection_v3_000201_000300/chunk_input.csv,25,"Rodrigo F P, agora você é Bradesco Prime!",,,,,,,Analysis completed with errors,,0
