row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,1,llm_guard_000201_000300_chunk_input,"POR FAVOR, VERIFIQUE SE VOCÊ RECEBEU MINHA PRIMEIRA MENSAGEM PARA VOCÊ, SE SIM, VOLTE PARA MIM",1,phishing_pot,464,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,2,llm_guard_000201_000300_chunk_input,Overdue: Customer 563282209 - 17 days,0,uberjugaad,223,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,3,llm_guard_000201_000300_chunk_input,verification for jose@monkey.org needed,1,phishpuzzer,1637,True,0,,True,-1.0,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,4,llm_guard_000201_000300_chunk_input,Update Your cPanel Portal.,1,phishpuzzer,478,True,0,,True,-1.0,True,-1.0,True,-1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,5,llm_guard_000201_000300_chunk_input,"phishing@pot-f-p , 750��� Amazon Gutschein gewinnen..",1,phishing_pot,6916,False,2,malicious_urls | sensitive,False,0.3,True,-1.0,False,1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,6,llm_guard_000201_000300_chunk_input,Request for Detailed Information on Data Analytics Service,0,tobiasbuek,669,True,0,,True,-1.0,True,-1.0,True,-1.0
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,7,llm_guard_000201_000300_chunk_input,"PO Approval Required: €65,350",0,uberjugaad,198,False,1,sensitive,True,-1.0,True,-1.0,False,0.9
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,8,llm_guard_000201_000300_chunk_input,Discussion on Marketing Campaign Support,0,tobiasbuek,268,True,0,,True,-1.0,True,-1.0,True,-1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,9,llm_guard_000201_000300_chunk_input,Dernier avertissement : Votre abonnement a été suspendu [DD-992116-D9058],1,nazario,637,True,0,,True,-1.0,True,-1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,10,llm_guard_000201_000300_chunk_input,Support for Optimizing Investment Analysis with MATLAB and Zoho CRM,0,tobiasbuek,254,True,0,,True,-1.0,True,-1.0,True,-1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,11,llm_guard_000201_000300_chunk_input,Partnership,1,phishpuzzer,2362,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/llm_guard_000201_000300/chunk_input.csv,12,llm_guard_000201_000300_chunk_input,FREE PIANO DONATION.!!!,1,cmu-archived-phish,381,True,0,,True,-0.7,True,-1.0,True,-1.0
