row_number,source_path,source_row_number,dataset_name,subject,label,data_source,prediction,probability,confidence,digit_count,domain_age,domain_length,email_length,has_attachment,html_tags,hyphen_count,link_density,links_count,sender_domain,special_chars,subdomain_count,subject_length,urgent_keywords,http_status,response_error
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,1,phishing_email_agent_002101_002200_chunk_input,Incident of Unauthorized Access to Records,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,534,0,0,0,0.0,0,,14,0,42,0,200,
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,2,phishing_email_agent_002101_002200_chunk_input,Ad Campaign Metrics Problem,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,300,0,0,0,0.0,0,,6,0,27,0,200,
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,3,phishing_email_agent_002101_002200_chunk_input,Reported Problem with Data Access,0,tobiasbuek,legitimate,0.3636271715453134,0.6363728284546866,0,0,0,129,0,0,0,0.0,0,,2,0,33,0,200,
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,4,phishing_email_agent_002101_002200_chunk_input,Report of Incident to Support Department,0,tobiasbuek,legitimate,0.23000666728829144,0.7699933327117086,0,0,0,331,0,4,0,0.0,0,,13,0,40,0,200,
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,5,phishing_email_agent_002101_002200_chunk_input,Join the PancakeSwap Airdrop Now,1,phishing_pot,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,660,0,0,0,0.0,0,,23,0,32,0,200,
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,6,phishing_email_agent_002101_002200_chunk_input,"phishing@pot, Looking for a permanent solution to clogged gutters? Special Gutter Guard offer - 20% off plus financing that best fits you!",1,phishing_pot,legitimate,0.4599379220917715,0.5400620779082286,0,0,15,3934,0,51,1,0.0017789072426937739,7,homet-online.de,706,1,138,0,200,
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,7,phishing_email_agent_002101_002200_chunk_input,Details on Task Management and Team Collaboration Features,0,tobiasbuek,legitimate,0.3422770534604868,0.6577229465395131,0,0,0,288,0,0,0,0.0,0,,3,0,58,0,200,
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,8,phishing_email_agent_002101_002200_chunk_input,Project Management,0,tobiasbuek,legitimate,0.19766215477134563,0.8023378452286544,0,0,0,86,0,0,0,0.0,0,,1,0,18,0,200,
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,9,phishing_email_agent_002101_002200_chunk_input,MoneyBookers.com:Money Received New Update',1,phishyai-phishing,legitimate,0.4278601880040427,0.5721398119959573,0,0,16,1102,0,0,0,0.0,0,moneybookers.com,31,1,43,1,200,
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-uta-gd_detector_suite_d2ad4qbx/phishing_email_agent_002101_002200/chunk_input.csv,10,phishing_email_agent_002101_002200_chunk_input,the TOP dresses of the season,1,phishpuzzer,legitimate,0.3860563472054568,0.6139436527945432,0,0,9,1570,0,0,0,0.0,0,gmail.com,39,1,29,1,200,
