stage_group,stage,source,principle_group,left_principle,right_principle,value
S4,S4,HW,A-A,Authority,Authority,0.9998500056249999
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.929812775824
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.788886805249
S4,S4,HW,A-A,Authority,Authority,0.23320979472400002
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.996714702736
S4,S4,HW,A-A,Authority,Authority,0.9654968644090001
S4,S4,HW,A-A,Authority,Authority,0.999438078961
S4,S4,HW,A-A,Authority,Authority,0.9653514455290001
S4,S4,HW,A-A,Authority,Authority,0.9999980000009999
S4,S4,HW,A-A,Authority,Authority,0.9999940000090001
S4,S4,HW,A-A,Authority,Authority,0.785637595044
S4,S4,HW,A-A,Authority,Authority,0.7780615980840001
S4,S4,HW,A-A,Authority,Authority,0.999946000729
S4,S4,HW,A-A,Authority,Authority,0.994393879249
S4,S4,HW,A-A,Authority,Authority,0.9999980000009999
S4,S4,HW,A-A,Authority,Authority,0.999966000289
S4,S4,HW,A-A,Authority,Authority,0.522556940161
S4,S4,HW,A-A,Authority,Authority,0.965840803984
S4,S4,HW,A-A,Authority,Authority,0.9987084173159999
S4,S4,HW,A-A,Authority,Authority,0.998934284089
S4,S4,HW,A-A,Authority,Authority,0.7780615980840001
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9583019870410001
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.9883302459040001
S4,S4,HW,A-A,Authority,Authority,0.8973393984
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,1.0
S4,S4,HW,A-A,Authority,Authority,0.788886805249
S4,S4,HW,A-A,Authority,Authority,0.999804009604
S4,S4,HW,A-A,Authority,Authority,0.998094908209
S4,S4,HW,A-A,Authority,Authority,1.0
