row_number,source_kind,source_path,source_row_number,subject,AI Verdict,AI Confidence,AI Phishing Score (0-10),AI Identified Brands,Key Suspicious Elements Cited by AI,AI Explanation,official_status,official_error,official_returncode
1,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,1,Shop Our Exclusive Savings With Sol De Janiero,CLEAN,80.0,2,Sol de Janeiro,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None,"The email appears to be a legitimate promotional message from Sol de Janeiro, as indicated by the body content. However, there are minor suspicious elements such as missing standard headers ('Date' and 'Message-ID') and failed SPF/DKIM authentication checks. These issues could be due to misconfiguration rather than malicious intent. No dangerous links, attachments, or urgent language were found.",Analysis completed successfully,,0
2,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,2,Universitetet i Agder har gitt ny informasjon om lønnsytelsene dine.,MALICIOUS,90.0,8,Universitetet i Agder,Mismatch From/Reply-To domains | Link domain https://99epicphotosal.za.com/cl6a/ differs from mentioned brand Universitetet i Agder | SPF check failed for domain example.com | DKIM check failed for domain example.com | Missing standard 'Date' header | Missing standard 'Message-ID' header | Urgency in body text ('Du må sjekke det ut nå'),"The email exhibits multiple suspicious indicators, including a mismatched domain in the link (https://99epicphotosal.za.com/cl6a/) which does not align with the mentioned brand (Universitetet i Agder). Additionally, the email lacks standard headers such as 'Date' and 'Message-ID', and authentication checks (SPF and DKIM) are not found, which is unusual for legitimate emails. The urgency in the body text ('Du må sjekke det ut nå') further raises suspicion.",Analysis completed successfully,,0
3,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,3,Email Capacity Upgrade,,,,,,,Failed (Unexpected Workflow Error),Unexpected Workflow Error: Connection closed,1
4,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,4,Re: [spambayes-dev] spoof detector,CLEAN,95.0,1,,Missing 'Date' header | Missing 'Message-ID' header | SPF: not_found | DKIM: not_found,"The email appears to be a legitimate technical discussion related to 'spoof detector' and 'spambayes-dev'. The body content is coherent and relevant to the subject. No suspicious links, attachments, or urgent language were detected. The absence of SPF and DKIM records is noted but does not necessarily indicate phishing, especially given the technical context. The DMARC policy is correctly configured for the domain. Missing 'Date' and 'Message-ID' headers are unusual but not inherently malicious.",Analysis completed successfully,,0
5,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,5,Did You Request For Email Termination?,SUSPICIOUS,80.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed (not_found) | DKIM check failed (not_found) | Urgency in body text | Suspicious link without clear destination,"The email lacks standard headers ('Date', 'Message-ID') and fails SPF and DKIM authentication checks, raising concerns about its legitimacy. The body contains urgent language ('kindly follow the reference below and manually cancel the request') and a suspicious link without a clear destination, which could be a phishing attempt. The absence of attachments reduces risk, but the overall combination of missing headers, failed authentication, and suspicious body content suggests a phishing attempt.",Analysis completed successfully,,0
6,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,6,10 Hidden Patterns,CLEAN,95.0,1,AllFreeKnitting,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF not found | DKIM not found,"The email appears to be a legitimate newsletter from AllFreeKnitting, with no suspicious links, attachments, or urgent language. Missing standard headers like 'Date' and 'Message-ID' are noted but not inherently malicious. Authentication checks (SPF, DKIM) were not found, but DMARC policy is present and set to reject, which is a positive indicator. No evidence of phishing or brand impersonation.",Analysis completed successfully,,0
7,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,7,Attention! You have pending mails.,SUSPICIOUS,80.0,7,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed | DKIM check failed | Urgency in body text | Generic call to action ('Download Pending Emails'),"The email lacks standard headers ('Date' and 'Message-ID'), which is unusual for legitimate communications. The SPF and DKIM authentication checks failed, indicating potential email spoofing. The body contains urgent language ('pending emails left', 'lost forever') and a generic call to action ('Download Pending Emails'), which are common phishing tactics. However, there are no attachments or links to analyze further.",Analysis completed successfully,,0
8,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,8,Email Upgrade,MALICIOUS,90.0,8,,Urgency in body text | Link domain 'saintlu.co' differs from mentioned brand | SPF check failed for domain example.com | DKIM check failed for domain example.com | Missing standard 'Date' header | Missing standard 'Message-ID' header,"The email exhibits multiple phishing indicators: urgent language threatening account deletion, a suspicious link with a domain unrelated to any known brand, and missing standard headers (Date, Message-ID). Additionally, SPF and DKIM authentication checks failed, and the DMARC policy, while present, does not mitigate the other risks. The link domain 'saintlu.co' is unrelated to any legitimate email service provider, suggesting potential typosquatting or brand impersonation.",Analysis completed successfully,,0
9,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,9,No-reply :),MALICIOUS,95.0,8,PayPal,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check failed for domain None | DKIM check failed for domain None | Urgency in body text ('expire in less than 48 H') | Poor grammar ('indispensable to perform an audit of your data is present') | Obfuscated link text ('Click Here â†’') | Brand impersonation ('PP Account'),"The email exhibits multiple phishing indicators: the subject 'No-reply :)' is vague and suspicious, the body contains urgent language ('expire in less than 48 H') and poor grammar ('indispensable to perform an audit of your data is present'). The link text 'Click Here â†’' is obfuscated, and the email impersonates PayPal ('PP Account'). Authentication checks (SPF, DKIM) are missing, and standard headers ('Date', 'Message-ID') are absent, further raising suspicion.",Analysis completed successfully,,0
10,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,10,Re: [opensuse] OpenSuse 11,CLEAN,95.0,0,,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks any overt phishing indicators. It contains a technical discussion snippet related to OpenSuse and XP Professional, with no suspicious links, attachments, or urgent language. Authentication checks (SPF, DKIM) are missing but not inherently suspicious in this context. The DMARC policy is present and set to reject, which is a positive sign. No brand impersonation or typosquatting is detected.",Analysis completed successfully,,0
11,csv,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s6-fuzzer_detector_suite_5xe1zt0h/email_phishing_detection_v3_002501_002520/chunk_input.csv,11,Re: Quote,CLEAN,80.0,2,adobe.com,Missing standard 'Date' header | Missing standard 'Message-ID' header | SPF check not found | DKIM check not found,"The email lacks standard headers like 'Date' and 'Message-ID', and SPF/DKIM checks were not found, which is suspicious. However, the DMARC policy is set to reject, and no malicious links or attachments were detected. The body text, while containing Cyrillic characters, does not exhibit urgency or phishing language. The mention of 'adobe.com' does not appear to be impersonation as there are no links to check.",Analysis completed successfully,,0
