stage_group,stage,source,principle_group,left_principle,right_principle,value
S1,S1,HW,A-A,Authority,Authority,0.950016697344
S1,S1,HW,A-A,Authority,Authority,0.36783497203599996
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.970668300625
S1,S1,HW,A-A,Authority,Authority,0.13884491916099997
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.539581331844
S1,S1,HW,A-A,Authority,Authority,0.481933077796
S1,S1,HW,A-A,Authority,Authority,0.9999960000040001
S1,S1,HW,A-A,Authority,Authority,0.091865366649
S1,S1,HW,A-A,Authority,Authority,0.7938613981210001
S1,S1,HW,A-A,Authority,Authority,0.995532999696
S1,S1,HW,A-A,Authority,Authority,0.419197977025
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.9999900000249999
S1,S1,HW,A-A,Authority,Authority,0.634240217664
S1,S1,HW,A-A,Authority,Authority,0.141494840964
S1,S1,HW,A-A,Authority,Authority,0.920693982784
S1,S1,HW,A-A,Authority,Authority,0.199842079369
S1,S1,HW,A-A,Authority,Authority,0.604803291481
S1,S1,HW,A-A,Authority,Authority,0.39686346084099994
S1,S1,HW,A-A,Authority,Authority,0.7938613981210001
S1,S1,HW,A-A,Authority,Authority,0.999694023409
S1,S1,HW,A-A,Authority,Authority,0.7938613981210001
S1,S1,HW,A-A,Authority,Authority,0.8631970790560001
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.9159868131840001
S1,S1,HW,A-A,Authority,Authority,0.49050693104400006
S1,S1,HW,A-A,Authority,Authority,0.9997500156249999
S1,S1,HW,A-A,Authority,Authority,0.444997060561
S1,S1,HW,A-A,Authority,Authority,0.793401714361
S1,S1,HW,A-A,Authority,Authority,0.9671896377640001
S1,S1,HW,A-A,Authority,Authority,0.9957864478809999
S1,S1,HW,A-A,Authority,Authority,0.501135152281
S1,S1,HW,A-A,Authority,Authority,0.998070931225
S1,S1,HW,A-A,Authority,Authority,0.990524553001
S1,S1,HW,A-A,Authority,Authority,0.992484175225
S1,S1,HW,A-A,Authority,Authority,0.9974875800490001
S1,S1,HW,A-A,Authority,Authority,0.995040165289
S1,S1,HW,A-A,Authority,Authority,0.239957921025
S1,S1,HW,A-A,Authority,Authority,0.9897822348840001
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.39443172944399996
S1,S1,HW,A-A,Authority,Authority,0.993339128896
S1,S1,HW,A-A,Authority,Authority,0.083756990464
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.7938613981210001
S1,S1,HW,A-A,Authority,Authority,0.644609871376
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.888251585841
S1,S1,HW,A-A,Authority,Authority,0.9914025588640001
S1,S1,HW,A-A,Authority,Authority,0.8756991809439999
S1,S1,HW,A-A,Authority,Authority,0.6077231483559999
S1,S1,HW,A-A,Authority,Authority,0.15554978240400003
S1,S1,HW,A-A,Authority,Authority,0.9890600852250001
S1,S1,HW,A-A,Authority,Authority,0.44884774152100004
S1,S1,HW,A-A,Authority,Authority,0.861850432881
S1,S1,HW,A-A,Authority,Authority,0.999956000484
S1,S1,HW,A-A,Authority,Authority,0.774917526436
S1,S1,HW,A-A,Authority,Authority,0.8129222308840001
S1,S1,HW,A-A,Authority,Authority,0.979688203264
S1,S1,HW,A-A,Authority,Authority,0.920609546256
S1,S1,HW,A-A,Authority,Authority,0.4075392385439999
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.9996820252809999
S1,S1,HW,A-A,Authority,Authority,0.923811244801
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.16865149158399997
S1,S1,HW,A-A,Authority,Authority,0.43774764062500005
S1,S1,HW,A-A,Authority,Authority,0.9965849206810001
S1,S1,HW,A-A,Authority,Authority,0.9998200080999999
S1,S1,HW,A-A,Authority,Authority,1.0
S1,S1,HW,A-A,Authority,Authority,0.7704468180009999
S1,S1,HW,A-A,Authority,Authority,0.999454074529
S1,S1,HW,A-A,Authority,Authority,0.999154178929
S1,S1,HW,A-A,Authority,Authority,0.6298914336489999
S1,S1,HW,A-A,Authority,Authority,0.7938613981210001
S1,S1,HW,A-A,Authority,Authority,0.206015224321
S1,S1,HW,A-A,Authority,Authority,0.875828324449
S1,S1,HW,A-A,Authority,Authority,0.407318386225
S1,S1,HW,A-A,Authority,Authority,0.9999960000040001
S1,S1,HW,A-A,Authority,Authority,0.9869031649000001
S1,S1,HW,A-A,Authority,Authority,0.9998960027039999
S1,S1,HW,A-A,Authority,Authority,0.794087725456
S1,S1,HW,A-A,Authority,Authority,0.550599616576
S1,S1,HW,A-A,Authority,Authority,0.899637074064
S1,S1,HW,A-A,Authority,Authority,0.5943577349160001
S1,S1,HW,A-A,Authority,Authority,0.267064669089
