row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,overall_is_valid,invalid_scanner_count,flagged_scanners,malicious_urls_is_valid,malicious_urls_risk_score,ban_substrings_is_valid,ban_substrings_risk_score,sensitive_is_valid,sensitive_risk_score
1,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,1,llm_guard_000801_000900_chunk_input,"Morning Distribution for Monday, June 5, 2023",1,phishpuzzer,2392,False,1,sensitive,True,-1.0,True,-1.0,False,1.0
2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,2,llm_guard_000801_000900_chunk_input,$500 Walmart Gift Card V2,1,phishing_pot,412,False,1,malicious_urls,False,0.4,True,-1.0,True,-1.0
3,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,3,llm_guard_000801_000900_chunk_input,10 new messages in 4 topics - abridged,0,phishpuzzer,2381,True,0,,True,-0.7,True,-1.0,True,-1.0
4,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,4,llm_guard_000801_000900_chunk_input,PayPal : Limited Account Access Appeal Denied.,1,phishyai-phishing,1970,True,0,,True,-1.0,True,-1.0,True,-1.0
5,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,5,llm_guard_000801_000900_chunk_input,Investment tracking functionalities for enhancing data analytics tools,0,tobiasbuek,117,True,0,,True,-1.0,True,-1.0,True,-1.0
6,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,6,llm_guard_000801_000900_chunk_input,[opensuse] openSUSE and faxes,0,phishpuzzer,2153,False,1,sensitive,True,-1.0,True,-1.0,False,0.8
7,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,7,llm_guard_000801_000900_chunk_input,Re: Overdue: Customer 599158107,0,uberjugaad,87,True,0,,True,-1.0,True,-1.0,True,-1.0
8,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,8,llm_guard_000801_000900_chunk_input,Account Verification Request,1,phishpuzzer,460,True,0,,True,-1.0,True,-1.0,True,-1.0
9,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,9,llm_guard_000801_000900_chunk_input,Pipeline Update - February 18,0,uberjugaad,223,True,0,,True,-1.0,True,-1.0,True,-1.0
10,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,10,llm_guard_000801_000900_chunk_input,wir haben das Richtige zu Ostern f��r Dich! phishing@pot,1,phishing_pot,5749,False,1,malicious_urls,False,0.3,True,-1.0,True,-1.0
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,11,llm_guard_000801_000900_chunk_input,Don't Wait! Secure Your Spot in zkSync Biggest Airdrop Yet!,1,phishing_pot,114,True,0,,True,-0.7,True,-1.0,True,-1.0
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,12,llm_guard_000801_000900_chunk_input,Citizens Bank and Charter One Bank customer service: important information!,1,phishyai-phishing,79,True,0,,True,-1.0,True,-1.0,True,-1.0
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,13,llm_guard_000801_000900_chunk_input,Issue with Website Tracking,0,tobiasbuek,58,True,0,,True,-1.0,True,-1.0,True,-1.0
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/logs/tmp/s2-gd_detector_suite_wq9maa_u/llm_guard_000801_000900/chunk_input.csv,14,llm_guard_000801_000900_chunk_input,Unanticipated System Deceleration Noted During Recent Data Analysis,0,tobiasbuek,295,True,0,,True,-1.0,True,-1.0,True,-1.0
