Subject,Body,label,data_source
Problem with Campaign Metrics Tracking,The digital campaign metrics are not being tracked in SAP ERP because of an integration problem with the H2O.ai analytics tool.,0,tobiasbuek
Assistance Required with Google Cloud Integration,"I am seeking guidance on integrating Google Cloud Platform for project management. I would appreciate any advice on how to leverage the power of Google Cloud to improve our project management capabilities. Specifically, I am interested in learning about the available APIs, the different authentication methods, and any existing integrations. I look forward to your assistance and will be available to schedule a call at your convenience. Please provide a suitable time.",0,tobiasbuek
Enhance User Interface,The current UI is cumbersome. Please improve navigation aesthetics to enhance user experience and productivity.,0,tobiasbuek
Re: IAM Role Permissions Issue,"Hello John,

Thank you for providing the additional information. We are currently looking into this issue and will get back to you as soon as possible with an update.

Best regards,
The Aetheros Support Team",0,rtweera
the secret sale is out!,"for 1 day only, shop with up to 50% off | Update Your Email Preferences New Dresses Best Sellers Sale My Favorites Beauty PatBO Lace-up One Piece Swimsuit Agua Bendita x REVOLVE Leela Bikini Top Lovers and Friends Althea Fuzzy Cropped Cardi Baobab Mia Mini Dress ELLIATT Josephine Gown LPA Tullia Mini Skirt ROCOCO SAND Evie Top OW Collection Estelle Top Everything You Love on SALE Sabina Musayev $399 $570 Sabina Musayev $277 $395 AGOLDE $179 $198 Norma Kamali $140 $215 Show Me Your Mumu $54 $178 krisa $76 $198 AGOLDE $112 $138 superdown $53 $60 SHOP MORE GET REVOLVE ON THE GO! Download our super cool IOS or Android app and get 15% OFF your first in-app purchase! Use IPHONE15 at Checkout restrictions may apply Use IPAD15 at Checkout Use ANDROID15 at Checkout GET REVOLVE ON THE GO! Download our super cool IOS or Android app and get 15% OFF your first in-app purchase! Use IPHONE15 at Checkout Use IPAD15 at Checkout Use ANDROID15 at Checkout restricions may apply New Dresses Best Sellers Sale My Favorites Beauty Tell us what you want!UPDATE YOUR PREFERENCES Have email content suggestions?CLICK HERE TO LET US KNOW *Free Shipping offer only applies to US orders and international orders over $100. Other restrictions may apply. More information You are subscribed as REDACTED+songofstyle@gmail.com Manage your Email Preferences Unsubscribe Contact Us Privacy Policy © Eminent, Inc. All Rights Reserved • 12889 Moore Street, Cerritos, CA 90703 USA",1,phishpuzzer
Sale ends soon,"Sale ends soon Up to 60% off summer must-haves. | Click here to view it online. Last call Like the long weekend, our sale will end soon. Take up to 60% off summer must-haves. Offer valid through 3 PM EST/12 PM PST tomorrow, May 30. SHOP NOW Free shipping Always free returns Offer ends Tuesday, May 30 at 3 PM EST/12 PM PST. Items marked as final sale are not eligible for return. This message was sent by & Other Stories (H&M Hennes & Mauritz GBC AB, Mäster Samuelsgatan 46, 106 38 Stockholm, Sweden). You are receiving this email because you are signed up to receive & Other Stories email newsletters. For questions and contact details please visit our customer service page. Read our privacy notice. H&M Hennes & Mauritz L.P., 110 5th Avenue, 11th Floor, New York, NY 10011 For more information on your orders, please log in to your Stories account. You can't reply to this e-mail, but you can talk to us on Facebook. Visit Stories.com If you'd like to unsubscribe from our stories, click here.",1,phishpuzzer
"Hi ,","Someone tried to log in to your Instagram account.
If this was you, please use the following code to log in:
181200
If this wasn't you, please reset your password to secure your account.",1,phishyai-gmail
Milwaukee Cordless Power Tool Set Department,"<tr>
<img src=""http://104.219.248.205/track/3VqiGv5563VVjG221lvyjbuikht308JKFOPQUODCQJLJO707DJFG2311664o20"" width=""1"" height=""1"">
<img src=""//104.219.248.205/track/3mOKVh5563CqWZ221tyjtkmnury308UJLYHTXWHMFXCGV707AVLH2311664a20"" width=""1"" height=""1"">
</tr>
<center>
<a href=""https://t.co/r1UUPhNL3n"">
<h1>Limited
</h1>
<br>
<img src=""https://zupimages.net/up/24/37/13zu.png"">
<br>
<img src=""//zupimages.net/up/24/37/13zu.png"">

</a>
<br>
The advertiser does not manage your subscription.<br>
If you prefer not to receive further communication, please unsubscribe <a href=""https://t.co/8kNthcy43C""> here </a><br>

</a>",1,phishing_pot
Please Pay Your eBay Fees,[],1,phishyai-phishing
Issue with QuickBooks Online Integration Results in Discrepancies,"Customer Support, recently, billing discrepancies were noticed in the QuickBooks Online integration. This may be due to a syncing error following an update. I have attempted to reconcile transactions manually and reset the API connection, but the issue still persists. These discrepancies are causing inconsistencies in our financial records and I am struggling to reconcile them. I would greatly appreciate if you could look into this matter urgently and provide a solution to resolve the issue. Please let us know if you require any additional information.",0,tobiasbuek
楽天カードお支払い金額のご案内,"2025年5月お支払い金額のご案内 5月お支払い金額 99,050円 ご利用カード 楽天カード お支払い日 2025年06月02日 「引き落とし口座」について ご利用キャンセル分の確認方法について お買い物で100円＝1円相当の楽天ポイントがたまる！ 楽天サービスでのご利用で使えば使うほどポイントUP！ 詳細はこちら ※一部ポイント還元の対象外、もしくは、還元率が異なる場合がございます。 詳細はこちら カードのご利用について、お困りですか？ お困りの方へ、お手続きに関するページをご紹介いたします。 Q. 店舗でカードが使えなくなりました。 A. 暗証番号をお忘れでしょうか？お手続きはこちら Q. カードの利用状況を今すぐ確認したいです。 A. 楽天カード会員様専用オンラインサービス「楽天e-NAVI」でご確認いただけます。ご登録はこちら Q. 紛失・盗難にあい、カードが使えなくなりました。 A. お手続きはこちら カード利用の覚えがない会員様へ 身に覚えのない請求があった場合、詳細をご確認ください。 詳細はこちら 楽天カード会員様へお得なお知らせ お客様情報に変更はございませんか？ お客様情報と楽天カードにご登録されているお客様情報が異なっている場合、「カード利用に関する重要なお知らせ」のお届けや、「適正なご利用可能枠の付帯」、「更新カード発行のお手続き」等いたしかねます。変更をご希望の方は、下記よりお手続きをお願いいたします。 最新のお客様情報をご登録いただくことで、楽天カードを安心してご利用いただけます 楽天e-NAVIのサービス案内 楽天カードAIチャットのご案内 楽天カードに関する各種ご質問について、自動でお答えします。リアルタイムで画面上に会話の内容が表示されるので、お問い合わせ内容や回答をわかりやすく確認することが可能です。ぜひお試しください。 「お客様の声」を実現しました 楽天カードでは、お客様より頂戴したご意見・ご要望(「お客様の声」)の一つひとつを真摯に受け止め、さらなる安心と信頼をご提供できるよう、日々改善に取り組んでおります。そのような「お客様の声」の中から実現できました事例をご紹介しております。 「お客様の声」はこちら 楽天カード公式アプリ明細確認、支出管理も楽々! 楽天カード公式SNSアカウントでお得な情報を配信中！ 弊社からのメールを希望されない会員様へも重要なお知らせとしてお送りしております。誠に勝手ながらこのお知らせメールの配信停止はいたしかねますので、何とぞ、ご了承ください。 本メールアドレスは送信専用となり、返信はお受けしておりません。メールアドレスの変更は、楽天e-NAVIよりお手続きください。 個人情報保護方針 ｜ お客様サポート 発行元：楽天カード株式会社",1,phishpuzzer
Protection of Patient Health Information,"Could you please explain the security measures taken for storing patient health information digitally? Specifically, are these records encrypted? Are there any access control mechanisms in place?",0,tobiasbuek
Personal Security,"notice Dear Member, Due to the recent phishing attacks targeting Del Norte Credit Union we are currently launching a new security system that will improve the level of member service we can provide to you. In order to update your account and benefit from new facilities, click here. To enhance the security when accessing your on-line accounts, Del Norte Credit Union has implemented an additional layer to our on-line security system. You may be requested to answer security questions in order to complete your log in to DNCU Online Banking. Failure to authenticate your account may result in account malfunction, slow online experience or even exposure of sensible data. Please do not reply to this message. For any inquiries, contact Member Service. Copyright © 2007 Del Norte Credit Union. All rights reserved.",1,phishyai-phishing
Inquiry About Scalability Features of Project Management Platform,"Hello, I am reaching out to inquire about the scalability options available for your project management SaaS platform. Could you provide details on how the platform manages and scales with an increase in users and their data? I would greatly appreciate any information regarding the current scalability, including any limitations or potential bottlenecks. Additionally, I am interested in learning about your future plans to enhance the platform's scalability. Thank you for your time and assistance. I look forward to hearing back soon.",0,tobiasbuek
Investigation Needed for Slow Performance of Investment Analytics Tool,"A financial firm is encountering slow performance with its investment analytics tool when processing large datasets. This could be due to improper system configurations or resource limitations. Despite attempts to optimize database queries and reallocate server resources, the issue still persists. We need your help to resolve this matter.",0,tobiasbuek
You have submitted a password change request,"You have submitted a password change request.

Change password

KEEP PASSWORD
If this wasn't you, please disregard this email as it is an error and make sure you click the keep password button

Best regards,

Support

If you have questions or want to get more information about setting up your account, please visit our support site.

Go to support →

© 2024 reMarkable All Rights Reserved",1,nazario
"PO Approval Required: €17,986","Purchase Order Request:

Vendor: TechSupply Ltd
Amount: €13,568
Description: Raw materials
Urgency: Urgent - Production down

Please approve in system.

Antonina",0,uberjugaad
